Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Старополтавская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544					
1	"Число избирателей, внесенных в списки избирателей"	15911	356	801	545	942	902	86	142	1227	258	447	394	477	532	528	480	810	240	459	332	76	767	1566	1570	635	873	466					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16651	388	837	624	1021	1021	102	199	1245	249	445	383	536	558	579	513	843	290	496	363	97	822	1500	1510	677	905	448					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9485	243	555	302	563	436	65	87	555	186	193	243	272	343	362	352	512	171	289	230	57	439	889	819	411	544	367					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1119	44	21	54	67	83	0	34	72	4	40	17	39	65	13	19	96	7	44	37	10	43	38	105	18	101	48					
6	Число погашенных избирательных бюллетеней	6047	101	261	268	391	502	37	78	618	59	212	123	225	150	204	142	235	112	163	96	30	340	573	586	248	260	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1119	44	21	54	67	83	0	34	72	4	40	17	39	65	13	19	96	7	44	37	10	43	38	105	18	101	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9485	243	555	302	563	436	65	87	555	186	193	243	272	343	362	352	512	171	289	230	57	439	889	819	411	544	367					
9	Число недействительных избирательных бюллетеней	91	2	3	3	6	3	0	0	3	2	6	3	2	2	5	4	11	0	3	2	0	8	3	5	3	9	3					
10	Число действительных избирательных бюллетеней	10513	285	573	353	624	516	65	121	624	188	227	257	309	406	370	367	597	178	330	265	67	474	924	919	426	636	412					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	291	7	12	12	21	21	1	2	20	5	8	8	6	9	11	10	12	5	9	7	1	15	27	27	13	13	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	166	5	3	1	14	11	0	0	3	0	2	2	0	5	0	10	6	4	7	6	1	6	27	24	13	13	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	76	3	4	3	3	1	0	2	1	1	2	3	2	1	0	2	2	0	4	2	0	5	10	12	5	2	6					
14	Число погашенных неиспользованных открепительных удостоверений	125	2	9	11	7	10	1	2	17	5	6	6	6	4	11	0	6	1	2	1	0	9	0	3	0	0	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	679	34	32	18	35	31	1	1	24	24	10	6	60	14	44	25	64	10	24	4	1	30	56	32	22	69	8					
		6.40%	11.85%	5.56%	5.06%	5.56%	5.97%	1.54%	0.83%	3.83%	12.63%	4.29%	2.31%	19.29%	3.43%	11.73%	6.74%	10.53%	5.62%	7.21%	1.50%	1.49%	6.22%	6.04%	3.46%	5.13%	10.70%	1.93%					
19	2.Всероссийская политическая партия «Гражданская Сила»	32	2	1	2	2	2	0	0	3	0	1	2	1	2	0	1	3	1	0	0	0	2	2	4	0	0	1					
		0.30%	0.70%	0.17%	0.56%	0.32%	0.39%	0.00%	0.00%	0.48%	0.00%	0.43%	0.77%	0.32%	0.49%	0.00%	0.27%	0.49%	0.56%	0.00%	0.00%	0.00%	0.41%	0.22%	0.43%	0.00%	0.00%	0.24%					
20	3.Политическая партия «Демократическая партия России»	14	0	2	1	0	2	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	2	0	0	2					
		0.13%	0.00%	0.35%	0.28%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.54%	0.16%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.48%					
