Выборы Президента Российской Федерации																																														
																																														
Наименование Избирательной комиссии:    Грайворонская																																														
																																														
Итоги голосования 																																														
																																														
		Сумма	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479					
1	"Число избирателей, внесенных в список"	23293	1158	384	296	629	651	528	1230	327	333	339	1451	1466	1082	1292	1405	384	277	431	673	591	242	274	457	486	130	278	1001	509	462	150	107	416	159	294	578	502	143	1625	553					
2	Число полученных избирательных бюллетеней	22929	1134	381	297	630	636	507	1197	328	324	344	1406	1411	1091	1246	1382	377	280	400	661	587	239	280	465	493	130	281	986	514	458	149	110	412	158	294	582	495	143	1568	553					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	19653	906	267	217	549	494	423	1088	287	300	296	1325	1265	884	1147	1178	336	179	314	507	548	177	229	411	380	109	242	801	376	416	136	96	314	126	256	467	422	124	1532	529					
5	"Число избирательных бюллетеней, выданных вне помещения"	2081	168	88	62	57	118	59	71	23	17	33	24	74	98	43	100	29	85	82	65	12	56	23	15	68	14	20	90	126	35	13	10	77	23	16	65	69	15	14	24					
6	Число погашенных избирательных бюллетеней	1195	60	26	18	24	24	25	38	18	7	15	57	72	109	56	104	12	16	4	89	27	6	28	39	45	7	19	95	12	7	0	4	21	9	22	50	4	4	22	0					
7	Число избирательных бюллетеней в переносных ящиках	2081	168	88	62	57	118	59	71	23	17	33	24	74	98	43	100	29	85	82	65	12	56	23	15	68	14	20	90	126	35	13	10	77	23	16	65	69	15	14	24					
8	Число бюллетеней в стационарных ящиках для голосования	19650	906	267	217	549	494	423	1085	287	300	296	1325	1265	884	1147	1178	336	179	314	507	548	177	229	411	380	109	242	801	376	416	136	96	314	126	256	467	422	124	1532	529					
9	Число недействительных избирательных бюллетеней	523	39	4	0	29	22	4	2	6	11	19	3	13	8	46	69	1	0	20	1	31	15	3	1	6	9	7	3	31	32	16	0	6	0	16	25	17	0	8	0					
10	Число действительных избирательных бюллетеней	21208	1035	351	279	577	590	478	1154	304	306	310	1346	1326	974	1144	1209	364	264	376	571	529	218	249	425	442	114	255	888	471	419	133	106	385	149	256	507	474	139	1538	553					
11	Число полученных открепительных  удостоверений	300	15	5	5	9	9	9	15	5	5	5	15	5	5	15	15	5	5	5	9	9	5	5	5	5	2	5	9	9	5	2	2	5	2	5	9	5	2	48	0					
12	Число выданных открепительных удостоверений	92	1	0	0	3	0	0	4	0	0	0	11	1	3	9	3	2	0	2	3	0	0	0	0	2	0	0	0	5	0	0	0	0	1	0	1	0	0	41	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	61	1	0	1	0	0	0	4	0	2	3	5	10	1	5	1	2	0	1	0	1	1	0	0	1	4	1	1	0	3	0	0	0	0	0	0	0	0	13	0					
14	Число неиспользованных открепительных удостоверений	208	14	5	5	6	9	9	11	5	5	5	4	4	2	6	12	3	5	3	6	9	5	5	5	3	2	5	9	4	5	2	2	5	1	5	8	5	2	7	0					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																														
18	. Глазьев Сергей Юрьевич	398	17	5	2	7	12	14	1	4	3	2	12	12	38	18	28	8	1	7	30	18	13	2	2	3	2	4	4	7	2	1	1	8	6	4	17	22	0	60	1					
		1.83%	1.58%	1.41%	0.72%	1.16%	1.96%	2.90%	0.09%	1.29%	0.95%	0.61%	0.89%	0.90%	3.87%	1.51%	2.19%	2.19%	0.38%	1.77%	5.24%	3.21%	5.58%	0.79%	0.47%	0.67%	1.63%	1.53%	0.45%	1.39%	0.44%	0.67%	0.94%	2.05%	4.03%	1.47%	3.20%	4.48%	0.00%	3.88%	0.18%					
19	. Малышкин Олег Александрович	424	28	0	5	32	9	9	2	5	3	8	8	16	24	29	28	8	5	9	18	19	7	3	4	4	1	6	5	3	12	2	4	12	1	4	9	21	8	50	3					
		1.95%	2.61%	0.00%	1.79%	5.28%	1.47%	1.87%	0.17%	1.61%	0.95%	2.43%	0.59%	1.19%	2.44%	2.44%	2.19%	2.19%	1.89%	2.27%	3.15%	3.39%	3.00%	1.19%	0.94%	0.89%	0.81%	2.29%	0.56%	0.60%	2.66%	1.34%	3.77%	3.07%	0.67%	1.47%	1.69%	4.28%	5.76%	3.23%	0.54%					
20	. Миронов Сергей Михайлович	121	10	5	3	1	7	2	1	0	0	3	2	5	8	11	9	0	1	1	4	4	1	3	3	2	0	1	1	2	4	0	0	3	1	1	7	2	2	8	3					
		0.56%	0.93%	1.41%	1.08%	0.17%	1.14%	0.41%	0.09%	0.00%	0.00%	0.91%	0.15%	0.37%	0.81%	0.92%	0.70%	0.00%	0.38%	0.25%	0.70%	0.71%	0.43%	1.19%	0.70%	0.45%	0.00%	0.38%	0.11%	0.40%	0.89%	0.00%	0.00%	0.77%	0.67%	0.37%	1.32%	0.41%	1.44%	0.52%	0.54%					
21	. Путин Владимир Владимирович	16935	876	310	233	449	500	391	898	268	266	268	1161	904	777	932	891	287	222	312	339	426	169	219	368	403	101	206	697	404	339	115	90	310	120	223	410	393	112	1014	532					
		77.93%	81.56%	87.32%	83.51%	74.09%	81.70%	81.12%	77.68%	86.45%	83.91%	81.46%	86.06%	67.51%	79.12%	78.32%	69.72%	78.63%	84.09%	78.79%	59.27%	76.07%	72.53%	86.90%	86.38%	89.96%	82.11%	78.63%	78.23%	80.48%	75.17%	77.18%	84.91%	79.28%	80.54%	81.99%	77.07%	80.04%	80.58%	65.59%	96.20%					
22	. Хакамада Ирина Муцуовна	254	6	0	1	3	10	10	1	6	3	1	12	22	14	19	19	10	5	4	19	9	3	0	2	2	1	1	3	3	6	0	0	3	0	3	11	2	3	36	1					
