Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Новгородская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336					
1	"Число избирателей, внесенных в список избирателей"	45447	1404	326	571	1467	1897	1439	520	728	2323	2485	2304	2194	121	398	271	142	635	1024	1643	166	1131	914	427	385	1886	1952	460	349	2525	2469	587	1939	373	1759	771	1444	229	301	102	746	2640					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	45668	1415	327	575	1470	1900	1480	520	720	2350	2510	2325	2230	120	300	270	145	630	1020	1675	170	1135	915	435	390	1845	1955	455	347	2545	2507	590	1970	375	1770	783	1454	225	300	115	755	2650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	22903	723	132	247	609	894	753	331	389	1240	1320	1093	1224	41	152	120	86	253	567	832	38	639	534	138	119	826	1009	202	166	1579	1335	257	1128	203	909	370	638	76	103	27	366	1235					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1969	30	35	60	137	27	35	26	80	11	14	22	86	32	45	19	21	138	52	67	48	20	66	103	75	136	51	70	32	34	60	35	21	11	30	9	73	22	61	33	29	13					
6	Число погашенных избирательных бюллетеней	20796	662	160	268	724	979	692	163	251	1099	1176	1210	920	47	103	131	38	239	401	776	84	476	315	194	196	883	895	183	149	932	1112	298	821	161	831	404	743	127	136	55	360	1402					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1966	30	35	60	137	27	35	26	80	11	14	22	86	32	45	19	21	138	52	67	48	20	66	100	75	136	51	70	32	34	60	35	21	11	30	9	73	22	61	33	29	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22894	723	132	247	609	894	753	331	389	1239	1319	1093	1224	41	152	120	86	253	567	831	38	639	534	138	119	822	1009	202	166	1579	1335	257	1128	203	909	370	636	76	103	27	366	1235					
9	Число недействительных избирательных бюллетеней	463	16	1	8	14	19	20	7	4	29	21	15	23	3	4	5	0	0	8	20	2	14	10	3	6	27	14	6	2	26	22	5	14	2	23	12	21	1	0	0	13	23					
10	Число действительных избирательных бюллетеней	24397	737	166	299	732	902	768	350	465	1221	1312	1100	1287	70	193	134	107	391	611	878	84	645	590	235	188	931	1046	266	196	1587	1373	287	1135	212	916	367	688	97	164	60	382	1225					
