Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Новгородская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340					
1	"Число избирателей, внесенных в списки избирателей"	45652	1155	1463	295	2225	144	358	295	144	584	971	436	390	2131	1383	1452	1659	2532	160	2459	561	398	620	855	378	386	320	115	569	1915	382	2435	1783	2511	2131	2630	1869	2101	1295	1109	252	801					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	44175	1150	1400	250	2250	135	350	250	140	550	950	400	350	2100	1350	1400	1600	2200	150	2400	550	350	600	850	350	350	300	100	550	1900	350	2400	1750	2400	2100	2600	1800	2050	1300	1100	250	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	27668	775	842	146	1381	106	191	184	95	306	625	226	254	1446	720	939	1008	1806	55	1579	284	303	366	536	188	185	120	40	324	1174	260	1494	1206	1600	1320	1501	1022	1250	707	550	122	432					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2007	33	37	37	90	23	55	19	18	83	27	73	39	19	168	21	39	109	47	52	63	23	83	74	63	56	48	38	62	14	14	21	32	20	20	43	127	80	27	53	34	23					
6	Число погашенных избирательных бюллетеней	14500	342	521	67	779	6	104	47	27	161	298	101	57	635	462	440	553	285	48	769	203	24	151	240	99	109	132	22	164	712	76	885	512	780	760	1056	651	720	566	497	94	345					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2007	33	37	37	90	23	55	19	18	83	27	73	39	19	168	21	39	109	47	52	63	23	83	74	63	56	48	38	62	14	14	21	32	20	20	43	127	80	27	53	34	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27666	775	842	146	1381	106	191	184	95	306	625	226	254	1446	720	939	1008	1806	55	1579	284	303	366	536	188	185	120	40	324	1174	260	1494	1204	1600	1320	1501	1022	1250	707	550	122	432					
9	Число недействительных избирательных бюллетеней	179	3	10	0	5	0	0	3	1	2	1	3	2	11	6	6	8	7	0	9	1	1	1	2	0	0	0	0	1	6	4	12	9	12	9	14	11	8	3	4	0	4					
10	Число действительных избирательных бюллетеней	29494	805	869	183	1466	129	246	200	112	387	651	296	291	1454	882	954	1039	1908	102	1622	346	325	448	608	251	241	168	78	385	1182	270	1503	1227	1608	1331	1530	1138	1322	731	599	156	451					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	531	25	13	7	51	2	12	7	7	3	11	7	1	31	13	14	16	30	7	17	7	7	9	7	2	7	10	4	16	12	5	25	10	17	21	21	24	13	11	11	11	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	370	25	12	1	43	1	7	3	6	2	7	2	0	23	10	9	14	25	0	12	3	3	8	4	2	2	10	3	3	12	1	18	4	12	11	17	23	12	8	10	0	2					
