Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Тихорецкая городская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №5201	УИК №5202	УИК №5203	УИК №5204	УИК №5205	УИК №5206	УИК №5207	УИК №5208	УИК №5209	УИК №5210	УИК №5211	УИК №5212	УИК №5213	УИК №5214	УИК №5215	УИК №5216	УИК №5217	УИК №5218	УИК №5219	УИК №5220	УИК №5221	УИК №5222	УИК №5223	УИК №5224	УИК №5225	УИК №5226	УИК №5227	УИК №5228	УИК №5229	УИК №5230	УИК №5231	УИК №5232	УИК №5233	УИК №5234									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	48792	1841	1654	1234	2127	2008	2274	2056	2182	1161	1416	1175	1865	2208	1507	1179	1884	1577	1920	1372	1561	1386	1304	2094	795	1317	325	896	1548	308	559	517	816	1720	1006									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	48954	1852	1678	1231	2083	2009	2254	2086	2184	1176	1395	1195	1887	2224	1524	1198	1941	1593	1958	1383	1592	1380	1292	2063	813	1195	321	907	1562	310	558	512	828	1763	1007									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	28938	835	1027	791	1419	1139	1387	1409	1071	689	691	488	1168	1214	1037	491	1189	986	937	976	910	795	730	1466	628	773	144	464	1003	176	392	291	539	1077	606									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3968	203	63	27	49	210	32	140	149	148	232	104	177	194	201	156	262	80	160	129	135	153	171	34	44	148	55	137	97	65	28	62	37	31	55									
6	Число погашенных избирательных бюллетеней	16048	814	588	413	615	660	835	537	964	339	472	603	542	816	286	551	490	527	861	278	547	432	391	563	141	274	122	306	462	69	138	159	252	655	346									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	3968	203	63	27	49	210	32	140	149	148	232	104	177	194	201	156	262	80	160	129	135	153	171	34	44	148	55	137	97	65	28	62	37	31	55									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	28937	835	1027	791	1419	1139	1387	1409	1071	688	691	488	1168	1214	1037	491	1189	986	937	976	910	795	730	1466	628	773	144	464	1003	176	392	291	539	1077	606									
9	Число недействительных избирательных бюллетеней	247	17	10	27	0	13	0	22	5	11	0	7	5	0	5	8	15	0	0	0	0	18	0	5	0	10	2	0	36	0	7	0	5	15	4									
10	Число действительных избирательных бюллетеней	32658	1021	1080	791	1468	1336	1419	1527	1215	825	923	585	1340	1408	1233	639	1436	1066	1097	1105	1045	930	901	1495	672	911	197	601	1064	241	413	353	571	1093	657									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	720	25	25	20	30	30	30	30	30	20	20	20	30	30	20	20	20	25	30	20	25	20	10	48	7	20	5	15	20	5	10	10	15	25	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	571	25	19	9	16	30	22	9	24	16	20	6	25	30	20	20	20	8	30	14	25	13	8	42	7	20	5	6	20	0	10	10	11	25	6									
