Выборы Президента Российской Федерации																																																																	
Дата голосования: 02.03.2008																																																																	
																																																																	
Наименование Избирательной комиссии:    Исилькульская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
	Число участковых избирательных комиссий	58																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	58																																																															
																																																																	
		Сумма	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705					
1	"Число избирателей, включенных в списки избирателей"	32692	1053	1260	1082	1280	1102	1089	1125	1183	1186	1043	1569	1518	1045	848	807	702	715	699	112	59	118	191	51	1174	60	282	264	135	278	230	301	274	606	302	116	971	209	63	163	312	243	731	217	89	84	564	205	553	541	107	1306	399	195	219	219	201	190	1052					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	32594	1075	1220	1010	1260	920	1100	1075	1160	1155	1055	1565	1430	1015	840	800	715	690	765	120	62	115	210	58	1205	59	310	256	140	300	240	305	275	620	302	117	990	210	68	153	312	250	775	226	103	90	590	206	570	575	107	1305	416	196	218	210	200	190	1090					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	24232	705	777	705	902	649	723	803	744	787	701	1000	915	706	496	527	473	481	620	100	55	115	155	50	948	56	281	254	126	270	215	253	239	519	274	91	792	174	62	153	297	226	596	184	70	74	467	146	391	462	107	1111	394	163	205	205	191	179	868					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2007	63	105	78	40	180	69	51	85	62	53	125	96	43	56	95	65	71	27	10	4	0	9	0	73	0	0	0	0	3	0	0	4	24	0	12	59	7	0	0	0	8	78	25	11	4	30	20	25	33	0	82	0	20	6	0	6	6	84					
6	Число погашенных избирательных бюллетеней	6355	307	338	227	318	91	308	221	331	306	301	440	419	266	288	178	177	138	118	10	3	0	46	8	184	3	29	2	14	27	25	52	32	77	28	14	139	29	6	0	15	16	101	17	22	12	93	40	154	80	0	112	22	13	7	5	3	5	138					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2007	63	105	78	40	180	69	51	85	62	53	125	96	43	56	95	65	71	27	10	4	0	9	0	73	0	0	0	0	3	0	0	4	24	0	12	59	7	0	0	0	8	78	25	11	4	30	20	25	33	0	82	0	20	6	0	6	6	84					
8	Число бюллетеней в стационарных ящиках для голосования	24232	705	777	705	902	649	723	803	744	787	701	1000	915	706	496	527	473	481	620	100	55	115	155	50	948	56	281	254	126	270	215	253	239	519	274	91	792	174	62	153	297	226	596	184	70	74	467	146	391	462	107	1111	394	163	205	205	191	179	868					
9	Число недействительных избирательных бюллетеней	325	7	17	9	9	9	7	2	9	30	8	10	10	4	10	10	7	3	3	0	1	0	3	1	10	0	4	3	0	2	3	3	1	9	1	2	8	2	0	1	0	2	12	3	0	0	2	1	8	3	0	25	0	0	14	0	2	0	35					
10	Число действительных избирательных бюллетеней	25914	761	865	774	933	820	785	852	820	819	746	1115	1001	745	542	612	531	549	644	110	58	115	161	49	1011	56	277	251	126	271	212	250	242	534	273	101	843	179	62	152	297	232	662	206	81	78	495	165	408	492	107	1168	394	183	197	205	195	185	917					
11	Число полученных открепительных  удостоверений	750	13	10	15	15	10	17	15	10	17	13	35	35	12	20	10	15	10	40	5	2	2	12	2	55	2	5	2	2	5	2	3	3	20	3	3	50	3	3	3	7	11	30	7	15	3	25	3	8	35	3	50	15	3	6	3	3	3	21					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	703	13	10	15	15	10	16	14	8	16	13	35	35	12	20	10	13	10	40	5	2	1	12	2	55	0	3	0	2	5	2	3	3	13	3	1	50	3	0	0	7	9	29	7	15	0	25	3	5	33	3	48	15	2	6	1	3	1	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	392	10	11	30	6	14	9	13	14	25	28	14	15	12	6	9	5	30	5	1	1	6	1	1	12	1	4	3	2	0	5	3	4	4	4	3	5	5	1	4	4	1	0	4	3	1	1	7	7	1	3	9	5	4	1	3	1	1	10					
14	Число неиспользованных открепительных удостоверений	47	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	2	2	0	0	0	0	0	7	0	2	0	0	3	3	0	2	1	0	0	3	0	0	3	2	0	2	0	1	0	2	0	2	0					
