Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Акбулакская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129					
1	"Число избирателей, внесенных в списки"	20887	2313	2000	2796	2468	998	194	210	327	134	138	158	519	107	297	109	556	117	89	101	370	107	185	533	68	37	457	438	81	270	657	139	495	959	116	44	104	95	229	495	104	141	581	75	476					
2	"Число бюллетеней, полученных участковыми комиссиями"	20844	2259	2003	2737	2657	945	194	203	331	133	135	156	496	104	295	106	544	112	86	101	370	107	188	525	68	37	452	438	81	264	653	134	488	968	131	42	129	95	227	481	99	139	589	83	459					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13177	1227	1075	1508	1370	571	170	137	216	108	108	99	331	75	227	74	376	102	63	94	255	87	137	344	46	32	308	407	72	199	400	116	316	590	103	36	100	75	162	322	70	89	511	69	400					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	672	68	60	89	85	63	0	44	0	0	0	0	13	11	9	0	12	0	0	0	17	0	0	32	0	0	12	0	0	34	11	0	23	60	13	0	4	0	12	0	0	0	0	0	0					
6	Число погашенных бюллетеней	6995	964	868	1140	1202	311	24	22	115	25	27	57	152	18	59	32	156	10	23	7	98	20	51	149	22	5	132	31	9	31	242	18	149	318	15	6	25	20	53	159	29	50	78	14	59					
7	Число бюллетеней в переносных ящиках для голосования	672	68	60	89	85	63	0	44	0	0	0	0	13	11	9	0	12	0	0	0	17	0	0	32	0	0	12	0	0	34	11	0	23	60	13	0	4	0	12	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	13175	1227	1072	1508	1370	570	170	137	216	108	108	99	331	75	229	74	376	102	63	94	255	87	137	344	46	32	308	407	72	199	400	116	316	590	103	36	100	75	162	322	70	89	511	69	400					
9	Число недействительных бюллетеней	399	22	22	24	38	22	0	4	16	2	2	10	6	3	12	6	12	9	3	0	10	0	8	13	4	0	14	1	0	10	8	7	16	23	0	1	5	8	15	12	5	2	15	1	8					
10	Число действительных бюллетеней	13448	1273	1110	1573	1417	611	170	177	200	106	106	89	338	83	226	68	376	93	60	94	262	87	129	363	42	32	306	406	72	223	403	109	323	627	116	35	99	67	159	310	65	87	496	68	392					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	280	10	10	10	10	10	2	2	10	5	2	4	10	5	10	3	10	2	2	2	10	5	5	10	2	2	10	10	4	10	10	4	10	10	2	2	2	2	10	10	4	4	10	3	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	37	3	7	10	2	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	40	0	0	1	6	4	0	1	0	1	0	0	3	1	0	0	0	6	1	2	0	0	1	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	1	1	0	0	5	0	0					
14	Число погашенных открепительных удостоверений	243	7	3	0	8	10	2	2	10	3	2	4	10	5	5	3	10	2	2	2	9	5	5	10	2	2	9	10	4	10	8	4	6	10	2	2	2	2	10	10	4	4	10	3	10					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	"1. ""ЕДИНЕНИЕ"""	328	25	29	24	22	11	5	5	6	4	0	6	14	2	11	1	13	2	2	8	6	3	0	12	2	1	9	12	2	9	7	3	4	14	3	0	0	0	10	4	2	2	20	2	11					
		2.36%	1.93%	2.56%	1.50%	1.51%	1.73%	2.94%	2.76%	2.77%	3.70%	0.0%	6.06%	4.06%	2.32%	4.62%	1.35%	3.35%	1.96%	3.17%	8.51%	2.20%	3.44%	0.0%	3.19%	4.34%	3.12%	2.81%	2.94%	2.77%	3.86%	1.70%	2.58%	1.17%	2.15%	2.58%	0.0%	0.0%	0.0%	5.74%	1.24%	2.85%	2.24%	3.91%	2.89%	2.75%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	405	21	30	28	20	16	2	1	3	0	1	4	5	0	43	9	6	4	0	2	3	2	5	13	0	0	25	13	0	7	24	9	17	21	6	1	15	3	14	7	2	3	12	1	7					
		2.92%	1.62%	2.65%	1.75%	1.37%	2.52%	1.17%	0.55%	1.38%	0.0%	0.92%	4.04%	1.45%	0.0%	18.06%	12.16%	1.54%	3.92%	0.0%	2.12%	1.10%	2.29%	3.64%	3.45%	0.0%	0.0%	7.81%	3.19%	0.0%	3.00%	5.83%	7.75%	5.01%	3.23%	5.17%	2.77%	14.42%	4.0%	8.04%	2.17%	2.85%	3.37%	2.34%	1.44%	1.75%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	256	27	20	35	21	14	3	1	4	2	3	2	1	4	3	0	4	1	1	1	8	3	9	7	0	0	8	7	2	7	7	2	10	7	5	1	3	0	3	3	0	2	5	1	9					
		1.84%	2.08%	1.76%	2.19%	1.44%	2.21%	1.76%	0.55%	1.85%	1.85%	2.77%	2.02%	0.29%	4.65%	1.26%	0.0%	1.03%	0.98%	1.58%	1.06%	2.94%	3.44%	6.56%	1.86%	0.0%	0.0%	2.5%	1.71%	2.77%	3.00%	1.70%	1.72%	2.94%	1.07%	4.31%	2.77%	2.88%	0.0%	1.72%	0.93%	0.0%	2.24%	0.97%	1.44%	2.25%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	149	17	19	21	25	8	0	0	1	0	6	3	1	0	0	0	5	1	0	0	1	0	5	1	0	0	5	7	0	1	4	0	4	8	0	0	1	0	2	0	1	0	1	0	1					
		1.07%	1.31%	1.67%	1.31%	1.71%	1.26%	0.0%	0.0%	0.46%	0.0%	5.55%	3.03%	0.29%	0.0%	0.0%	0.0%	1.28%	0.98%	0.0%	0.0%	0.36%	0.0%	3.64%	0.26%	0.0%	0.0%	1.56%	1.71%	0.0%	0.42%	0.97%	0.0%	1.17%	1.23%	0.0%	0.0%	0.96%	0.0%	1.14%	0.0%	1.42%	0.0%	0.19%	0.0%	0.25%					
22	"5. ""За Русь Святую"""	40	3	4	3	7	2	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	1	1	1	0	0	0	0	0	0	5	0	0	0	1	0	0	0	3	0	1	0	2	0	1					
		0.28%	0.23%	0.35%	0.18%	0.48%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	1.01%	0.0%	0.0%	0.42%	0.0%	0.51%	0.0%	0.0%	1.06%	0.0%	1.14%	0.72%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.21%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.0%	1.72%	0.0%	1.42%	0.0%	0.39%	0.0%	0.25%					
