Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Усольская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №3901	УИК №3902	УИК №3903	УИК №3904	УИК №3905	УИК №3906	УИК №3907	УИК №3908	УИК №3909	УИК №3910	УИК №3911	УИК №3912	УИК №3913	УИК №3914	УИК №3915	УИК №3916	УИК №3917	УИК №3918	УИК №3919					
1	"Число избирателей, внесенных в список избирателей"	11684	847	723	844	229	738	740	740	705	193	811	272	705	336	176	311	1594	545	371	804					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11401	831	711	723	223	720	699	745	703	188	794	255	688	339	173	308	1598	549	372	782					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	22	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4368	392	315	238	62	241	271	279	258	88	309	92	277	101	65	81	624	239	76	360					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	940	39	20	167	58	42	40	31	64	20	56	33	48	21	25	68	44	35	91	38					
6	Число погашенных избирательных бюллетеней	6071	400	376	318	103	437	388	435	381	80	429	130	363	195	83	159	930	275	205	384					
7	Число избирательных бюллетеней в переносных ящиках для голосования	962	39	20	167	58	42	40	31	64	20	56	33	48	43	25	68	44	35	91	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4366	392	315	238	62	241	271	279	258	88	309	92	277	101	65	81	622	239	76	360					
9	Число недействительных избирательных бюллетеней	108	10	8	5	0	3	9	8	1	1	12	2	10	6	0	0	14	8	3	8					
10	Число действительных избирательных бюллетеней	5220	421	327	400	120	280	302	302	321	107	353	123	315	138	90	149	652	266	164	390					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	280	20	10	15	5	10	20	20	20	5	20	10	20	10	5	10	35	15	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	106	8	7	2	1	3	9	4	12	0	7	3	2	1	0	6	14	15	1	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	206	26	8	19	6	13	16	3	6	7	17	11	8	3	2	8	11	12	3	27					
14	Число погашенных неиспользованных открепительных удостоверений	174	12	3	13	4	7	11	16	8	5	13	7	18	9	5	4	21	0	9	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	965	59	77	67	16	52	54	36	29	23	95	25	63	26	18	36	110	103	21	55					
		18.11%	13.69%	22.99%	16.54%	13.33%	18.37%	17.36%	11.61%	9.01%	21.30%	26.03%	20.00%	19.38%	18.06%	20.00%	24.16%	16.52%	37.59%	12.57%	13.82%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	837	73	68	62	22	48	55	64	34	10	50	14	57	23	15	23	88	28	20	83					
		15.71%	16.94%	20.30%	15.31%	18.33%	16.96%	17.68%	20.65%	10.56%	9.26%	13.70%	11.20%	17.54%	15.97%	16.67%	15.44%	13.21%	10.22%	11.98%	20.85%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	50	8	5	2	1	0	2	2	5	0	5	1	2	2	1	1	5	3	1	4					
		0.94%	1.86%	1.49%	0.49%	0.83%	0.00%	0.64%	0.65%	1.55%	0.00%	1.37%	0.80%	0.62%	1.39%	1.11%	0.67%	0.75%	1.09%	0.60%	1.01%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	605	60	49	53	11	34	34	34	44	13	44	8	36	11	9	8	78	26	7	46					
		11.36%	13.92%	14.63%	13.09%	9.17%	12.01%	10.93%	10.97%	13.66%	12.04%	12.05%	6.40%	11.08%	7.64%	10.00%	5.37%	11.71%	9.49%	4.19%	11.56%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	128	23	7	5	0	10	15	13	8	4	6	2	6	1	2	1	13	2	0	10					
		2.40%	5.34%	2.09%	1.23%	0.00%	3.53%	4.82%	4.19%	2.48%	3.70%	1.64%	1.60%	1.85%	0.69%	2.22%	0.67%	1.95%	0.73%	0.00%	2.51%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2611	193	120	210	70	136	141	153	201	57	151	71	146	74	45	80	352	104	115	192					
		49.01%	44.78%	35.82%	51.85%	58.33%	48.06%	45.34%	49.35%	62.42%	52.78%	41.37%	56.80%	44.92%	51.39%	50.00%	53.69%	52.85%	37.96%	68.86%	48.24%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	24	5	1	1	0	0	1	0	0	0	2	2	5	1	0	0	6	0	0	0					
		0.45%	1.16%	0.30%	0.25%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.55%	1.60%	1.54%	0.69%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
