Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Сорокинская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594					
1	"Число избирателей, внесенных в списки"	8387	1350	1080	800	1085	475	64	342	91	195	659	128	71	207	75	267	187	344	86	467	113	234	67					
2	"Число бюллетеней, полученных участковыми комиссиями"	8450	1353	1102	831	1107	470	64	338	91	193	662	127	64	200	73	273	186	342	87	469	113	236	69					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5211	782	568	381	589	311	51	245	69	127	403	109	59	131	57	199	138	224	86	323	103	207	49					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	680	63	79	100	53	50	2	33	2	21	46	7	5	26	12	20	18	54	0	42	6	25	16					
6	Число погашенных бюллетеней	2559	508	455	350	465	109	11	60	20	45	213	11	0	43	4	54	30	64	1	104	4	4	4					
7	Число бюллетеней в переносных ящиках для голосования	680	63	79	100	53	50	2	33	2	21	46	7	5	26	12	20	18	54	0	42	6	25	16					
8	Число бюллетеней в стационарных ящиках для голосования	5211	782	568	381	589	311	51	245	69	127	403	109	59	131	57	199	138	224	86	323	103	207	49					
9	Число недействительных бюллетеней	76	11	4	5	7	6	3	3	2	0	5	0	0	1	1	1	9	4	0	5	2	4	3					
10	Число действительных бюллетеней	5815	834	643	476	635	355	50	275	69	148	444	116	64	156	68	218	147	274	86	360	107	228	62					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	132	25	20	17	17	4	1	4	1	3	11	2	1	2	1	4	2	4	2	4	2	3	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	75	21	13	7	6	3	1	2	1	0	10	1	0	1	1	0	1	0	1	4	1	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	61	11	1	0	2	0	3	2	3	3	3	5	3	4	3	3	2	1	3	2	3	2	2					
14	Число погашенных открепительных удостоверений	57	4	7	10	11	1	0	2	0	3	1	1	1	1	0	4	1	4	1	0	1	3	1					
