Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																				
Дата голосования: 04.12.2011																				
																				
Наименование Избирательной комиссии:    Салехардская городская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184					
1	"Число избирателей, внесенных в список избирателей"	26737	2345	3005	2400	2625	2772	2490	2013	1857	1600	1733	2064	1561	272					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23624	2066	2669	2110	2302	2462	2216	1765	1643	1379	1531	1837	1365	279					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19527	1694	2140	1901	1998	2149	1804	1580	1288	1097	1251	1460	1086	79					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	495	19	29	58	31	36	29	13	37	10	14	11	15	193					
6	Число погашенных избирательных бюллетеней	3602	353	500	151	273	277	383	172	318	272	266	366	264	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	495	19	29	58	31	36	29	13	37	10	14	11	15	193					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19483	1694	2133	1901	1998	2113	1804	1580	1288	1097	1251	1459	1086	79					
9	Число недействительных избирательных бюллетеней	302	27	29	20	30	34	31	14	21	16	29	24	23	4					
10	Число действительных избирательных бюллетеней	19676	1686	2133	1939	1999	2115	1802	1579	1304	1091	1236	1446	1078	268					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	430	30	50	30	50	40	30	50	30	30	30	30	30	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	248	19	41	26	40	28	17	27	6	7	3	13	21	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	230	14	19	49	16	14	14	28	12	11	15	4	22	12					
14	Число погашенных неиспользованных открепительных удостоверений	182	11	9	4	10	12	13	23	24	23	27	17	9	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	67	2	16	6	7	9	8	3	3	3	1	7	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2750	214	303	301	302	315	247	240	154	148	155	186	157	28					
		13.77%	12.49%	14.01%	15.36%	14.88%	14.66%	13.48%	15.07%	11.62%	13.37%	12.25%	12.65%	14.26%	10.29%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3637	306	297	309	372	371	388	287	293	220	287	304	160	43					
		18.21%	17.86%	13.74%	15.77%	18.33%	17.26%	21.17%	18.02%	22.11%	19.87%	22.69%	20.68%	14.53%	15.81%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	279	12	32	27	34	30	22	30	23	13	16	22	18	0					
		1.40%	0.70%	1.48%	1.38%	1.68%	1.40%	1.20%	1.88%	1.74%	1.17%	1.26%	1.50%	1.63%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1684	133	208	149	176	188	181	128	119	80	108	114	84	16					
		8.43%	7.76%	9.62%	7.61%	8.67%	8.75%	9.87%	8.04%	8.98%	7.23%	8.54%	7.76%	7.63%	5.88%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	623	37	121	80	72	61	48	51	21	25	28	32	42	5					
		3.12%	2.16%	5.60%	4.08%	3.55%	2.84%	2.62%	3.20%	1.58%	2.26%	2.21%	2.18%	3.81%	1.84%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10497	966	1145	1054	1014	1124	904	818	682	599	633	777	607	174					
		52.54%	56.39%	52.96%	53.80%	49.98%	52.30%	49.32%	51.35%	51.47%	54.11%	50.04%	52.86%	55.13%	63.97%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	206	18	27	19	29	26	12	25	12	6	9	11	10	2					
		1.03%	1.05%	1.25%	0.97%	1.43%	1.21%	0.65%	1.57%	0.91%	0.54%	0.71%	0.75%	0.91%	0.74%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
