Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
"Наименование Избирательной комиссии:    Кемерово, Центральная"																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338					
1	"Число избирателей, внесенных в списки"	79789	1037	1890	1869	2099	2036	1891	2058	1966	2676	1592	2024	1808	2083	2018	1609	2395	2452	2065	1763	1816	1851	1856	2117	2701	2772	2254	2238	2066	2547	2242	2408	459	438	2041	1828	2508	2041	1814	2408	2053					
2	"Число бюллетеней, полученных участковыми комиссиями"	80418	1000	1900	1850	2050	2000	1900	2200	2000	2600	1650	2000	1900	2100	2000	1600	2500	2400	2050	2000	1900	1850	1800	2100	2700	2800	2200	2300	2050	2550	2300	2500	480	438	2050	1850	2500	2000	1900	2400	2050					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	40821	562	934	946	1080	939	998	1170	1256	1497	769	1018	946	1129	963	849	1230	1184	800	713	846	694	771	943	1325	1261	1070	1125	939	1290	1063	1247	459	438	1169	1130	1464	1270	1045	1199	1090					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1600	39	54	34	41	56	35	109	26	13	53	29	25	34	28	40	57	56	59	50	28	47	33	54	40	24	41	30	55	28	27	20	0	0	49	51	53	34	48	65	35					
6	Число погашенных бюллетеней	37992	399	912	870	929	1005	867	921	718	1090	828	953	929	937	1009	711	1213	1160	1191	1237	1026	1109	996	1103	1335	1515	1089	1145	1056	1232	1210	1233	21	0	832	669	983	691	807	1136	925					
7	Число бюллетеней в переносных ящиках для голосования	1600	39	54	34	41	56	35	109	26	13	53	29	25	34	28	40	57	56	59	50	28	47	33	54	40	24	41	30	55	28	27	20	0	0	49	51	53	34	48	65	35					
8	Число бюллетеней в стационарных ящиках для голосования	40711	562	934	954	1080	935	998	1169	1255	1493	769	1014	946	1129	963	849	1230	1184	800	713	846	694	771	943	1325	1261	968	1125	939	1290	1063	1247	459	438	1169	1128	1464	1270	1045	1199	1090					
9	Число недействительных бюллетеней	545	3	0	8	14	22	13	8	12	19	15	14	11	12	18	17	0	10	15	9	16	28	28	14	5	13	14	28	23	15	10	8	7	12	7	34	18	12	10	11	12					
10	Число действительных бюллетеней	41766	598	988	980	1107	969	1020	1270	1269	1487	807	1029	960	1151	973	872	1287	1230	844	754	858	713	776	983	1360	1272	995	1127	971	1303	1080	1259	452	426	1211	1145	1499	1292	1083	1253	1113					
