Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Октябрьская районная																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №2483	УИК №2484	УИК №2506	УИК №2507					
1	"Число избирателей, внесенных в списки избирателей"	55069	891	1142	727	1082	264	360	389	225	1910	1339	307	736	168	276	1337	216	1332	1430	1221	468	960	216	847	1091	2082	1103	85	1245	483	2900	1002	2280	272	767	921	2782	1762	2051	853	2432	2075	1540	2792	2645	1544	331	301	1000	887					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	53625	900	1100	740	1050	270	370	400	230	1900	1300	290	750	170	290	1350	220	1300	1400	1500	460	1000	210	830	1100	2000	1000	85	1250	500	2700	1000	2200	265	770	900	2200	1800	1800	850	2300	2350	1450	2700	2500	1450	325	300	1000	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	43586	648	919	667	865	240	337	248	196	1550	1080	212	603	128	239	1111	203	1127	1186	1147	382	794	199	622	849	1581	844	83	1128	463	2150	916	1821	179	736	892	2115	1231	1649	689	1484	1970	997	1894	1958	1083	296	276	919	680					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2295	77	41	35	27	0	5	47	0	20	3	40	62	22	19	41	9	107	81	74	52	59	0	76	67	105	65	0	5	10	53	6	21	76	29	8	15	42	8	35	271	7	86	98	115	184	18	15	31	28					
6	Число погашенных избирательных бюллетеней	7744	175	140	38	158	30	28	105	34	330	217	38	85	20	32	198	8	66	133	279	26	147	11	132	184	314	91	2	117	27	497	78	358	10	5	0	70	527	143	126	545	373	367	708	427	183	11	9	50	92					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2295	77	41	35	27	0	5	47	0	20	3	40	62	22	19	41	9	107	81	74	52	59	0	76	67	105	65	0	5	10	53	6	21	76	29	8	15	42	8	35	271	7	86	98	115	184	18	15	31	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	43586	648	919	667	865	240	337	248	196	1550	1080	212	603	128	239	1111	203	1127	1186	1147	382	794	199	622	849	1581	844	83	1128	463	2150	916	1821	179	736	892	2115	1231	1649	689	1484	1970	997	1894	1958	1083	296	276	919	680					
9	Число недействительных избирательных бюллетеней	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	45864	725	960	702	892	240	342	295	196	1570	1083	252	665	150	258	1152	212	1234	1267	1221	434	853	199	698	916	1686	909	83	1133	473	2202	922	1842	255	765	900	2130	1273	1657	724	1747	1977	1075	1992	2073	1267	314	291	950	708					
