Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
"Наименование Избирательной комиссии:    Хабаровск, Кировская"																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157					
1	"Число избирателей, внесенных в списки избирателей"	43964	1775	1786	1543	805	1019	2191	1333	1361	2031	2501	1552	1436	1014	792	2026	1955	2207	1829	996	1909	291	1567	1791	2237	1560	2196	2261					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	39200	1550	1600	1350	700	900	2000	1200	1200	1800	2200	1200	1300	900	800	1800	1800	1800	1600	1200	1700	300	1400	1600	2000	1400	1900	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	27073	904	964	798	493	629	1426	795	806	1123	1562	946	987	615	507	1249	1218	1663	1131	990	1218	144	912	1205	1448	885	1263	1192					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1583	55	59	46	19	19	60	27	59	46	45	151	35	19	207	85	52	55	41	0	46	140	110	56	38	43	44	26					
6	Число погашенных избирательных бюллетеней	10544	591	577	506	188	252	514	378	335	631	593	103	278	266	86	466	530	82	428	210	436	16	378	339	514	472	593	782					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1582	55	59	46	19	19	60	27	59	46	45	151	35	19	207	85	52	55	41	0	46	140	110	56	38	43	43	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27057	904	964	798	493	629	1426	795	806	1119	1561	946	987	615	506	1246	1217	1663	1130	990	1218	144	912	1202	1448	885	1262	1191					
9	Число недействительных избирательных бюллетеней	447	8	20	14	10	9	26	16	14	13	16	11	16	11	6	8	15	30	21	68	14	12	16	14	22	14	13	10					
10	Число действительных избирательных бюллетеней	28192	951	1003	830	502	639	1460	806	851	1152	1590	1086	1006	623	707	1323	1254	1688	1150	922	1250	272	1006	1244	1464	914	1292	1207					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	681	25	30	15	10	25	38	15	55	27	35	20	25	15	10	25	25	98	20	0	25	0	20	20	28	20	30	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	614	25	28	13	5	21	36	12	49	22	34	16	24	10	10	23	22	98	18	0	20	0	20	20	26	15	24	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	664	15	14	47	12	13	76	11	12	14	32	29	22	14	41	36	13	25	26	34	26	34	20	24	21	15	29	9					
14	Число погашенных неиспользованных открепительных удостоверений	67	0	2	2	5	4	2	3	6	5	1	4	1	5	0	2	3	0	2	0	5	0	0	0	2	5	6	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	1	4	0	1	1	2	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	594	20	20	14	6	11	37	10	20	19	38	17	20	13	12	30	21	27	26	19	34	5	27	31	40	26	27	24					
		2.07%	2.09%	1.96%	1.66%	1.17%	1.70%	2.49%	1.22%	2.31%	1.63%	2.37%	1.55%	1.96%	2.05%	1.68%	2.25%	1.65%	1.57%	2.22%	1.92%	2.69%	1.76%	2.64%	2.46%	2.69%	2.80%	2.07%	1.97%					
19	2.Всероссийская политическая партия «Гражданская Сила»	494	23	20	10	7	11	19	14	7	29	34	17	17	8	7	41	22	21	27	13	21	2	17	32	19	10	25	21					
		1.72%	2.40%	1.96%	1.18%	1.37%	1.70%	1.28%	1.70%	0.81%	2.49%	2.12%	1.55%	1.66%	1.26%	0.98%	3.08%	1.73%	1.22%	2.31%	1.31%	1.66%	0.70%	1.66%	2.54%	1.28%	1.08%	1.92%	1.73%					
20	3.Политическая партия «Демократическая партия России»	79	7	2	2	1	2	3	3	5	5	5	4	1	0	2	1	2	5	3	9	1	6	1	1	3	0	0	5					
		0.28%	0.73%	0.20%	0.24%	0.20%	0.31%	0.20%	0.36%	0.58%	0.43%	0.31%	0.36%	0.10%	0.00%	0.28%	0.08%	0.16%	0.29%	0.26%	0.91%	0.08%	2.11%	0.10%	0.08%	0.20%	0.00%	0.00%	0.41%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3240	91	121	105	44	80	142	87	88	120	185	124	128	98	59	180	173	159	149	14	148	14	148	174	228	140	139	102					
		11.31%	9.49%	11.83%	12.44%	8.59%	12.35%	9.56%	10.58%	10.17%	10.30%	11.52%	11.30%	12.52%	15.46%	8.27%	13.52%	13.63%	9.25%	12.72%	1.41%	11.71%	4.93%	14.48%	13.83%	15.34%	15.09%	10.65%	8.38%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	398	15	5	8	8	11	10	4	9	21	29	23	14	16	9	22	17	17	17	13	28	2	10	17	25	9	19	20					
		1.39%	1.56%	0.49%	0.95%	1.56%	1.70%	0.67%	0.49%	1.04%	1.80%	1.81%	2.10%	1.37%	2.52%	1.26%	1.65%	1.34%	0.99%	1.45%	1.31%	2.22%	0.70%	0.98%	1.35%	1.68%	0.97%	1.46%	1.64%					
23	6.Политическая партия «Партия социальной справедливости»	92	4	3	1	4	0	3	0	2	5	7	4	3	3	2	7	3	2	2	8	4	2	3	4	4	3	4	5					
		0.32%	0.42%	0.29%	0.12%	0.78%	0.00%	0.20%	0.00%	0.23%	0.43%	0.44%	0.36%	0.29%	0.47%	0.28%	0.53%	0.24%	0.12%	0.17%	0.81%	0.32%	0.70%	0.29%	0.32%	0.27%	0.32%	0.31%	0.41%					
24	7.Политическая партия «Либерально-демократическая партия России»	3950	148	151	113	63	82	184	114	116	137	192	124	135	60	144	137	136	217	130	517	142	52	104	131	158	117	162	184					
