Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
"Наименование Избирательной комиссии:    Хабаровск, Кировская"																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158					
1	"Число избирателей, внесенных в список избирателей"	43311	1749	1599	769	1013	2158	1397	1471	1994	2372	1936	1344	1094	623	1902	1878	2304	1678	777	1765	242	1640	1715	2095	1477	2219	2280	1820					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	33100	1300	1200	600	800	1600	1000	1100	1500	1700	1300	1000	800	800	1400	1400	1700	1200	1000	1300	600	1200	1300	1600	1100	1600	1700	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	22812	818	632	340	485	1253	663	689	1197	1398	995	800	628	428	973	1001	1515	826	777	1003	73	722	990	1203	723	969	969	742					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1360	35	28	18	22	41	26	29	18	22	146	29	20	191	93	42	26	25	0	57	168	108	35	39	28	30	47	37					
6	Число погашенных избирательных бюллетеней	8928	447	540	242	293	306	311	382	285	280	159	171	152	181	334	357	159	349	223	240	359	370	275	358	349	601	684	521					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1360	35	28	18	22	41	26	29	18	22	146	29	20	191	93	42	26	25	0	57	168	108	35	39	28	30	47	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22770	818	632	340	485	1240	662	689	1197	1378	995	800	628	426	973	999	1514	826	777	1002	73	722	989	1203	723	969	968	742					
9	Число недействительных избирательных бюллетеней	305	5	8	6	7	19	9	9	10	22	17	11	7	7	17	15	19	14	11	14	6	12	8	18	6	7	7	14					
10	Число действительных избирательных бюллетеней	23825	848	652	352	500	1262	679	709	1205	1378	1124	818	641	610	1049	1026	1521	837	766	1045	235	818	1016	1224	745	992	1008	765					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	863	30	20	10	20	30	20	80	40	40	35	25	20	10	30	30	133	30	0	30	0	30	30	40	20	40	40	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	633	28	9	8	9	30	11	74	18	18	33	25	16	6	18	23	105	12	0	21	0	25	21	28	19	25	29	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	664	21	20	21	12	64	11	24	9	19	31	11	19	27	19	38	37	20	88	19	26	18	20	14	27	25	9	15					
14	Число погашенных неиспользованных открепительных удостоверений	230	2	11	2	11	0	9	6	22	22	2	0	4	4	12	7	28	18	0	9	0	5	9	12	1	15	11	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	1	0	2	3	2	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	3	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
