Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Целинная ТИК																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194					
1	"Число избирателей, внесенных в список избирателей"	14788	489	450	1582	706	250	533	863	350	292	196	1292	1245	668	1530	1466	1249	915	712					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14450	500	450	1600	700	250	500	850	350	300	200	1300	1200	650	1500	1400	1200	800	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7652	313	275	697	383	214	284	526	220	175	87	621	632	327	804	679	584	492	339					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	994	44	28	45	53	30	43	293	51	73	57	21	10	27	40	34	78	40	27					
6	Число погашенных избирательных бюллетеней	5804	143	147	858	264	6	173	31	79	52	56	658	558	296	656	687	538	268	334					
7	Число избирательных бюллетеней в переносных ящиках для голосования	994	44	28	45	53	30	43	293	51	73	57	21	10	27	40	34	78	40	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7652	313	275	697	383	214	284	526	220	175	87	621	632	327	804	679	584	492	339					
9	Число недействительных избирательных бюллетеней	104	8	1	11	2	5	3	6	2	6	0	3	10	0	7	16	9	8	7					
10	Число действительных избирательных бюллетеней	8542	349	302	731	434	239	324	813	269	242	144	639	632	354	837	697	653	524	359					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	482	23	15	25	15	10	24	15	25	10	35	50	40	17	63	40	30	25	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	456	23	15	13	11	10	21	15	25	10	35	50	40	16	60	39	30	25	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	364	11	13	13	7	10	16	14	14	12	11	21	9	23	75	36	23	36	20					
14	Число погашенных неиспользованных открепительных удостоверений	26	0	0	12	4	0	3	0	0	0	0	0	0	1	3	1	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	0	0	0	2	0	2	0	0	0	0	5	2	3	2	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	733	24	17	64	28	2	24	21	11	6	7	80	75	29	82	74	84	48	57					
		8.48%	6.72%	5.61%	8.63%	6.42%	0.82%	7.34%	2.56%	4.06%	2.42%	4.86%	12.46%	11.68%	8.19%	9.72%	10.38%	12.69%	9.02%	15.57%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	347	9	5	74	7	1	21	8	0	3	0	11	33	29	18	37	50	17	24					
		4.01%	2.52%	1.65%	9.97%	1.61%	0.41%	6.42%	0.98%	0.00%	1.21%	0.00%	1.71%	5.14%	8.19%	2.13%	5.19%	7.55%	3.20%	6.56%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	49	5	2	10	1	0	0	0	1	0	0	3	7	2	3	3	8	2	2					
		0.57%	1.40%	0.66%	1.35%	0.23%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.47%	1.09%	0.56%	0.36%	0.42%	1.21%	0.38%	0.55%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1887	77	47	201	73	22	50	71	14	21	14	193	165	99	238	197	183	157	65					
		21.83%	21.57%	15.51%	27.09%	16.74%	9.02%	15.29%	8.67%	5.17%	8.47%	9.72%	30.06%	25.70%	27.97%	28.20%	27.63%	27.64%	29.51%	17.76%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	84	1	3	8	5	2	0	0	0	0	2	9	10	2	14	9	7	4	8					
		0.97%	0.28%	0.99%	1.08%	1.15%	0.82%	0.00%	0.00%	0.00%	0.00%	1.39%	1.40%	1.56%	0.56%	1.66%	1.26%	1.06%	0.75%	2.19%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5397	231	227	370	320	211	229	706	243	212	121	337	339	192	475	371	317	296	200					
		62.42%	64.71%	74.92%	49.87%	73.39%	86.48%	70.03%	86.20%	89.67%	85.48%	84.03%	52.49%	52.80%	54.24%	56.28%	52.03%	47.89%	55.64%	54.64%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	45	2	1	4	0	1	0	7	0	0	0	6	3	1	7	6	4	0	3					
		0.52%	0.56%	0.33%	0.54%	0.00%	0.41%	0.00%	0.85%	0.00%	0.00%	0.00%	0.93%	0.47%	0.28%	0.83%	0.84%	0.60%	0.00%	0.82%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
