Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Тобольская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633					
1	"Число избирателей, внесенных в списки избирателей"	15454	1099	266	440	226	698	304	590	433	705	233	261	203	445	221	357	237	188	158	305	183	66	203	239	945	240	58	84	643	257	739	226	130	362	162	564	381	176	328	54	158	239	686	284	137	541					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15650	1120	260	440	250	720	320	600	420	700	250	270	210	440	220	330	240	200	160	300	200	80	210	230	900	240	65	90	650	260	750	220	130	370	170	560	380	180	340	55	180	230	680	300	160	570					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	870	0	0	25	74	88	106	0	0	0	0	0	0	29	40	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	63	0	9	27	0	0	84	221					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11345	849	194	394	130	469	190	430	283	598	212	226	174	352	168	308	173	168	124	226	150	37	161	205	807	175	57	70	419	112	578	202	86	297	141	374	227	113	190	49	140	136	495	198	53	205					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1794	164	56	12	12	115	4	130	57	52	18	10	18	42	12	21	50	4	16	51	16	6	9	17	28	41	0	5	145	144	100	18	36	34	0	41	43	24	68	5	9	39	53	51	0	18					
6	Число погашенных избирательных бюллетеней	1641	107	10	9	34	48	20	40	80	50	20	34	18	17	0	1	17	28	20	23	34	24	40	8	65	24	8	15	86	4	72	0	8	39	29	145	19	43	19	1	22	28	132	51	23	126					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2664	164	56	37	86	203	110	130	57	52	18	10	18	71	52	21	50	4	16	51	16	19	9	17	28	41	0	5	145	144	100	18	36	34	0	41	134	24	131	5	18	66	53	51	84	239					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11342	849	194	394	130	469	190	430	282	598	212	226	174	352	168	308	173	168	124	226	150	37	161	205	806	175	57	70	419	112	578	202	86	297	141	374	227	113	190	49	140	136	495	197	53	205					
9	Число недействительных избирательных бюллетеней	81	0	1	3	1	1	0	0	1	4	0	0	0	0	0	6	1	0	0	3	2	0	13	0	7	2	0	2	0	0	4	0	1	2	3	7	3	3	2	1	1	0	7	0	0	0					
10	Число действительных избирательных бюллетеней	13925	1013	249	428	215	671	300	560	338	646	230	236	192	423	220	323	222	172	140	274	164	56	157	222	827	214	57	73	564	256	674	220	121	329	138	408	358	134	319	53	157	202	541	248	137	444					
