Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Тобольская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592					
1	"Число избирателей, внесенных в список избирателей"	15652	1395	237	446	713	290	586	408	673	480	293	427	255	332	232	202	587	187	203	1235	211	70	84	622	269	958	597	145	493	368	208	401	201	233	655	306	178	472					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16439	1363	260	461	753	292	607	417	710	512	311	461	253	363	243	212	609	193	209	1252	232	71	92	675	270	1012	600	164	558	413	199	423	210	240	704	366	201	528					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	805	0	72	22	93	104	0	0	0	0	0	31	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	13	0	105	0	25	0	0	115	217					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11877	940	153	381	488	183	506	352	553	426	249	336	218	267	161	177	440	154	165	1119	176	55	74	416	116	725	542	139	429	293	119	218	169	149	396	282	62	249					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1980	314	10	34	101	3	62	31	67	16	28	42	27	59	59	5	122	23	11	42	35	15	7	192	138	146	30	0	42	62	30	70	29	59	51	18	0	0					
6	Число погашенных избирательных бюллетеней	1777	109	25	24	71	2	39	34	90	70	34	52	8	37	23	30	39	16	33	91	21	1	11	67	16	141	28	25	87	45	50	30	12	7	257	66	24	62					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2785	314	82	56	194	107	62	31	67	16	28	73	27	59	59	5	130	23	11	42	35	15	7	192	138	146	30	0	42	75	30	175	29	84	51	18	115	217					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11873	937	153	381	488	183	506	352	553	426	249	336	218	267	161	177	440	154	165	1119	176	55	74	416	116	725	542	139	429	293	119	218	169	149	395	282	62	249					
9	Число недействительных избирательных бюллетеней	86	24	1	0	0	0	0	2	0	0	0	4	0	0	0	0	7	0	1	7	0	0	0	1	4	0	4	0	2	11	6	2	0	1	9	0	0	0					
10	Число действительных избирательных бюллетеней	14572	1227	234	437	682	290	568	381	620	442	277	405	245	326	220	182	563	177	175	1154	211	70	81	607	250	871	568	139	469	357	143	391	198	232	437	300	177	466					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	864	65	22	10	30	5	27	20	35	32	34	25	11	35	11	9	35	8	5	25	18	5	11	44	15	31	18	25	66	25	12	15	9	10	45	27	8	36					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	852	65	22	10	30	5	27	18	35	32	34	25	11	35	11	1	35	8	5	25	18	4	11	44	15	31	18	25	66	25	12	15	9	10	45	27	8	35					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	211	8	4	0	5	2	8	6	3	4	7	7	11	5	4	0	6	5	4	9	9	5	3	5	13	9	7	8	14	12	4	0	5	8	6	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	73	0	1	0	2	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	33	13	17					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	333	88	2	1	5	1	8	4	1	5	0	1	7	2	7	1	33	1	13	1	1	0	2	4	14	5	33	1	2	19	9	5	1	0	50	1	0	5					
		2.27%	7.03%	0.85%	0.23%	0.73%	0.34%	1.41%	1.04%	0.16%	1.13%	0.00%	0.24%	2.86%	0.61%	3.18%	0.55%	5.79%	0.56%	7.39%	0.09%	0.47%	0.00%	2.47%	0.66%	5.51%	0.57%	5.77%	0.72%	0.42%	5.16%	6.04%	1.27%	0.51%	0.00%	11.21%	0.33%	0.00%	1.07%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	813	194	3	14	9	0	4	9	27	7	24	1	3	10	7	3	59	6	34	67	5	0	5	14	47	41	47	1	18	30	21	3	3	3	90	1	0	3					
		5.55%	15.51%	1.28%	3.20%	1.32%	0.00%	0.70%	2.35%	4.35%	1.58%	8.66%	0.24%	1.22%	3.07%	3.18%	1.65%	10.35%	3.39%	19.32%	5.77%	2.37%	0.00%	6.17%	2.30%	18.50%	4.71%	8.22%	0.72%	3.82%	8.15%	14.09%	0.76%	1.52%	1.29%	20.18%	0.33%	0.00%	0.64%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	47	12	0	0	2	0	1	3	1	0	0	0	0	0	0	0	10	0	1	1	0	0	0	2	1	2	1	0	1	1	2	0	0	0	4	1	0	1					
