Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Корткеросская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №682									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	17820	480	1246	199	316	744	867	1602	1008	383	187	533	342	650	349	618	216	446	1574	482	569	474	269	681	1007	295	632	216	149	1257	29									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17430	480	1200	200	300	750	850	1600	1000	350	180	520	300	650	350	600	200	450	1500	450	550	470	250	650	1000	300	600	200	150	1300	30									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	329	31	69	0	52	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	65	0	0	0	51	0	0	0	44	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6652	157	353	57	80	254	346	657	480	179	65	227	170	277	135	224	77	183	555	193	192	152	96	254	315	83	230	85	77	475	24									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	569	6	48	8	1	12	7	12	4	1	10	12	12	14	9	24	9	32	71	22	17	13	7	32	65	11	27	9	5	66	3									
6	Число погашенных избирательных бюллетеней	9880	286	730	135	167	483	497	931	516	170	105	281	118	359	206	352	114	235	874	235	325	240	147	364	620	155	343	106	68	715	3									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	898	37	117	8	53	13	7	12	4	1	10	12	12	14	9	24	9	32	71	22	33	78	7	32	65	62	27	9	5	110	3									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6652	157	353	57	80	254	346	657	480	179	65	227	170	277	135	224	77	183	555	193	192	152	96	254	315	83	230	85	77	475	24									
9	Число недействительных избирательных бюллетеней	336	11	29	4	2	16	10	35	23	8	1	18	4	9	4	7	1	7	32	7	6	19	2	12	26	6	12	1	3	20	1									
10	Число действительных избирательных бюллетеней	7214	183	441	61	131	251	343	634	461	172	74	221	178	282	140	241	85	208	594	208	219	211	101	274	354	139	245	93	79	565	26									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	450	15	30	5	10	20	20	20	20	10	5	15	10	20	10	15	5	10	30	15	15	15	10	20	30	10	20	5	5	35	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	103	4	8	2	4	2	2	7	6	1	0	2	0	2	3	1	2	6	4	5	5	0	2	1	20	0	2	0	2	10	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	90	2	8	2	0	0	5	6	5	4	2	3	3	8	4	3	1	4	10	1	4	2	0	1	2	0	3	1	0	4	2									
14	Число погашенных неиспользованных открепительных удостоверений	347	11	22	3	6	18	18	13	14	9	5	13	10	18	7	14	3	4	26	10	10	15	8	19	10	10	18	5	3	25	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	0	0	0	2	0	7	2	1	0	1	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	91	4	5	0	1	3	2	7	2	1	2	5	4	7	2	0	3	1	8	4	2	4	1	3	5	1	1	0	2	11	0									
		1.21%	2.06%	1.06%	0.00%	0.75%	1.12%	0.57%	1.05%	0.41%	0.56%	2.67%	2.09%	2.20%	2.41%	1.39%	0.00%	3.49%	0.47%	1.28%	1.86%	0.89%	1.74%	0.97%	1.05%	1.32%	0.69%	0.39%	0.00%	2.44%	1.88%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	298	13	23	5	5	8	18	36	28	7	4	8	4	10	5	4	1	8	18	4	11	2	6	5	19	4	14	1	3	23	1									
		3.95%	6.70%	4.89%	7.69%	3.76%	2.99%	5.10%	5.38%	5.79%	3.89%	5.33%	3.35%	2.20%	3.44%	3.47%	1.61%	1.16%	3.72%	2.88%	1.86%	4.89%	0.87%	5.83%	1.75%	5.00%	2.76%	5.45%	1.06%	3.66%	3.93%	3.70%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	306	9	23	2	4	16	18	33	32	4	1	5	8	7	6	8	1	5	27	4	11	5	3	10	22	11	15	0	0	15	1									
		4.05%	4.64%	4.89%	3.08%	3.01%	5.99%	5.10%	4.93%	6.61%	2.22%	1.33%	2.09%	4.40%	2.41%	4.17%	3.23%	1.16%	2.33%	4.31%	1.86%	4.89%	2.17%	2.91%	3.50%	5.79%	7.59%	5.84%	0.00%	0.00%	2.56%	3.70%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3098	91	173	21	74	116	119	176	151	58	37	102	94	124	71	133	55	111	277	118	91	125	39	104	146	62	99	49	47	222	13									
