Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Багаевская районная																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №132					
1	"Число избирателей, внесенных в списки избирателей"	26445	2427	2570	2531	2269	2436	586	693	275	313	920	458	852	2283	832	915	443	1075	179	345	1300	658	470	582	841	192					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26525	2311	2609	2549	2208	2432	596	688	267	314	939	466	863	2341	845	914	436	1098	181	351	1337	683	472	575	852	198					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16706	1288	1597	1515	1277	1309	391	531	177	189	709	365	589	1749	621	529	254	623	103	271	779	422	269	416	547	186					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1492	143	126	114	50	101	170	24	31	25	33	31	92	66	57	25	57	84	10	13	94	47	39	28	32	0					
6	Число погашенных избирательных бюллетеней	8327	880	886	920	881	1022	35	133	59	100	197	70	182	526	167	360	125	391	68	67	464	214	164	131	273	12					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1492	143	126	114	50	101	170	24	31	25	33	31	92	66	57	25	57	84	10	13	94	47	39	28	32	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16679	1288	1597	1515	1277	1309	364	531	177	189	709	365	589	1749	621	529	254	623	103	271	779	422	269	416	547	186					
9	Число недействительных избирательных бюллетеней	134	4	16	8	5	16	1	0	3	8	9	4	6	19	2	2	2	5	4	1	4	1	6	1	4	3					
10	Число действительных избирательных бюллетеней	18037	1427	1707	1621	1322	1394	533	555	205	206	733	392	675	1796	676	552	309	702	109	283	869	468	302	443	575	183					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	499	43	37	45	39	25	10	10	5	5	15	10	15	40	15	15	5	35	5	10	45	20	10	20	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	499	43	37	45	39	25	10	10	5	5	15	10	15	40	15	15	5	35	5	10	45	20	10	20	15	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	142	27	12	5	13	12	0	6	3	2	3	3	3	7	0	10	6	7	3	1	4	4	2	3	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	313	23	11	26	32	26	3	23	1	7	18	9	18	30	5	14	0	20	4	3	1	7	4	19	3	6					
		1.72%	1.61%	0.64%	1.60%	2.41%	1.84%	0.56%	4.14%	0.48%	3.27%	2.43%	2.27%	2.64%	1.65%	0.74%	2.53%	0.00%	2.83%	3.54%	1.06%	0.11%	1.49%	1.30%	4.28%	0.52%	3.23%					
19	2.Всероссийская политическая партия «Гражданская Сила»	52	6	2	2	5	3	0	2	0	5	0	0	0	2	2	2	3	4	1	1	2	1	3	3	1	2					
		0.29%	0.42%	0.12%	0.12%	0.38%	0.21%	0.00%	0.36%	0.00%	2.34%	0.00%	0.00%	0.00%	0.11%	0.29%	0.36%	0.96%	0.57%	0.88%	0.35%	0.23%	0.21%	0.97%	0.68%	0.17%	1.08%					
