Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Троснянская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693					
1	"Число избирателей, внесенных в списки избирателей"	8718	2088	92	160	127	487	123	739	207	326	119	358	202	228	386	419	493	143	705	219	416	393	288					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8521	1900	99	176	129	486	120	721	212	324	118	360	205	233	380	406	479	150	700	215	420	389	299					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5897	1695	79	94	84	307	106	438	141	207	48	293	109	90	292	266	286	84	522	164	247	234	111					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1909	113	13	63	38	110	13	219	60	94	67	32	90	122	76	97	163	50	106	43	107	132	101					
6	Число погашенных избирательных бюллетеней	715	92	7	19	7	69	1	64	11	23	3	35	6	21	12	43	30	16	72	8	66	23	87					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1909	113	13	63	38	110	13	219	60	94	67	32	90	122	76	97	163	50	106	43	107	132	101					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5897	1695	79	94	84	307	106	438	141	207	48	293	109	90	292	266	286	84	522	164	247	234	111					
9	Число недействительных избирательных бюллетеней	157	8	0	10	0	15	5	6	0	5	2	8	12	0	7	14	0	3	29	10	10	13	0					
10	Число действительных избирательных бюллетеней	7649	1800	92	147	122	402	114	651	201	296	113	317	187	212	361	349	449	131	599	197	344	353	212					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	166	63	2	4	4	8	2	8	3	3	2	27	6	3	4	4	4	2	6	2	3	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	132	57	2	4	3	6	0	8	0	2	1	26	5	3	3	2	0	2	3	2	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	113	11	2	2	2	1	4	7	2	5	3	3	4	4	6	5	33	2	4	2	3	5	3					
14	Число погашенных неиспользованных открепительных удостоверений	34	6	0	0	1	2	2	0	3	1	1	1	1	0	1	2	4	0	3	0	0	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	48	16	4	1	2	1	0	3	0	0	0	0	3	1	3	2	0	0	1	0	1	2	8					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	71	18	1	0	1	12	0	3	2	5	1	1	0	3	1	4	5	0	11	0	1	0	2					
		0.91%	0.99%	1.09%	0.00%	0.82%	2.88%	0.00%	0.46%	0.99%	1.66%	0.87%	0.31%	0.00%	1.42%	0.27%	1.10%	1.11%	0.00%	1.75%	0.00%	0.28%	0.00%	0.94%					
19	2.Всероссийская политическая партия «Гражданская Сила»	15	10	0	0	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0					
		0.19%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.27%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0					
		0.08%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.50%	0.00%	0.00%	0.00%	0.22%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	683	294	7	6	3	38	11	37	9	8	6	26	5	12	27	21	52	5	18	8	28	17	45					
		8.75%	16.26%	7.61%	3.82%	2.46%	9.11%	9.24%	5.63%	4.48%	2.66%	5.22%	8.00%	2.51%	5.66%	7.34%	5.79%	11.58%	3.73%	2.87%	3.86%	7.91%	4.64%	21.23%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	8	4	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0					
		0.10%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.27%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	5	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0					
		0.06%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.87%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	270	81	3	2	0	31	2	33	3	16	7	10	7	8	3	8	17	3	13	6	7	5	5					
		3.46%	4.48%	3.26%	1.27%	0.00%	7.43%	1.68%	5.02%	1.49%	5.32%	6.09%	3.08%	3.52%	3.77%	0.82%	2.20%	3.79%	2.24%	2.07%	2.90%	1.98%	1.37%	2.36%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	271	93	0	5	3	15	6	28	1	9	0	17	2	3	5	7	23	6	28	2	6	8	4					
		3.47%	5.14%	0.00%	3.18%	2.46%	3.60%	5.04%	4.26%	0.50%	2.99%	0.00%	5.23%	1.01%	1.42%	1.36%	1.93%	5.12%	4.48%	4.46%	0.97%	1.69%	2.19%	1.89%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	37	12	1	1	0	0	0	0	1	3	0	0	1	2	1	0	2	0	7	2	0	0	4					
		0.47%	0.66%	1.09%	0.64%	0.00%	0.00%	0.00%	0.00%	0.50%	0.99%	0.00%	0.00%	0.50%	0.94%	0.27%	0.00%	0.45%	0.00%	1.11%	0.97%	0.00%	0.00%	1.89%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6255	1274	80	132	115	305	95	543	185	254	97	262	171	179	322	306	346	117	520	179	298	323	152					
		80.13%	70.46%	86.96%	84.08%	94.26%	73.14%	79.83%	82.65%	92.04%	84.39%	84.35%	80.62%	85.93%	84.43%	87.50%	84.30%	77.06%	87.31%	82.80%	86.47%	84.18%	88.25%	71.70%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	28	10	0	1	0	1	0	4	0	1	0	0	0	3	0	1	2	0	1	0	4	0	0					
		0.36%	0.55%	0.00%	0.64%	0.00%	0.24%	0.00%	0.61%	0.00%	0.33%	0.00%	0.00%	0.00%	1.42%	0.00%	0.28%	0.45%	0.00%	0.16%	0.00%	1.13%	0.00%	0.00%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
