Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Труновская 																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180					
1	"Число избирателей, внесенных в списки"	26953	372	2765	2811	1525	1942	1515	1876	356	1237	862	1677	787	210	659	274	403	1545	1815	544	1137	196	281	154	168	1267	575					
2	"Число бюллетеней, полученных участковыми комиссиями"	26054	360	2659	2628	1452	1873	1453	1808	345	1190	850	1658	775	193	694	269	401	1497	1669	573	1100	196	292	165	165	1225	564					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12749	224	1182	1272	591	813	526	821	173	526	467	845	391	134	267	136	200	706	928	255	701	133	225	107	112	705	309					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1057	25	106	104	42	39	143	51	52	15	50	49	18	21	66	6	13	26	41	48	13	4	9	0	3	82	31					
6	Число погашенных бюллетеней	12248	111	1371	1252	819	1021	784	936	120	649	333	764	366	38	361	127	188	765	700	270	386	59	58	58	50	438	224					
7	Число бюллетеней в переносных ящиках для голосования	1057	25	106	104	42	39	143	51	52	15	50	49	18	21	66	6	13	26	41	48	13	4	9	0	3	82	31					
8	Число бюллетеней в стационарных ящиках для голосования	12739	224	1182	1263	591	813	526	821	173	526	467	844	391	134	267	136	200	706	928	255	701	133	225	107	112	705	309					
9	Число недействительных бюллетеней	366	15	49	10	11	18	21	15	3	15	17	39	11	9	9	2	7	10	20	3	24	6	9	9	6	23	5					
10	Число действительных бюллетеней	13430	234	1239	1357	622	834	648	857	222	526	500	854	398	146	324	140	206	722	949	300	690	131	225	98	109	764	335					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	5	15	15	10	10	10	10	5	10	5	10	5	5	5	5	5	10	10	5	10	5	5	5	5	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	32	0	2	8	2	5	3	1	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	1	0	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	26	0	2	3	0	2	2	0	1	2	0	1	0	1	0	0	0	0	2	0	3	0	2	0	0	3	2					
14	Число погашенных открепительных удостоверений	168	5	13	7	8	5	7	9	5	10	3	9	5	5	5	5	5	10	7	5	10	5	5	4	5	8	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	234	7	21	9	14	17	8	12	9	4	21	11	7	11	5	4	3	10	7	4	14	3	4	4	0	17	8					
		1.69%	2.81%	1.63%	0.65%	2.21%	1.99%	1.19%	1.37%	4.0%	0.73%	4.06%	1.23%	1.71%	7.09%	1.50%	2.81%	1.40%	1.36%	0.72%	1.32%	1.96%	2.18%	1.70%	3.73%	0.0%	2.16%	2.35%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	187	8	20	19	9	26	8	11	8	3	5	9	4	2	4	3	4	8	9	0	8	4	4	1	0	7	3					
		1.35%	3.21%	1.55%	1.38%	1.42%	3.05%	1.19%	1.26%	3.55%	0.55%	0.96%	1.00%	0.97%	1.29%	1.20%	2.11%	1.87%	1.09%	0.92%	0.0%	1.12%	2.91%	1.70%	0.93%	0.0%	0.88%	0.88%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	471	3	76	45	36	22	19	25	6	17	19	27	14	5	12	2	5	18	42	11	20	3	3	4	1	28	8					
		3.41%	1.20%	5.90%	3.29%	5.68%	2.58%	2.84%	2.86%	2.66%	3.14%	3.67%	3.02%	3.42%	3.22%	3.60%	1.40%	2.34%	2.45%	4.33%	3.63%	2.80%	2.18%	1.28%	3.73%	0.86%	3.55%	2.35%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	177	2	11	28	18	20	12	14	0	2	6	5	4	1	2	1	1	6	15	3	3	1	1	0	1	19	1					
		1.28%	0.80%	0.85%	2.04%	2.84%	2.34%	1.79%	1.60%	0.0%	0.36%	1.16%	0.55%	0.97%	0.64%	0.60%	0.70%	0.46%	0.81%	1.54%	0.99%	0.42%	0.72%	0.42%	0.0%	0.86%	2.41%	0.29%					
22	"5. ""За Русь Святую"""	73	2	10	4	1	5	2	7	1	0	6	5	2	1	1	1	0	2	5	4	2	1	3	2	0	6	0					
		0.52%	0.80%	0.77%	0.29%	0.15%	0.58%	0.29%	0.80%	0.44%	0.0%	1.16%	0.55%	0.48%	0.64%	0.30%	0.70%	0.0%	0.27%	0.51%	1.32%	0.28%	0.72%	1.28%	1.86%	0.0%	0.76%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	46	4	4	1	2	0	0	2	0	0	1	0	1	1	2	2	2	1	4	4	3	5	3	0	0	2	2					
		0.33%	1.60%	0.31%	0.07%	0.31%	0.0%	0.0%	0.22%	0.0%	0.0%	0.19%	0.0%	0.24%	0.64%	0.60%	1.40%	0.93%	0.13%	0.41%	1.32%	0.42%	3.64%	1.28%	0.0%	0.0%	0.25%	0.58%					
24	"7. ""Новый курс - Автомобильная Россия"""	92	0	7	11	2	9	8	8	1	0	2	7	2	1	1	0	2	2	7	2	2	2	1	0	1	7	7					
		0.66%	0.0%	0.54%	0.80%	0.31%	1.05%	1.19%	0.91%	0.44%	0.0%	0.38%	0.78%	0.48%	0.64%	0.30%	0.0%	0.93%	0.27%	0.72%	0.66%	0.28%	1.45%	0.42%	0.0%	0.86%	0.88%	2.05%					
25	"8. ""Народно-республиканская партия России"""	24	1	5	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	3	2	2	0	0	4	0					
		0.17%	0.40%	0.38%	0.07%	0.15%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.46%	0.13%	0.10%	0.0%	0.42%	1.45%	0.85%	0.0%	0.0%	0.50%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	37	1	2	4	1	2	1	5	0	1	1	0	1	0	0	1	4	1	5	0	1	0	0	0	0	3	3					
		0.26%	0.40%	0.15%	0.29%	0.15%	0.23%	0.14%	0.57%	0.0%	0.18%	0.19%	0.0%	0.24%	0.0%	0.0%	0.70%	1.87%	0.13%	0.51%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.38%	0.88%					
27	"10. ""Аграрная партия России"""	1178	21	105	79	31	70	60	47	13	70	24	48	34	6	19	4	26	84	114	33	89	10	24	4	8	127	28					
		8.53%	8.43%	8.15%	5.77%	4.89%	8.21%	8.96%	5.38%	5.77%	12.93%	4.64%	5.37%	8.31%	3.87%	5.70%	2.81%	12.20%	11.47%	11.76%	10.89%	12.46%	7.29%	10.25%	3.73%	6.95%	16.13%	8.23%					
28	"11. ""Истинные патриоты России"""	43	0	4	3	1	1	2	0	1	0	1	3	1	0	2	1	6	0	1	0	2	4	1	2	1	6	0					
		0.31%	0.0%	0.31%	0.21%	0.15%	0.11%	0.29%	0.0%	0.44%	0.0%	0.19%	0.33%	0.24%	0.0%	0.60%	0.70%	2.81%	0.0%	0.10%	0.0%	0.28%	2.91%	0.42%	1.86%	0.86%	0.76%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	179	2	12	23	4	18	3	13	2	5	7	17	11	3	6	2	0	8	6	11	6	2	5	2	1	7	3					
		1.29%	0.80%	0.93%	1.68%	0.63%	2.11%	0.44%	1.49%	0.88%	0.92%	1.35%	1.90%	2.68%	1.93%	1.80%	1.40%	0.0%	1.09%	0.61%	3.63%	0.84%	1.45%	2.13%	1.86%	0.86%	0.88%	0.88%					
30	"13. ""Демократическая партия России"""	33	1	6	2	1	1	1	3	2	0	0	5	1	0	1	0	0	0	4	0	3	1	0	0	0	1	0					
		0.23%	0.40%	0.46%	0.14%	0.15%	0.11%	0.14%	0.34%	0.88%	0.0%	0.0%	0.55%	0.24%	0.0%	0.30%	0.0%	0.0%	0.0%	0.41%	0.0%	0.42%	0.72%	0.0%	0.0%	0.0%	0.12%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	31	0	0	5	1	1	1	0	0	0	5	0	0	0	0	9	0	0	1	1	3	0	2	0	1	0	1					
		0.22%	0.0%	0.0%	0.36%	0.15%	0.11%	0.14%	0.0%	0.0%	0.0%	0.96%	0.0%	0.0%	0.0%	0.0%	6.33%	0.0%	0.0%	0.10%	0.33%	0.42%	0.0%	0.85%	0.0%	0.86%	0.0%	0.29%					
32	"15. ""Партия СЛОН"""	17	0	1	1	5	0	0	0	0	0	1	2	0	0	1	0	0	1	1	0	0	0	0	0	0	2	2					
		0.12%	0.0%	0.07%	0.07%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.22%	0.0%	0.0%	0.30%	0.0%	0.0%	0.13%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.58%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1048	5	115	124	41	55	61	62	12	47	39	72	25	4	16	16	8	61	88	25	68	6	4	16	9	56	13					
		7.59%	2.00%	8.92%	9.07%	6.47%	6.45%	9.11%	7.11%	5.33%	8.68%	7.54%	8.06%	6.11%	2.58%	4.80%	11.26%	3.75%	8.33%	9.08%	8.25%	9.52%	4.37%	1.70%	14.95%	7.82%	7.11%	3.82%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	51	1	3	4	2	1	3	1	2	2	3	3	1	2	3	1	1	4	0	3	2	2	1	0	1	3	2					
		0.36%	0.40%	0.23%	0.29%	0.31%	0.11%	0.44%	0.11%	0.88%	0.36%	0.58%	0.33%	0.24%	1.29%	0.90%	0.70%	0.46%	0.54%	0.0%	0.99%	0.28%	1.45%	0.42%	0.0%	0.86%	0.38%	0.58%					
35	"18. ""ЛДПР"""	2092	38	223	222	85	124	101	168	30	63	51	121	43	21	65	30	27	149	169	39	91	13	33	22	8	113	43					
		15.16%	15.26%	17.31%	16.23%	13.42%	14.55%	15.09%	19.26%	13.33%	11.64%	9.86%	13.54%	10.51%	13.54%	19.51%	21.12%	12.67%	20.35%	17.44%	12.87%	12.74%	9.48%	14.10%	20.56%	6.95%	14.35%	12.64%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	206	1	28	22	13	16	15	12	3	6	4	18	3	1	5	0	4	12	15	1	6	4	2	1	0	9	5					
		1.49%	0.40%	2.17%	1.60%	2.05%	1.87%	2.24%	1.37%	1.33%	1.10%	0.77%	2.01%	0.73%	0.64%	1.50%	0.0%	1.87%	1.63%	1.54%	0.33%	0.84%	2.91%	0.85%	0.93%	0.0%	1.14%	1.47%					
37	"20. ""Политическая партия ""Единая Россия"""	3961	55	347	411	219	260	214	326	74	115	137	269	111	37	104	26	44	174	252	61	193	36	89	35	32	210	130					
		28.71%	22.08%	26.94%	30.06%	34.59%	30.51%	31.98%	37.38%	32.88%	21.25%	26.49%	30.12%	27.13%	23.87%	31.23%	18.30%	20.65%	23.77%	26.00%	20.13%	27.03%	26.27%	38.03%	32.71%	27.82%	26.68%	38.23%					
38	"21. ""Российская Конституционно-демократическая партия"""	38	2	1	1	1	2	3	3	1	5	1	0	4	0	1	1	1	0	2	0	6	0	0	0	0	2	1					
		0.27%	0.80%	0.07%	0.07%	0.15%	0.23%	0.44%	0.34%	0.44%	0.92%	0.19%	0.0%	0.97%	0.0%	0.30%	0.70%	0.46%	0.0%	0.20%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%	0.25%	0.29%					
39	"22. ""Развитие предпринимательства"""	36	0	0	3	3	5	3	0	2	2	6	0	2	0	0	1	0	0	0	0	1	1	1	0	1	3	2					
		0.26%	0.0%	0.0%	0.21%	0.47%	0.58%	0.44%	0.0%	0.88%	0.36%	1.16%	0.0%	0.48%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.14%	0.72%	0.42%	0.0%	0.86%	0.38%	0.58%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2525	66	177	249	110	140	101	87	46	161	131	188	98	45	67	32	57	153	167	85	124	19	26	1	28	117	50					
		18.30%	26.50%	13.74%	18.21%	17.37%	16.43%	15.09%	9.97%	20.44%	29.75%	25.33%	21.05%	23.96%	29.03%	20.12%	22.53%	26.76%	20.90%	17.23%	28.05%	17.36%	13.86%	11.11%	0.93%	24.34%	14.86%	14.70%					
																																	
41	Против всех	651	14	61	86	21	39	22	51	9	22	29	43	29	5	7	3	10	27	34	13	40	12	16	4	16	15	23					
		4.71%	5.62%	4.73%	6.29%	3.31%	4.57%	3.28%	5.84%	4.0%	4.06%	5.60%	4.81%	7.09%	3.22%	2.10%	2.11%	4.69%	3.68%	3.50%	4.29%	5.60%	8.75%	6.83%	3.73%	13.91%	1.90%	6.76%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
