Выборы Президента Российской Федерации																							
																							
Наименование Избирательной комиссии:    Таттинская																							
																							
Итоги голосования 																							
																							
		Сумма	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554					
1	"Число избирателей, внесенных в список"	9184	193	708	274	603	474	387	491	720	453	105	458	600	338	1185	1229	966					
2	Число полученных избирательных бюллетеней	9460	215	710	290	610	500	380	540	740	500	115	470	640	350	1200	1200	1000					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6700	173	551	240	456	387	302	359	490	345	105	336	517	270	748	725	696					
5	"Число избирательных бюллетеней, выданных вне помещения"	966	20	58	15	66	51	57	86	75	46	0	79	35	52	79	145	102					
6	Число погашенных избирательных бюллетеней	1794	22	101	35	88	62	21	95	175	109	10	55	88	28	373	330	202					
7	Число избирательных бюллетеней в переносных ящиках	966	20	58	15	66	51	57	86	75	46	0	79	35	52	79	145	102					
8	Число бюллетеней в стационарных ящиках для голосования	6700	173	551	240	456	387	302	359	490	345	105	336	517	270	748	725	696					
9	Число недействительных избирательных бюллетеней	66	0	11	0	7	4	2	1	9	6	0	3	2	0	9	4	8					
10	Число действительных избирательных бюллетеней	7600	193	598	255	515	434	357	444	556	385	105	412	550	322	818	866	790					
11	Число полученных открепительных  удостоверений	385	15	25	15	20	20	20	20	25	20	10	20	30	20	45	40	40					
12	Число выданных открепительных удостоверений	194	6	9	7	11	11	10	6	8	8	2	4	26	12	31	22	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	102	2	3	3	11	6	12	2	8	1	3	5	13	6	12	11	4					
14	Число неиспользованных открепительных удостоверений	191	9	16	8	9	9	10	14	17	12	8	16	4	8	14	18	19					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																							
18	. Глазьев Сергей Юрьевич	339	7	37	13	12	21	8	20	15	30	1	17	22	20	37	45	34					
		4.42%	3.63%	6.08%	5.10%	2.30%	4.79%	2.23%	4.49%	2.65%	7.67%	0.95%	4.10%	3.99%	6.21%	4.47%	5.17%	4.26%					
19	. Малышкин Олег Александрович	55	1	4	5	4	8	2	1	3	2	0	8	0	5	4	3	5					
		0.72%	0.52%	0.66%	1.96%	0.77%	1.83%	0.56%	0.22%	0.53%	0.51%	0.00%	1.93%	0.00%	1.55%	0.48%	0.34%	0.63%					
20	. Миронов Сергей Михайлович	62	3	3	3	5	8	1	8	3	1	1	2	4	2	2	9	7					
		0.81%	1.55%	0.49%	1.18%	0.96%	1.83%	0.28%	1.80%	0.53%	0.26%	0.95%	0.48%	0.72%	0.62%	0.24%	1.03%	0.88%					
21	. Путин Владимир Владимирович	5154	129	390	171	391	276	287	316	383	255	80	291	409	226	505	538	507					
		67.23%	66.84%	64.04%	67.06%	74.90%	63.01%	79.94%	71.01%	67.79%	65.22%	76.19%	70.12%	74.09%	70.19%	61.06%	61.84%	63.53%					
22	. Хакамада Ирина Муцуовна	850	10	85	34	39	42	35	38	54	24	9	35	59	24	118	126	118					
		11.09%	5.18%	13.96%	13.33%	7.47%	9.59%	9.75%	8.54%	9.56%	6.14%	8.57%	8.43%	10.69%	7.45%	14.27%	14.48%	14.79%					
23	. Харитонов Николай Михайлович	1007	38	73	24	51	65	23	56	94	72	12	53	49	38	130	127	102					
		13.14%	19.69%	11.99%	9.41%	9.77%	14.84%	6.41%	12.58%	16.64%	18.41%	11.43%	12.77%	8.88%	11.80%	15.72%	14.60%	12.78%					
																							
24	Против всех	133	5	6	5	13	14	1	5	4	1	2	6	7	7	22	18	17					
		1.73%	2.59%	0.99%	1.96%	2.49%	3.20%	0.28%	1.12%	0.71%	0.26%	1.90%	1.45%	1.27%	2.17%	2.66%	2.07%	2.13%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
