Выборы Президента Российской Федерации																																																																		
Дата голосования: 02.03.2008																																																																		
																																																																		
Наименование Избирательной комиссии:    Красносельская N26																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
	Число участковых избирательных комиссий	59																																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	59																																																																
																																																																		
		Сумма	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955					
1	"Число избирателей, включенных в списки избирателей"	103500	274	1550	1500	1612	1664	2182	2411	1797	2530	1572	1429	1898	2063	1935	1769	1982	2444	2053	2016	1659	682	1677	1690	1214	2140	2048	2268	2427	2133	1711	2579	2072	1975	895	1298	2419	1579	2116	2317	2093	881	750	1993	1442	1685	1089	1642	1911	2136	2446	2844	1848	2176	1737	1761	225	681	399	2181					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	93900	500	1500	1500	1500	1500	2000	2000	1700	2500	1600	1400	1900	2000	1600	1500	2000	2000	1600	1500	1500	700	1500	1500	1000	1700	1600	2000	2000	2000	1700	2500	2000	2000	1000	1000	2000	1500	1800	2500	1800	800	700	1500	1400	1500	1000	1600	1500	2000	2000	2500	1700	2000	1600	1500	300	700	300	2200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	66872	268	1159	1089	1117	1066	1385	1718	1220	1865	1080	965	1337	1348	1313	1145	1296	1460	1214	1081	1109	682	987	1045	694	1273	1107	1574	1433	1131	1278	1610	1270	1181	620	615	1363	1057	1372	2127	1399	551	442	1158	993	1129	629	1278	1147	1190	1291	1708	1299	1269	1085	956	224	546	214	1710					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2554	0	43	27	33	127	22	33	35	37	30	7	40	30	32	30	29	25	29	116	53	0	47	46	54	30	34	22	72	36	32	31	44	24	47	108	212	29	30	58	21	13	31	21	32	52	24	31	52	99	50	42	61	60	50	101	0	21	52	7					
6	Число погашенных избирательных бюллетеней	24474	232	298	384	350	307	593	249	445	598	490	428	523	622	255	325	675	515	357	303	338	18	466	409	252	397	459	404	495	833	390	859	686	795	333	277	425	414	398	315	380	236	227	321	375	319	347	291	301	711	659	750	340	671	465	443	76	133	34	483					
