Выборы Президента Российской Федерации																																																																		
Дата голосования: 02.03.2008																																																																		
																																																																		
Наименование Избирательной комиссии:    Мариинская городская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
	Число участковых избирательных комиссий	59																																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	59																																																																
																																																																		
		Сумма	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231					
1	"Число избирателей, включенных в списки избирателей"	39943	932	1246	1393	1676	999	1056	1098	1601	1392	1711	1735	1588	1167	1235	1322	1516	1800	1520	499	1733	906	151	290	86	533	67	112	298	266	142	546	234	112	309	35	1072	147	148	888	306	233	228	687	206	560	118	1074	51	196	71	1095	271	358	146	60	257	103	232	130					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	40110	938	1247	1390	1637	1000	1050	1000	1600	1300	1650	1750	1700	1100	1200	1200	1500	1800	1520	492	1741	1032	174	310	99	571	69	117	323	292	190	581	257	121	310	37	1085	150	146	904	304	232	233	721	216	574	115	1102	51	198	72	1148	279	361	144	59	249	109	227	133					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	29571	628	920	996	1293	840	759	701	1277	910	1206	1342	1111	694	830	826	1010	1204	1011	406	1200	687	146	228	86	412	65	111	267	229	80	404	211	109	291	33	958	138	128	790	275	173	185	555	193	452	108	671	45	170	50	737	252	333	124	54	221	93	218	125					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3605	128	77	101	77	34	71	139	108	65	151	194	202	243	100	245	131	186	109	12	81	142	0	23	0	52	0	0	15	14	54	65	4	0	7	0	37	0	11	28	12	31	24	48	4	64	6	240	5	2	18	183	18	16	13	4	11	0	0	0					
6	Число погашенных избирательных бюллетеней	6934	182	250	293	267	126	220	160	215	325	293	214	387	163	270	129	359	410	400	74	460	203	28	59	13	107	4	6	41	49	56	112	42	12	12	4	90	12	7	86	17	28	24	118	19	58	1	191	1	26	4	228	9	12	7	1	17	16	9	8					
