Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Дубровская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331					
1	"Число избирателей, внесенных в списки избирателей"	16412	2340	1761	1461	899	405	91	568	94	339	565	702	109	398	96	517	482	52	1079	2705	512	278	298	276	37	150	60	138					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16200	2300	1750	1450	900	400	100	575	100	350	575	700	100	400	100	500	500	50	950	2700	500	275	300	250	50	150	50	125					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10013	1183	942	750	633	281	60	365	74	217	263	456	66	209	42	344	324	9	803	1820	360	194	172	173	12	127	35	99					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	864	81	51	53	21	57	17	50	2	16	62	27	19	62	36	22	40	30	27	35	11	25	17	47	15	9	11	21					
6	Число погашенных избирательных бюллетеней	5323	1036	757	647	246	62	23	160	24	117	250	217	15	129	22	134	136	11	120	845	129	56	111	30	23	14	4	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	864	81	51	53	21	57	17	50	2	16	62	27	19	62	36	22	40	30	27	35	11	25	17	47	15	9	11	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10013	1183	942	750	633	281	60	365	74	217	263	456	66	209	42	344	324	9	803	1820	360	194	172	173	12	127	35	99					
9	Число недействительных избирательных бюллетеней	91	6	5	9	2	20	9	4	0	3	2	5	0	0	0	0	2	0	4	10	0	0	1	5	0	1	0	3					
10	Число действительных избирательных бюллетеней	10786	1258	988	794	652	318	68	411	76	230	323	478	85	271	78	366	362	39	826	1845	371	219	188	215	27	135	46	117					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	228	14	15	10	2	10	2	1	5	10	10	10	5	10	2	10	10	2	12	67	3	6	1	5	1	2	1	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	121	11	14	6	2	1	0	0	0	2	2	3	1	3	0	4	1	0	9	60	2	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	69	8	4	8	5	0	0	0	2	3	0	0	3	1	2	2	3	0	9	10	1	2	3	0	0	0	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	107	3	1	4	0	9	2	1	5	8	8	7	4	7	2	6	9	2	3	7	1	6	1	5	1	2	1	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	223	29	16	13	13	2	1	1	0	1	6	8	1	10	2	12	9	1	26	36	4	2	1	11	1	13	1	3					
		2.05%	2.29%	1.61%	1.62%	1.99%	0.59%	1.30%	0.24%	0.00%	0.43%	1.85%	1.66%	1.18%	3.69%	2.56%	3.28%	2.47%	2.56%	3.13%	1.94%	1.08%	0.91%	0.53%	5.00%	3.70%	9.56%	2.17%	2.50%					
19	2.Всероссийская политическая партия «Гражданская Сила»	37	4	3	7	2	0	0	0	0	0	0	1	0	0	0	1	0	0	2	17	0	0	0	0	0	0	0	0					
		0.34%	0.32%	0.30%	0.87%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.24%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.12%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1409	205	151	114	105	56	3	43	8	50	34	76	10	8	10	50	79	5	90	160	27	29	11	20	17	22	18	8					
		12.95%	16.22%	15.21%	14.20%	16.06%	16.57%	3.90%	10.36%	10.53%	21.46%	10.46%	15.73%	11.76%	2.95%	12.82%	13.66%	21.70%	12.82%	10.84%	8.63%	7.28%	13.24%	5.82%	9.09%	62.96%	16.18%	39.13%	6.67%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	48	11	3	3	2	0	0	2	0	0	7	0	0	0	0	4	1	0	5	7	1	0	0	1	0	0	0	1					
		0.44%	0.87%	0.30%	0.37%	0.31%	0.00%	0.00%	0.48%	0.00%	0.00%	2.15%	0.00%	0.00%	0.00%	0.00%	1.09%	0.27%	0.00%	0.60%	0.38%	0.27%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.83%					
23	6.Политическая партия «Партия социальной справедливости»	16	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	1	0	0					
		0.15%	0.24%	0.00%	0.12%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	845	90	85	54	46	10	5	32	5	6	30	27	5	16	3	11	25	1	48	235	27	17	20	10	1	16	2	18					
		7.77%	7.12%	8.56%	6.72%	7.03%	2.96%	6.49%	7.71%	6.58%	2.58%	9.23%	5.59%	5.88%	5.90%	3.85%	3.01%	6.87%	2.56%	5.78%	12.67%	7.28%	7.76%	10.58%	4.55%	3.70%	11.76%	4.35%	15.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	661	93	71	55	35	14	6	16	1	17	25	23	10	12	1	22	16	2	50	135	22	10	7	11	0	0	2	5					
		6.08%	7.36%	7.15%	6.85%	5.35%	4.14%	7.79%	3.86%	1.32%	7.30%	7.69%	4.76%	11.76%	4.43%	1.28%	6.01%	4.40%	5.13%	6.02%	7.28%	5.93%	4.57%	3.70%	5.00%	0.00%	0.00%	4.35%	4.17%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	55	5	4	7	2	1	1	4	0	0	1	7	0	3	1	1	4	1	3	8	2	0	0	0	0	0	0	0					
		0.51%	0.40%	0.40%	0.87%	0.31%	0.30%	1.30%	0.96%	0.00%	0.00%	0.31%	1.45%	0.00%	1.11%	1.28%	0.27%	1.10%	2.56%	0.36%	0.43%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7431	812	648	537	444	230	52	313	62	153	217	333	59	222	61	264	228	29	582	1231	288	160	149	161	8	83	23	82					
		68.32%	64.24%	65.26%	66.87%	67.89%	68.05%	67.53%	75.42%	81.58%	65.67%	66.77%	68.94%	69.41%	81.92%	78.21%	72.13%	62.64%	74.36%	70.12%	66.36%	77.63%	73.06%	78.84%	73.18%	29.63%	61.03%	50.00%	68.33%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	57	6	7	3	2	5	0	0	0	3	3	2	0	0	0	0	0	0	16	8	0	1	0	1	0	0	0	0					
		0.52%	0.47%	0.70%	0.37%	0.31%	1.48%	0.00%	0.00%	0.00%	1.29%	0.92%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.93%	0.43%	0.00%	0.46%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
