Выборы Президента Российской Федерации																					
																					
Наименование Избирательной комиссии:    Богородская																					
																					
Итоги голосования 																					
																					
		Сумма	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88					
1	"Число избирателей, внесенных в список"	4972	548	580	657	675	215	238	135	292	202	188	271	177	545	249					
2	Число полученных избирательных бюллетеней	5300	620	620	720	680	230	250	130	320	200	200	300	200	560	270					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	3478	368	392	379	409	186	194	97	211	168	144	240	119	383	188					
5	"Число избирательных бюллетеней, выданных вне помещения"	579	55	37	66	72	15	25	19	34	27	31	16	42	101	39					
6	Число погашенных избирательных бюллетеней	1243	197	191	275	199	29	31	14	75	5	25	44	39	76	43					
7	Число избирательных бюллетеней в переносных ящиках	579	55	37	66	72	15	25	19	34	27	31	16	42	101	39					
8	Число бюллетеней в стационарных ящиках для голосования	3478	368	392	379	409	186	194	97	211	168	144	240	119	383	188					
9	Число недействительных избирательных бюллетеней	12	0	0	1	2	0	1	0	0	1	0	2	1	0	4					
10	Число действительных избирательных бюллетеней	4045	423	429	444	479	201	218	116	245	194	175	254	160	484	223					
11	Число полученных открепительных  удостоверений	175	22	14	12	9	11	2	3	24	8	10	20	10	15	15					
12	Число выданных открепительных удостоверений	175	22	14	12	9	11	2	3	24	8	10	20	10	15	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	2	2	2	1	2	2	1	4	1	1	4	4	2	5					
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	5	1	1	1	1	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																					
18	. Глазьев Сергей Юрьевич	141	16	19	15	16	8	5	3	6	3	4	6	14	8	18					
		3.48%	3.78%	4.43%	3.37%	3.33%	3.98%	2.28%	2.59%	2.45%	1.54%	2.29%	2.34%	8.70%	1.65%	7.93%					
19	. Малышкин Олег Александрович	99	6	9	12	9	1	6	1	6	16	4	6	3	17	3					
		2.44%	1.42%	2.10%	2.70%	1.87%	0.50%	2.74%	0.86%	2.45%	8.21%	2.29%	2.34%	1.86%	3.51%	1.32%					
20	. Миронов Сергей Михайлович	63	5	6	9	12	6	2	0	1	8	1	5	1	6	1					
		1.55%	1.18%	1.40%	2.02%	2.49%	2.99%	0.91%	0.00%	0.41%	4.10%	0.57%	1.95%	0.62%	1.24%	0.44%					
21	. Путин Владимир Владимирович	2307	288	260	313	288	106	99	54	107	78	91	187	69	251	116					
		56.86%	68.09%	60.61%	70.34%	59.88%	52.74%	45.21%	46.55%	43.67%	40.00%	52.00%	73.05%	42.86%	51.86%	51.10%					
22	. Хакамада Ирина Муцуовна	70	4	9	11	16	2	1	3	3	5	3	4	1	5	3					
		1.73%	0.95%	2.10%	2.47%	3.33%	1.00%	0.46%	2.59%	1.22%	2.56%	1.71%	1.56%	0.62%	1.03%	1.32%					
23	. Харитонов Николай Михайлович	1285	89	111	77	127	67	100	53	121	81	69	46	71	193	80					
		31.67%	21.04%	25.87%	17.30%	26.40%	33.33%	45.66%	45.69%	49.39%	41.54%	39.43%	17.97%	44.10%	39.88%	35.24%					
																					
24	Против всех	80	15	15	7	11	11	5	2	1	3	3	0	1	4	2					
		1.97%	3.55%	3.50%	1.57%	2.29%	5.47%	2.28%	1.72%	0.41%	1.54%	1.71%	0.00%	0.62%	0.83%	0.88%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
