Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Целинская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №2380	УИК №2382	УИК №2383	УИК №2384	УИК №2385	УИК №2386	УИК №2387	УИК №2388	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	27688	1981	2087	1779	1992	1838	1794	1961	696	848	1648	971	1192	971	690	1068	935	931	917	1040	401	1320	628									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24946	1786	1862	1618	1784	1659	1627	1761	612	761	1485	876	1081	862	622	972	845	842	828	934	362	1200	567									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	16041	1200	1040	943	922	881	589	1236	212	593	761	639	852	616	570	887	767	501	690	610	238	914	380									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1228	153	21	21	14	44	44	99	113	15	36	64	180	68	37	42	62	71	70	13	12	24	25									
6	Число погашенных избирательных бюллетеней	7677	433	801	654	848	734	994	426	287	153	688	173	49	178	15	43	16	270	68	311	112	262	162									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1227	153	21	21	14	44	44	99	112	15	36	64	180	68	37	42	62	71	70	13	12	24	25									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	16041	1200	1040	943	922	881	589	1236	212	593	761	639	852	616	570	887	767	501	690	610	238	914	380									
9	Число недействительных избирательных бюллетеней	142	6	15	36	0	4	0	19	2	22	0	0	4	0	6	1	0	0	9	17	0	1	0									
10	Число действительных избирательных бюллетеней	17126	1347	1046	928	936	921	633	1316	322	586	797	703	1028	684	601	928	829	572	751	606	250	937	405									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	480	25	30	25	25	25	25	25	15	15	25	15	20	20	20	20	20	20	25	20	20	25	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	84	2	8	17	6	5	11	6	0	1	0	0	4	2	1	6	1	3	2	0	1	7	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	44	1	6	5	2	4	3	0	0	4	2	2	1	1	2	1	3	2	3	0	0	2	0									
