Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Выселковская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839					
1	"Число избирателей, внесенных в списки"	46108	1615	639	589	665	446	1548	2991	2005	455	1167	1010	338	1875	1551	2422	1096	1527	2295	2198	560	376	1883	1619	294	386	783	1055	1024	1343	1023	216	897	241	623	2092	1328	1362	1656	915					
2	"Число бюллетеней, полученных участковыми комиссиями"	45483	1582	643	638	658	492	1501	2976	1852	465	1126	991	328	1793	1510	2305	1083	1569	2272	2148	542	341	1813	1627	297	371	767	1041	1017	1341	1022	217	879	238	618	2135	1339	1368	1657	921					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	25213	991	420	344	412	250	615	1599	989	202	778	567	130	955	650	1264	638	838	1256	1016	262	147	1061	882	205	222	607	640	577	822	662	154	386	125	308	1223	830	779	944	463					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2894	116	34	58	60	67	250	43	52	44	104	40	106	29	214	179	38	107	75	123	104	114	36	90	21	20	13	55	11	20	15	18	136	24	73	16	56	113	73	147					
6	Число погашенных бюллетеней	17376	475	189	236	186	175	636	1334	811	219	244	384	92	809	646	862	407	624	941	1009	176	80	716	655	71	129	147	346	429	499	345	45	357	89	237	896	453	476	640	311					
7	Число бюллетеней в переносных ящиках для голосования	2894	116	34	58	60	67	250	43	52	44	104	40	106	29	214	179	38	107	75	123	104	114	36	90	21	20	13	55	11	20	15	18	136	24	73	16	56	113	73	147					
8	Число бюллетеней в стационарных ящиках для голосования	25208	991	420	344	412	250	615	1595	989	202	778	567	130	955	650	1264	638	838	1256	1016	262	147	1061	882	205	222	607	640	577	822	661	154	386	125	308	1223	830	779	944	463					
9	Число недействительных бюллетеней	396	7	2	10	2	5	21	11	23	2	8	9	6	15	8	9	3	19	24	6	6	3	17	11	5	1	13	6	8	23	19	3	7	2	7	39	13	14	8	1					
10	Число действительных бюллетеней	27706	1100	452	392	470	312	844	1627	1018	244	874	598	230	969	856	1434	673	926	1307	1133	360	258	1080	961	221	241	607	689	580	819	657	169	515	147	374	1200	873	878	1009	609					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	500	17	7	7	7	5	16	32	20	5	12	11	4	20	16	25	12	17	25	24	6	4	20	18	3	4	8	12	11	15	12	3	10	4	7	23	15	15	18	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	70	5	0	0	0	0	0	2	5	0	1	0	2	0	1	2	1	5	6	5	0	0	2	2	0	1	0	0	4	2	3	1	1	0	3	5	6	0	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	97	3	2	1	0	0	1	5	5	0	12	2	1	4	11	10	2	3	6	4	1	3	3	1	0	1	0	0	2	1	1	0	0	0	2	2	0	3	5	0					
14	Число погашенных открепительных удостоверений	430	12	7	7	7	5	16	30	15	5	11	11	2	20	15	23	11	12	19	19	6	4	18	16	3	3	8	12	7	13	9	2	9	4	4	18	9	15	13	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	252	9	3	4	4	2	5	11	5	4	11	8	4	9	9	7	10	10	11	11	6	6	6	9	2	1	15	8	6	5	3	2	3	3	6	14	5	4	7	4					
		0.89%	0.81%	0.66%	0.99%	0.84%	0.63%	0.57%	0.67%	0.48%	1.62%	1.24%	1.31%	1.69%	0.91%	1.04%	0.48%	1.47%	1.05%	0.82%	0.96%	1.63%	2.29%	0.54%	0.92%	0.88%	0.41%	2.41%	1.15%	1.02%	0.59%	0.44%	1.16%	0.57%	2.01%	1.57%	1.12%	0.56%	0.44%	0.68%	0.65%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	215	8	1	3	5	3	4	24	9	0	10	3	0	10	7	15	15	15	5	9	0	2	12	4	1	1	1	6	11	2	7	0	8	0	1	0	6	1	4	2					
		0.76%	0.72%	0.22%	0.74%	1.05%	0.94%	0.46%	1.46%	0.86%	0.0%	1.13%	0.49%	0.0%	1.01%	0.81%	1.03%	2.21%	1.58%	0.37%	0.79%	0.0%	0.76%	1.09%	0.41%	0.44%	0.41%	0.16%	0.86%	1.87%	0.23%	1.03%	0.0%	1.53%	0.0%	0.26%	0.0%	0.67%	0.11%	0.39%	0.32%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	434	16	6	8	5	6	9	31	12	3	17	9	3	20	15	30	14	14	27	37	6	1	7	18	2	3	9	6	2	20	2	2	9	8	3	13	6	15	13	7					
		1.54%	1.44%	1.32%	1.99%	1.05%	1.89%	1.04%	1.89%	1.15%	1.21%	1.92%	1.48%	1.27%	2.03%	1.73%	2.07%	2.07%	1.48%	2.02%	3.24%	1.63%	0.38%	0.63%	1.85%	0.88%	1.23%	1.45%	0.86%	0.34%	2.37%	0.29%	1.16%	1.72%	5.36%	0.78%	1.04%	0.67%	1.68%	1.27%	1.14%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	299	9	4	5	5	0	7	25	8	2	14	2	2	23	10	24	8	13	9	20	1	4	12	23	3	2	10	1	5	0	2	0	7	5	0	3	6	4	12	9					
		1.06%	0.81%	0.88%	1.24%	1.05%	0.0%	0.80%	1.52%	0.76%	0.81%	1.58%	0.32%	0.84%	2.33%	1.15%	1.66%	1.18%	1.37%	0.67%	1.75%	0.27%	1.53%	1.09%	2.36%	1.32%	0.82%	1.61%	0.14%	0.85%	0.0%	0.29%	0.0%	1.34%	3.35%	0.0%	0.24%	0.67%	0.44%	1.17%	1.47%					
22	"5. ""За Русь Святую"""	131	3	2	3	4	0	2	7	3	3	10	3	0	5	10	6	3	7	10	9	2	1	3	5	0	2	5	4	1	0	2	0	0	1	1	6	2	4	1	1					
		0.46%	0.27%	0.44%	0.74%	0.84%	0.0%	0.23%	0.42%	0.28%	1.21%	1.13%	0.49%	0.0%	0.50%	1.15%	0.41%	0.44%	0.74%	0.75%	0.79%	0.54%	0.38%	0.27%	0.51%	0.0%	0.82%	0.80%	0.57%	0.17%	0.0%	0.29%	0.0%	0.0%	0.67%	0.26%	0.48%	0.22%	0.44%	0.09%	0.16%					
23	"6. ""Объединенная Российская партия ""Русь"""	71	0	1	2	3	0	6	2	4	2	7	2	0	1	4	2	0	6	4	2	0	1	2	1	0	1	1	0	2	0	0	0	0	0	0	3	5	3	3	1					
		0.25%	0.0%	0.22%	0.49%	0.63%	0.0%	0.69%	0.12%	0.38%	0.81%	0.79%	0.32%	0.0%	0.10%	0.46%	0.13%	0.0%	0.63%	0.30%	0.17%	0.0%	0.38%	0.18%	0.10%	0.0%	0.41%	0.16%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.56%	0.33%	0.29%	0.16%					
24	"7. ""Новый курс - Автомобильная Россия"""	189	10	9	2	0	0	0	9	5	0	2	2	0	9	12	10	3	7	7	11	2	2	17	5	0	1	5	5	2	3	11	0	8	1	1	6	7	5	8	2					
		0.67%	0.90%	1.98%	0.49%	0.0%	0.0%	0.0%	0.54%	0.48%	0.0%	0.22%	0.32%	0.0%	0.91%	1.38%	0.69%	0.44%	0.74%	0.52%	0.96%	0.54%	0.76%	1.54%	0.51%	0.0%	0.41%	0.80%	0.71%	0.34%	0.35%	1.62%	0.0%	1.53%	0.67%	0.26%	0.48%	0.79%	0.56%	0.78%	0.32%					
25	"8. ""Народно-республиканская партия России"""	54	1	0	0	0	1	0	1	3	1	1	3	0	4	1	0	0	2	1	0	0	0	2	0	3	0	1	0	0	6	5	2	0	1	3	8	0	1	2	1					
		0.19%	0.09%	0.0%	0.0%	0.0%	0.31%	0.0%	0.06%	0.28%	0.40%	0.11%	0.49%	0.0%	0.40%	0.11%	0.0%	0.0%	0.21%	0.07%	0.0%	0.0%	0.0%	0.18%	0.0%	1.32%	0.0%	0.16%	0.0%	0.0%	0.71%	0.73%	1.16%	0.0%	0.67%	0.78%	0.64%	0.0%	0.11%	0.19%	0.16%					
