Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Район Ростокино																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №3075	УИК №3076	УИК №3077					
1	"Число избирателей, внесенных в списки"	23806	1948	1608	2619	2023	1393	2158	2252	1864	2479	2348	2346	173	201	394					
2	"Число бюллетеней, полученных участковыми комиссиями"	22150	1730	1430	2400	1800	1250	2000	2050	1700	2250	2100	2100	240	700	400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13754	1020	882	1535	1150	689	1390	1241	1087	1452	1356	1292	128	168	364					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	442	70	36	37	47	41	38	21	39	38	32	43	0	0	0					
6	Число погашенных бюллетеней	7950	640	512	828	603	520	568	788	574	760	712	765	112	532	36					
7	Число бюллетеней в переносных ящиках для голосования	502	70	36	37	47	41	38	21	39	38	32	43	60	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	13623	1020	881	1531	1150	689	1348	1241	1087	1435	1352	1289	68	168	364					
9	Число недействительных бюллетеней	166	12	8	12	13	3	9	41	11	14	11	20	1	1	10					
10	Число действительных бюллетеней	13959	1078	909	1556	1184	727	1377	1221	1115	1459	1373	1312	127	167	354					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	550	50	50	50	50	50	50	50	50	50	50	50	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	262	17	25	37	25	14	34	21	12	26	28	23	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	299	30	36	28	27	15	14	34	32	19	20	32	0	12	0					
14	Число погашенных открепительных удостоверений	288	33	25	13	25	36	16	29	38	24	22	27	0	0	0					
15	Число открепительных удостоверений выданных ТИК	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	"1. ""ЕДИНЕНИЕ"""	74	3	6	3	6	6	10	8	3	11	3	8	1	3	3					
		0.52%	0.27%	0.65%	0.19%	0.50%	0.82%	0.72%	0.63%	0.26%	0.74%	0.21%	0.60%	0.78%	1.78%	0.82%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1096	90	100	117	102	48	142	113	104	91	85	82	8	5	9					
