Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Тамалинская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110					
1	"Число избирателей, внесенных в список избирателей"	13669	1871	1952	1521	678	449	666	411	379	388	761	208	276	374	345	413	361	329	475	591	378	389	454					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14020	1883	1966	1529	670	457	693	445	388	404	819	236	290	393	356	430	370	348	488	590	386	399	480					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7784	1211	1192	1006	392	326	312	229	210	126	430	102	157	206	166	240	232	196	248	244	161	191	207					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2328	180	144	152	52	14	114	52	96	131	224	57	67	106	116	109	58	44	79	200	72	103	158					
6	Число погашенных избирательных бюллетеней	3908	492	630	371	226	117	267	164	82	147	165	77	66	81	74	81	80	108	161	146	153	105	115					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2328	180	144	152	52	14	114	52	96	131	224	57	67	106	116	109	58	44	79	200	72	103	158					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7782	1211	1192	1006	392	326	312	229	208	126	430	102	157	206	166	240	232	196	248	244	161	191	207					
9	Число недействительных избирательных бюллетеней	188	8	23	21	8	1	7	0	4	2	10	1	1	2	4	1	25	40	15	5	7	3	0					
10	Число действительных избирательных бюллетеней	9922	1383	1313	1137	436	339	419	281	300	255	644	158	223	310	278	348	265	200	312	439	226	291	365					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	335	31	25	18	8	8	10	15	9	20	45	25	11	10	5	5	9	20	10	10	8	8	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	303	31	24	18	6	6	10	15	7	20	45	25	10	10	5	5	9	6	7	8	6	5	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	84	18	10	9	5	3	2	0	1	2	3	1	1	0	2	2	1	7	2	6	2	3	4					
14	Число погашенных неиспользованных открепительных удостоверений	32	0	1	0	2	2	0	0	2	0	0	0	1	0	0	0	0	14	3	2	2	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	728	76	98	83	45	36	41	22	16	24	33	10	18	5	18	24	15	12	20	52	21	25	34					
		7.20%	5.46%	7.34%	7.17%	10.14%	10.59%	9.62%	7.83%	5.26%	9.34%	5.05%	6.29%	8.04%	1.60%	6.38%	6.88%	5.17%	5.00%	6.12%	11.71%	9.01%	8.50%	9.32%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1071	135	129	90	76	43	72	30	34	21	43	16	37	26	20	36	45	25	34	63	30	31	35					
		10.59%	9.71%	9.66%	7.77%	17.12%	12.65%	16.90%	10.68%	11.18%	8.17%	6.57%	10.06%	16.52%	8.33%	7.09%	10.32%	15.52%	10.42%	10.40%	14.19%	12.88%	10.54%	9.59%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	5	0	4	3	1	5	2	1	1	3	1	1	0	1	3	3	0	3	2	1	1	1					
		0.42%	0.36%	0.00%	0.35%	0.68%	0.29%	1.17%	0.71%	0.33%	0.39%	0.46%	0.63%	0.45%	0.00%	0.35%	0.86%	1.03%	0.00%	0.92%	0.45%	0.43%	0.34%	0.27%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1691	202	201	128	89	81	81	47	28	29	77	31	19	28	50	70	72	37	69	107	99	89	57					
		16.73%	14.52%	15.04%	11.05%	20.05%	23.82%	19.01%	16.73%	9.21%	11.28%	11.77%	19.50%	8.48%	8.97%	17.73%	20.06%	24.83%	15.42%	21.10%	24.10%	42.49%	30.27%	15.62%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	45	7	8	5	4	5	2	0	0	2	0	0	0	2	0	0	1	2	0	4	1	1	1					
		0.45%	0.50%	0.60%	0.43%	0.90%	1.47%	0.47%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.34%	0.83%	0.00%	0.90%	0.43%	0.34%	0.27%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6315	951	874	826	216	173	217	180	221	178	486	100	146	249	187	215	127	123	185	210	74	140	237					
		62.46%	68.37%	65.42%	71.33%	48.65%	50.88%	50.94%	64.06%	72.70%	69.26%	74.31%	62.89%	65.18%	79.81%	66.31%	61.60%	43.79%	51.25%	56.57%	47.30%	31.76%	47.62%	64.93%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	30	7	3	1	3	0	1	0	0	0	2	0	2	0	2	0	2	1	1	1	0	4	0					
		0.30%	0.50%	0.22%	0.09%	0.68%	0.00%	0.23%	0.00%	0.00%	0.00%	0.31%	0.00%	0.89%	0.00%	0.71%	0.00%	0.69%	0.42%	0.31%	0.23%	0.00%	1.36%	0.00%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
