Выборы Президента Российской Федерации																																																			
Дата голосования: 02.03.2008																																																			
																																																			
Наименование Избирательной комиссии:    Cараевская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	40																																																	
																																																			
		Сумма	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570									
1	Число избирателей, включенных в списки избирателей	16368	306	188	267	475	323	275	159	185	99	180	153	185	168	567	313	52	837	528	331	598	278	777	329	525	170	456	198	626	343	419	192	197	290	232	855	917	909	849	872	745									
2	Число избирательных бюллетеней, полученных участковыми избирательными комиссиями	16100	303	184	260	473	316	270	160	180	94	175	144	183	165	566	310	50	840	540	335	595	280	773	320	527	170	456	194	625	336	420	190	191	284	220	790	894	901	820	852	714									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования	6990	139	54	137	210	173	124	71	77	33	92	88	82	73	162	150	5	392	161	148	209	83	318	153	259	58	191	90	257	172	174	115	83	136	113	365	425	397	371	358	292									
5	Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования	3399	74	81	46	104	59	51	39	42	31	25	28	39	39	196	95	29	139	169	83	199	98	194	93	74	43	161	68	218	67	105	32	45	82	53	104	65	71	96	110	52									
6	Число погашенных избирательных бюллетеней	5711	90	49	77	159	84	95	50	61	30	58	28	62	53	208	65	16	309	210	104	187	99	261	74	194	69	104	36	150	97	141	43	63	66	54	321	404	433	353	384	370									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3399	74	81	46	104	59	51	39	42	31	25	28	39	39	196	95	29	139	169	83	199	98	194	93	74	43	161	68	218	67	105	32	45	82	53	104	65	71	96	110	52									
