Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Целинная																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909					
1	"Число избирателей, внесенных в список избирателей"	15178	1196	949	1152	1274	351	528	246	257	467	208	514	74	137	212	657	147	141	525	107	312	446	104	92	69	113	60	136	561	188	310	293	322	525	131	216	202	523	102	120	102	750	159	86	114					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14800	1100	950	1100	1200	350	500	250	250	450	220	500	70	140	200	650	140	140	550	110	320	450	100	100	70	120	60	130	550	190	300	300	300	500	130	210	200	500	100	120	100	750	150	80	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7879	529	389	525	591	212	293	135	175	259	116	250	34	120	128	314	84	77	316	50	153	239	65	62	35	44	40	82	252	94	213	166	180	260	71	143	107	273	48	74	76	388	102	51	64					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	842	51	57	58	31	23	26	16	10	31	12	39	2	7	14	27	0	3	17	20	36	32	5	3	2	17	0	19	24	12	0	17	46	31	7	19	29	39	8	12	0	31	0	3	6					
6	Число погашенных избирательных бюллетеней	6079	520	504	517	578	115	181	99	65	160	92	211	34	13	58	309	56	60	217	40	131	179	30	35	33	59	20	29	274	84	87	117	74	209	52	48	64	188	44	34	24	331	48	26	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	842	51	57	58	31	23	26	16	10	31	12	39	2	7	14	27	0	3	17	20	36	32	5	3	2	17	0	19	24	12	0	17	46	31	7	19	29	39	8	12	0	31	0	3	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7879	529	389	525	591	212	293	135	175	259	116	250	34	120	128	314	84	77	316	50	153	239	65	62	35	44	40	82	252	94	213	166	180	260	71	143	107	273	48	74	76	388	102	51	64					
9	Число недействительных избирательных бюллетеней	102	9	3	7	7	3	5	0	0	4	1	6	1	0	2	3	0	1	9	1	1	2	0	0	0	0	0	2	6	0	1	3	4	6	0	0	1	8	0	1	0	3	2	0	0					
10	Число действительных избирательных бюллетеней	8619	571	443	576	615	232	314	151	185	286	127	283	35	127	140	338	84	79	324	69	188	269	70	65	37	61	40	99	270	106	212	180	222	285	78	162	135	304	56	85	76	416	100	54	70					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	397	20	20	11	30	10	8	10	18	22	12	10	3	5	5	10	2	2	35	5	10	30	2	2	2	2	2	2	15	3	5	10	7	8	5	3	15	14	2	2	2	10	2	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	294	16	16	11	26	10	4	5	18	19	12	4	0	3	2	10	2	1	33	5	7	17	0	0	0	0	1	0	7	0	5	10	3	3	5	3	15	11	0	0	2	7	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	100	15	4	10	11	1	2	1	1	3	3	0	1	2	0	4	1	0	0	1	5	4	1	1	1	0	1	1	1	0	1	4	2	1	1	5	2	2	0	1	1	1	1	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	103	4	4	0	4	0	4	5	0	3	0	6	3	2	3	0	0	1	2	0	3	13	2	2	2	2	1	2	8	3	0	0	4	5	0	0	0	3	2	2	0	3	2	1	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1268	99	82	95	90	34	31	42	25	41	14	42	6	18	12	44	11	2	45	14	33	34	24	4	8	12	2	13	38	29	27	37	39	38	16	17	16	27	8	9	4	57	11	4	14					
