Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Богородская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245					
1	"Число избирателей, внесенных в список"	55905	1243	1687	816	1246	2447	1107	1655	885	1122	1562	1144	1875	794	2368	2311	1579	2114	2207	1785	834	892	357	542	621	600	1099	2597	1682	600	1323	1490	197	454	1339	284	537	413	841	405	1564	556	1906	384	638	976	340	201	81	979	261	441	524					
2	Число полученных избирательных бюллетеней	55384	1235	1653	810	1252	2360	1070	1660	890	1120	1550	1129	1875	795	2370	2300	1540	2120	2185	1769	820	885	350	540	615	600	1100	2650	1630	590	1315	1505	195	454	1320	260	510	420	836	389	1530	550	1900	375	630	970	335	200	80	965	232	430	520					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	26895	616	786	368	512	1074	533	832	343	513	614	505	959	298	857	1172	738	1000	1074	761	393	510	140	302	293	151	431	1285	1226	260	482	744	93	237	639	70	172	185	410	135	1000	339	1255	174	296	452	221	107	57	486	189	298	308					
5	"Число избирательных бюллетеней, выданных вне помещения"	3712	18	43	14	52	142	44	25	34	13	30	48	37	65	101	59	60	23	23	53	5	77	58	61	123	121	35	44	101	122	210	46	27	108	134	131	164	104	78	105	183	67	182	38	121	165	23	0	12	66	20	30	67					
6	Число погашенных избирательных бюллетеней	24777	601	824	428	688	1144	493	803	513	594	906	576	879	432	1412	1069	742	1097	1088	955	422	298	152	177	199	328	634	1321	303	208	623	715	75	109	547	59	174	131	348	149	347	144	463	163	213	353	91	93	11	413	23	102	145					
7	Число избирательных бюллетеней в переносных ящиках	3712	18	43	14	52	142	44	25	34	13	30	48	37	65	101	59	60	23	23	53	5	77	58	61	123	121	35	44	101	122	210	46	27	108	134	131	164	104	78	105	183	67	182	38	121	165	23	0	12	66	20	30	67					
8	Число бюллетеней в стационарных ящиках для голосования	26892	615	786	368	512	1074	533	832	343	513	614	505	959	298	857	1171	738	1000	1074	761	393	510	140	302	293	150	431	1285	1226	260	482	744	93	237	639	70	172	185	410	135	1000	339	1255	174	296	452	221	107	57	486	189	298	308					
9	Число недействительных избирательных бюллетеней	260	6	5	4	4	10	7	9	2	8	4	2	13	1	4	4	6	11	9	6	1	5	0	5	2	4	2	19	11	3	2	7	2	7	11	4	0	1	3	8	5	6	4	0	3	3	7	2	0	9	2	5	2					
10	Число действительных избирательных бюллетеней	30344	627	824	378	560	1206	570	848	375	518	640	551	983	362	954	1226	792	1012	1088	808	397	582	198	358	414	267	464	1310	1316	379	690	783	118	338	762	197	336	288	485	232	1178	400	1433	212	414	614	237	105	69	543	207	323	373					
11	Число полученных открепительных  удостоверений	998	20	25	15	20	35	20	25	15	20	20	20	25	15	35	35	25	35	35	25	15	15	10	15	15	15	20	35	53	10	20	20	10	10	20	10	15	10	15	10	20	15	25	10	15	15	10	10	10	15	15	15	15					
12	Число выданных открепительных удостоверений	249	2	13	4	4	8	4	5	8	3	4	0	4	1	1	13	2	11	10	10	3	3	1	0	2	1	3	6	53	4	4	4	1	7	10	0	3	1	4	1	9	1	8	0	0	5	0	0	0	4	1	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	243	7	4	0	6	14	6	2	2	4	4	0	4	0	2	7	5	6	10	3	6	2	3	0	1	0	3	4	50	6	13	5	3	2	6	0	0	2	3	9	3	1	8	1	6	5	3	0	0	1	7	2	2					
14	Число неиспользованных открепительных удостоверений	749	18	12	11	16	27	16	20	7	17	16	20	21	14	34	22	23	24	25	15	12	12	9	15	13	14	17	29	0	6	16	16	9	3	10	10	12	9	11	9	11	14	17	10	15	10	10	10	10	11	14	13	14					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																											
18	. Глазьев Сергей Юрьевич	987	30	22	15	20	35	19	42	7	17	31	23	61	9	37	51	29	37	50	32	24	14	4	4	11	8	6	35	11	8	29	35	2	17	25	3	7	16	17	12	18	6	33	6	12	6	4	3	6	12	4	15	7					
		3.23%	4.74%	2.65%	3.93%	3.55%	2.88%	3.29%	4.90%	1.86%	3.23%	4.81%	4.16%	6.12%	2.48%	3.86%	4.15%	3.63%	3.62%	4.56%	3.93%	6.03%	2.39%	2.02%	1.10%	2.64%	2.95%	1.29%	2.63%	0.83%	2.09%	4.19%	4.43%	1.67%	4.93%	3.23%	1.49%	2.08%	5.54%	3.48%	5.00%	1.52%	1.48%	2.30%	2.83%	2.88%	0.97%	1.64%	2.80%	8.70%	2.17%	1.91%	4.57%	1.87%					
19	. Малышкин Олег Александрович	703	14	21	9	11	23	13	25	7	16	8	15	24	4	44	32	9	26	27	22	10	14	6	11	12	4	8	32	13	13	10	20	4	8	32	4	5	6	17	12	17	6	19	2	4	20	4	1	0	22	1	8	8					
		2.30%	2.21%	2.53%	2.36%	1.95%	1.89%	2.25%	2.92%	1.86%	3.04%	1.24%	2.71%	2.41%	1.10%	4.59%	2.60%	1.13%	2.54%	2.46%	2.70%	2.51%	2.39%	3.03%	3.03%	2.88%	1.48%	1.72%	2.41%	0.98%	3.40%	1.45%	2.53%	3.33%	2.32%	4.14%	1.99%	1.49%	2.08%	3.48%	5.00%	1.44%	1.48%	1.32%	0.94%	0.96%	3.24%	1.64%	0.93%	0.00%	3.99%	0.48%	2.44%	2.13%					
