Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
Наименование Избирательной комиссии:    Рутульская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198					
1	"Число избирателей, внесенных в списки избирателей"	13316	314	335	496	236	770	430	616	480	30	197	456	177	206	332	293	42	398	335	180	100	310	101	550	480	203	170	317	288	225	185	135	264	30	182	73	212	160	330	140	46	73	95	40	382	395	560	342	40	170	120	82	45	148					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13195	310	320	490	235	770	420	600	480	30	195	450	170	200	330	293	40	390	330	180	100	310	100	550	480	200	170	310	280	225	185	135	260	30	180	70	210	160	330	140	45	73	95	40	382	395	560	342	40	170	120	82	45	148					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12272	295	283	456	217	753	368	581	450	28	180	418	168	185	326	279	38	384	320	164	76	283	98	520	461	182	156	301	254	200	180	125	234	28	132	65	187	140	305	137	34	64	85	39	355	363	553	302	34	152	105	37	44	148					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0					
6	Число погашенных избирательных бюллетеней	900	15	37	34	18	17	52	19	30	2	15	32	2	15	4	14	2	6	10	16	24	27	2	30	19	18	14	9	26	25	5	10	26	2	48	5	23	20	25	3	11	9	10	1	27	32	7	40	6	18	15	22	1	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12272	295	283	456	217	753	368	581	450	28	180	418	168	185	326	279	38	384	320	164	76	283	98	520	461	182	156	301	254	200	180	125	234	28	132	65	187	140	305	137	34	64	85	39	355	363	553	302	34	152	105	37	44	148					
9	Число недействительных избирательных бюллетеней	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0					
10	Число действительных избирательных бюллетеней	12286	295	283	456	217	753	368	581	448	28	180	418	168	185	326	279	38	384	320	164	76	282	98	520	460	182	156	301	254	200	180	125	234	28	132	65	187	140	305	137	34	64	85	39	355	363	553	300	34	150	104	60	44	148					
