Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Мглинская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660					
1	"Число избирателей, внесенных в список избирателей"	15250	158	370	503	273	155	265	552	170	539	414	304	258	116	106	299	143	539	814	469	155	421	277	317	500	309	187	341	1017	1044	1042	1014	1142	1037					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15593	165	380	520	280	160	280	555	170	550	420	315	270	115	110	310	145	568	840	475	160	435	290	335	530	320	195	350	980	1020	1060	1030	1190	1070					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8994	94	215	280	193	121	162	493	125	296	238	205	157	81	75	238	57	289	331	236	108	238	127	158	309	175	140	197	589	534	775	555	689	514					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2138	53	78	89	42	18	48	31	18	180	70	71	44	30	16	17	64	114	147	63	13	107	43	42	89	44	23	58	103	101	56	96	39	131					
6	Число погашенных избирательных бюллетеней	4461	18	87	151	45	21	70	31	27	74	112	39	69	4	19	55	24	165	362	176	39	90	120	135	132	101	32	95	288	385	229	379	462	425					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2138	53	78	89	42	18	48	31	18	180	70	71	44	30	16	17	64	114	147	63	13	107	43	42	89	44	23	58	103	101	56	96	39	131					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8992	94	215	280	193	121	162	493	125	296	238	205	157	81	75	238	57	289	331	236	108	238	127	158	309	175	140	197	588	534	775	555	688	514					
9	Число недействительных избирательных бюллетеней	135	0	3	0	3	0	3	2	4	2	3	0	4	1	1	15	5	1	7	8	2	5	1	3	3	5	4	1	13	9	5	9	7	6					
10	Число действительных избирательных бюллетеней	10995	147	290	369	232	139	207	522	139	474	305	276	197	110	90	240	116	402	471	291	119	340	169	197	395	214	159	254	678	626	826	642	720	639					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	161	1	0	3	2	1	8	2	1	2	2	3	7	2	2	2	0	12	8	3	2	2	2	3	7	2	0	2	10	13	13	13	21	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	161	1	0	3	2	1	8	2	1	2	2	3	7	2	2	2	0	12	8	3	2	2	2	3	7	2	0	2	10	13	13	13	21	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	52	1	0	1	2	2	3	2	1	1	3	0	1	2	3	0	0	0	2	3	1	3	0	0	0	0	1	1	8	2	3	2	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	4	2	1	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	971	7	11	18	11	5	19	17	4	30	29	9	18	7	16	16	4	50	35	29	10	18	21	30	28	27	8	16	96	82	63	63	89	85					
		8.72%	4.76%	3.75%	4.88%	4.68%	3.60%	9.05%	3.24%	2.80%	6.30%	9.42%	3.26%	8.96%	6.31%	17.58%	6.27%	3.31%	12.41%	7.32%	9.70%	8.26%	5.22%	12.35%	15.00%	7.04%	12.33%	4.91%	6.27%	13.89%	12.91%	7.58%	9.68%	12.24%	13.18%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	882	7	16	29	26	3	12	19	7	20	33	9	9	6	3	14	4	18	55	46	16	11	7	17	12	19	3	38	69	68	63	88	80	55					
		7.92%	4.76%	5.46%	7.86%	11.06%	2.16%	5.71%	3.63%	4.90%	4.20%	10.71%	3.26%	4.48%	5.41%	3.30%	5.49%	3.31%	4.47%	11.51%	15.38%	13.22%	3.19%	4.12%	8.50%	3.02%	8.68%	1.84%	14.90%	9.99%	10.71%	7.58%	13.52%	11.00%	8.53%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	73	1	1	2	1	0	1	1	0	3	6	0	0	1	2	2	0	1	3	5	1	1	0	2	0	2	0	2	9	8	1	8	6	3					
		0.66%	0.68%	0.34%	0.54%	0.43%	0.00%	0.48%	0.19%	0.00%	0.63%	1.95%	0.00%	0.00%	0.90%	2.20%	0.78%	0.00%	0.25%	0.63%	1.67%	0.83%	0.29%	0.00%	1.00%	0.00%	0.91%	0.00%	0.78%	1.30%	1.26%	0.12%	1.23%	0.83%	0.47%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1637	5	18	31	43	38	20	21	11	54	44	33	44	10	3	17	12	61	92	44	14	46	18	34	47	35	9	36	134	122	152	116	159	114					
		14.71%	3.40%	6.14%	8.40%	18.30%	27.34%	9.52%	4.01%	7.69%	11.34%	14.29%	11.96%	21.89%	9.01%	3.30%	6.67%	9.92%	15.14%	19.25%	14.72%	11.57%	13.33%	10.59%	17.00%	11.81%	15.98%	5.52%	14.12%	19.39%	19.21%	18.29%	17.82%	21.87%	17.67%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	103	0	0	2	3	0	8	2	0	1	5	0	1	0	1	0	0	1	3	4	4	1	2	2	1	3	0	0	13	6	10	9	13	8					
