Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Магдагачинская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390					
1	"Число избирателей, внесенных в списки избирателей"	19731	473	1120	805	1312	764	359	1658	831	716	1626	1460	1848	2194	2096	787	280	864	187	266	85					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19050	600	1010	820	1200	770	370	1520	800	680	1520	1320	1800	2130	2020	700	300	880	220	300	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	64	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11701	430	822	581	721	446	266	814	377	438	786	773	1092	1345	1104	539	223	584	136	176	48					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1202	0	45	62	122	104	14	136	97	114	46	45	33	82	69	88	24	65	12	13	31					
6	Число погашенных избирательных бюллетеней	6057	170	143	177	357	220	90	570	326	128	688	502	675	703	847	73	53	231	46	47	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1292	0	45	62	122	104	14	136	97	114	46	45	33	82	69	88	24	65	38	77	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11696	430	822	581	721	446	266	814	377	438	783	773	1092	1343	1104	539	223	584	136	176	48					
9	Число недействительных избирательных бюллетеней	97	0	10	3	4	3	2	3	3	9	11	7	7	12	15	4	2	2	0	0	0					
10	Число действительных избирательных бюллетеней	12891	430	857	640	839	547	278	947	471	543	818	811	1118	1413	1158	623	245	647	174	253	79					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	183	0	5	5	10	10	7	12	8	9	15	15	20	20	15	5	5	5	5	10	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	118	0	4	5	6	0	4	12	2	9	4	9	17	20	5	5	0	3	2	10	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	130	34	1	3	8	2	3	5	2	7	15	3	3	10	11	16	1	2	1	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	65	0	1	0	4	10	3	0	6	0	11	6	3	0	10	0	5	2	3	0	1					
