Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Магдагачинская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381					
1	"Число избирателей, внесенных в список избирателей"	20621	1636	1619	1718	2136	1979	823	166	218	1986	1022	756	1231	743	349	1598	829	742	762	308					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18850	1400	1500	1500	1700	1800	800	176	215	1700	1000	660	1200	699	350	1600	800	750	700	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	144	0	47	0	0	0	0	10	14	0	0	0	0	0	0	0	29	44	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8847	530	534	800	979	771	422	106	142	1010	431	350	538	313	183	648	302	291	333	164					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	739	44	50	33	28	63	52	10	2	0	48	41	73	89	6	29	50	35	79	7					
6	Число погашенных избирательных бюллетеней	9120	826	869	667	693	966	326	50	57	690	521	269	589	297	161	923	419	380	288	129					
7	Число избирательных бюллетеней в переносных ящиках для голосования	883	44	97	33	28	63	52	20	16	0	48	41	73	89	6	29	79	79	79	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8845	530	533	799	979	771	422	106	142	1010	431	350	538	313	183	648	302	291	333	164					
9	Число недействительных избирательных бюллетеней	289	10	14	15	19	27	16	7	5	92	9	7	15	11	1	9	3	11	14	4					
10	Число действительных избирательных бюллетеней	9439	564	616	817	988	807	458	119	153	918	470	384	596	391	188	668	378	359	398	167					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	180	15	15	20	20	20	5	5	5	0	7	5	8	10	5	10	10	10	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	82	4	5	4	15	6	3	0	5	0	6	4	3	1	3	9	5	6	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	210	9	4	9	7	11	1	1	5	130	0	2	0	0	3	3	4	2	18	1					
14	Число погашенных неиспользованных открепительных удостоверений	98	11	10	16	5	14	2	5	0	0	1	1	5	9	2	1	5	4	3	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	1	2	0	3	1	0	0	3	0	0	0	0	0	0	1	0	1	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	968	48	56	91	121	95	29	24	13	64	58	40	63	34	20	75	42	45	41	9					
		9.95%	8.36%	8.89%	10.94%	12.02%	11.39%	6.12%	19.05%	8.23%	6.34%	12.11%	10.23%	10.31%	8.46%	10.58%	11.08%	11.02%	12.16%	9.95%	5.26%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2186	166	194	206	288	205	58	30	28	225	107	95	109	71	35	93	76	86	84	30					
		22.47%	28.92%	30.79%	24.76%	28.60%	24.58%	12.24%	23.81%	17.72%	22.28%	22.34%	24.30%	17.84%	17.66%	18.52%	13.74%	19.95%	23.24%	20.39%	17.54%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	158	15	12	12	16	20	5	0	2	10	10	7	9	3	2	12	9	4	8	2					
		1.62%	2.61%	1.90%	1.44%	1.59%	2.40%	1.05%	0.00%	1.27%	0.99%	2.09%	1.79%	1.47%	0.75%	1.06%	1.77%	2.36%	1.08%	1.94%	1.17%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1679	97	103	138	164	119	49	18	25	148	89	80	157	101	34	161	54	60	71	11					
		17.26%	16.90%	16.35%	16.59%	16.29%	14.27%	10.34%	14.29%	15.82%	14.65%	18.58%	20.46%	25.70%	25.12%	17.99%	23.78%	14.17%	16.22%	17.23%	6.43%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	111	12	7	18	14	13	3	0	0	12	3	3	2	5	3	9	3	3	0	1					
		1.14%	2.09%	1.11%	2.16%	1.39%	1.56%	0.63%	0.00%	0.00%	1.19%	0.63%	0.77%	0.33%	1.24%	1.59%	1.33%	0.79%	0.81%	0.00%	0.58%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4298	220	244	348	380	353	312	47	83	453	201	158	255	177	93	315	193	160	192	114					
		44.18%	38.33%	38.73%	41.83%	37.74%	42.33%	65.82%	37.30%	52.53%	44.85%	41.96%	40.41%	41.73%	44.03%	49.21%	46.53%	50.66%	43.24%	46.60%	66.67%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	39	6	0	4	5	2	2	0	2	6	2	1	1	0	1	3	1	1	2	0					
		0.40%	1.05%	0.00%	0.48%	0.50%	0.24%	0.42%	0.00%	1.27%	0.59%	0.42%	0.26%	0.16%	0.00%	0.53%	0.44%	0.26%	0.27%	0.49%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
