Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Елецкая																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	22639	1170	812	328	482	363	751	217	245	960	270	236	482	568	197	183	1319	1198	1276	118	1150	1185	624	2331	556	546	1078	297	1140	1188	322	811	236									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22795	1160	820	330	485	360	760	220	245	970	265	245	485	575	200	180	1330	1220	1280	110	1170	1195	640	2330	560	550	1080	290	1160	1200	325	820	235									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	14637	965	612	230	322	254	445	161	160	588	195	147	217	388	122	126	803	594	621	87	802	906	434	1451	455	279	741	196	788	624	224	510	190									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3692	47	99	42	50	32	162	43	51	182	48	47	143	47	33	27	160	223	328	23	78	77	138	368	41	187	215	61	137	326	87	170	20									
6	Число погашенных избирательных бюллетеней	4466	148	109	58	113	74	153	16	34	200	22	51	125	140	45	27	367	403	331	0	290	212	68	511	64	84	124	33	235	250	14	140	25									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	3692	47	99	42	50	32	162	43	51	182	48	47	143	47	33	27	160	223	328	23	78	77	138	368	41	187	215	61	137	326	87	170	20									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	14637	965	612	230	322	254	445	161	160	588	195	147	217	388	122	126	803	594	621	87	802	906	434	1451	455	279	741	196	788	624	224	510	190									
9	Число недействительных избирательных бюллетеней	182	9	1	6	10	2	1	0	1	3	0	0	6	11	2	1	13	32	10	0	2	12	0	11	4	2	13	1	23	0	4	2	0									
10	Число действительных избирательных бюллетеней	18147	1003	710	266	362	284	606	204	210	767	243	194	354	424	153	152	950	785	939	110	878	971	572	1808	492	464	943	256	902	950	307	678	210									
