Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Балтайская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	9162	699	654	645	624	435	155	530	605	93	572	326	98	66	538	185	341	615	637	506	174	664									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9070	700	650	650	650	400	160	550	580	95	550	300	100	65	550	190	350	600	630	500	170	630									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5456	341	354	388	277	329	119	302	337	70	396	224	70	56	300	138	208	341	428	342	103	333									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	977	58	25	22	80	20	22	46	67	9	54	48	17	5	97	25	92	114	50	37	27	62									
6	Число погашенных избирательных бюллетеней	2637	301	271	240	293	51	19	202	176	16	100	28	13	4	153	27	50	145	152	121	40	235									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	977	58	25	22	80	20	22	46	67	9	54	48	17	5	97	25	92	114	50	37	27	62									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5456	341	354	388	277	329	119	302	337	70	396	224	70	56	300	138	208	341	428	342	103	333									
9	Число недействительных избирательных бюллетеней	64	3	5	4	5	3	0	2	2	0	0	0	6	0	2	0	16	6	4	3	1	2									
10	Число действительных избирательных бюллетеней	6369	396	374	406	352	346	141	346	402	79	450	272	81	61	395	163	284	449	474	376	129	393									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	220	13	15	23	18	4	3	30	18	0	15	7	0	1	15	7	15	13	8	7	3	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	209	13	13	23	16	2	3	30	18	0	13	7	0	1	15	6	15	13	8	7	2	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	44	5	0	2	1	4	0	5	0	2	0	3	2	2	2	2	1	1	0	6	3	3									
14	Число погашенных неиспользованных открепительных удостоверений	11	0	2	0	2	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	5	0	4	8	3	0	1	0	1	0	0	0	0	2	1	1	1	0	0	0	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	27	4	1	0	1	1	0	4	2	0	1	3	1	0	3	0	0	1	0	0	1	4									
		0.42%	1.00%	0.26%	0.00%	0.28%	0.29%	0.00%	1.15%	0.50%	0.00%	0.22%	1.10%	1.15%	0.00%	0.76%	0.00%	0.00%	0.22%	0.00%	0.00%	0.77%	1.01%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	143	8	13	12	10	12	3	12	14	3	2	6	2	2	6	3	4	0	12	6	7	6									
		2.22%	2.01%	3.43%	2.93%	2.80%	3.44%	2.13%	3.45%	3.47%	3.80%	0.44%	2.21%	2.30%	3.28%	1.51%	1.84%	1.33%	0.00%	2.51%	1.58%	5.38%	1.52%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	52	2	4	2	2	2	1	3	3	0	1	6	0	0	7	1	2	5	5	0	2	4									
		0.81%	0.50%	1.06%	0.49%	0.56%	0.57%	0.71%	0.86%	0.74%	0.00%	0.22%	2.21%	0.00%	0.00%	1.76%	0.61%	0.67%	1.10%	1.05%	0.00%	1.54%	1.01%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4423	235	213	252	223	250	114	195	253	55	353	204	67	55	311	131	222	356	346	279	75	234									
		68.75%	58.90%	56.20%	61.46%	62.46%	71.63%	80.85%	56.03%	62.62%	69.62%	78.44%	75.00%	77.01%	90.16%	78.34%	80.37%	74.00%	78.24%	72.38%	73.61%	57.69%	59.24%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	15	0	1	0	4	0	2	1	1	0	1	0	0	0	2	1	0	1	1	0	0	0									
		0.23%	0.00%	0.26%	0.00%	1.12%	0.00%	1.42%	0.29%	0.25%	0.00%	0.22%	0.00%	0.00%	0.00%	0.50%	0.61%	0.00%	0.22%	0.21%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2									
		0.09%	0.50%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	885	90	80	80	72	29	11	76	58	5	51	29	3	1	33	15	8	54	65	63	18	44									
		13.76%	22.56%	21.11%	19.51%	20.17%	8.31%	7.80%	21.84%	14.36%	6.33%	11.33%	10.66%	3.45%	1.64%	8.31%	9.20%	2.67%	11.87%	13.60%	16.62%	13.85%	11.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	2	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0									
