Выборы Президента Российской Федерации																																														
Дата голосования: 18.03.2018																																														
																																														
Наименование Избирательной комиссии:    Муромская																																														
																																														
Сводная таблица итогов голосования																																														
																																														
	Число участковых избирательных комиссий	35																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	35																																												
																																														
		Сумма	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055									
1	"Число избирателей, включенных в список избирателей"	13180	129	201	90	316	270	177	298	529	145	347	550	172	273	404	194	597	481	217	665	161	737	415	178	257	522	806	757	433	349	181	395	306	295	550	783									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12560	110	200	80	300	250	140	270	530	130	340	540	180	250	410	190	570	460	210	640	150	750	420	160	220	500	780	730	410	330	160	330	270	270	520	760									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7775	40	106	35	162	181	102	153	312	98	211	351	95	167	229	135	373	281	93	368	74	454	231	91	144	328	508	449	248	217	80	226	182	151	371	529									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1499	39	23	17	38	15	20	53	52	5	35	46	24	25	46	14	71	52	24	78	42	48	63	23	42	53	55	78	35	34	48	73	42	70	50	66									
6	Число погашенных избирательных бюллетеней	3286	31	71	28	100	54	18	64	166	27	94	143	61	58	135	41	126	127	93	194	34	248	126	46	34	119	217	203	127	79	32	31	46	49	99	165									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1499	39	23	17	38	15	20	53	52	5	35	46	24	25	46	14	71	52	24	78	42	48	63	23	42	53	55	78	35	34	48	73	42	70	50	66									
8	Число бюллетеней в стационарных ящиках для голосования	7775	40	106	35	162	181	102	153	312	98	211	351	95	167	229	135	373	281	93	368	74	454	231	91	144	328	508	449	248	217	80	226	182	151	371	529									
9	Число недействительных избирательных бюллетеней	98	0	3	0	5	1	2	2	6	0	2	7	1	1	1	4	4	3	1	2	0	4	2	1	1	10	4	7	1	1	3	4	2	2	3	8									
10	Число действительных избирательных бюллетеней	9176	79	126	52	195	195	120	204	358	103	244	390	118	191	274	145	440	330	116	444	116	498	292	113	185	371	559	520	282	250	125	295	222	219	418	587									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
13	Бабурин Сергей Николаевич	70	1	0	2	4	1	0	4	3	0	5	2	0	3	3	0	8	3	0	1	0	4	4	0	3	2	6	3	0	0	0	0	2	2	0	4									
		0.75%	1.27%	0.00%	3.85%	2.00%	0.51%	0.00%	1.94%	0.82%	0.00%	2.03%	0.50%	0.00%	1.56%	1.09%	0.00%	1.80%	0.90%	0.00%	0.22%	0.00%	0.80%	1.36%	0.00%	1.61%	0.52%	1.07%	0.57%	0.00%	0.00%	0.00%	0.00%	0.89%	0.90%	0.00%	0.67%									
14	Грудинин Павел Николаевич	1067	7	9	5	20	19	8	25	34	11	38	68	21	25	29	18	55	44	15	46	10	37	36	12	23	43	80	52	28	26	12	36	16	24	59	76									
		11.51%	8.86%	6.98%	9.62%	10.00%	9.69%	6.56%	12.14%	9.34%	10.68%	15.45%	17.13%	17.65%	13.02%	10.55%	12.08%	12.39%	13.21%	12.82%	10.31%	8.62%	7.37%	12.24%	10.53%	12.37%	11.29%	14.21%	9.87%	9.89%	10.36%	9.38%	12.04%	7.14%	10.86%	14.01%	12.77%									
15	Жириновский Владимир Вольфович	758	5	14	3	21	12	10	17	32	8	21	42	1	25	17	18	32	32	11	51	4	40	13	7	19	25	61	44	23	16	8	27	19	14	32	34									
		8.17%	6.33%	10.85%	5.77%	10.50%	6.12%	8.20%	8.25%	8.79%	7.77%	8.54%	10.58%	0.84%	13.02%	6.18%	12.08%	7.21%	9.61%	9.40%	11.43%	3.45%	7.97%	4.42%	6.14%	10.22%	6.56%	10.83%	8.35%	8.13%	6.37%	6.25%	9.03%	8.48%	6.33%	7.60%	5.71%									
16	Путин Владимир Владимирович	7037	65	99	41	143	159	100	157	279	82	173	268	91	128	218	105	330	248	88	333	99	408	232	91	135	287	384	413	229	205	103	221	182	167	311	463									
		75.88%	82.28%	76.74%	78.85%	71.50%	81.12%	81.97%	76.21%	76.65%	79.61%	70.33%	67.51%	76.47%	66.67%	79.27%	70.47%	74.32%	74.47%	75.21%	74.66%	85.34%	81.27%	78.91%	79.82%	72.58%	75.33%	68.21%	78.37%	80.92%	81.67%	80.47%	73.91%	81.25%	75.57%	73.87%	77.82%									
17	Собчак Ксения Анатольевна	89	1	2	1	3	0	2	0	2	0	2	4	2	1	1	2	8	2	0	4	0	2	3	0	3	6	14	3	0	0	0	5	0	6	7	3									
		0.96%	1.27%	1.55%	1.92%	1.50%	0.00%	1.64%	0.00%	0.55%	0.00%	0.81%	1.01%	1.68%	0.52%	0.36%	1.34%	1.80%	0.60%	0.00%	0.90%	0.00%	0.40%	1.02%	0.00%	1.61%	1.57%	2.49%	0.57%	0.00%	0.00%	0.00%	1.67%	0.00%	2.71%	1.66%	0.50%									
18	Сурайкин Максим Александрович	68	0	2	0	3	2	0	0	3	0	1	1	1	5	4	1	2	0	1	3	0	5	1	1	1	4	7	1	0	2	0	1	1	4	6	5									
		0.73%	0.00%	1.55%	0.00%	1.50%	1.02%	0.00%	0.00%	0.82%	0.00%	0.41%	0.25%	0.84%	2.60%	1.45%	0.67%	0.45%	0.00%	0.85%	0.67%	0.00%	0.99%	0.34%	0.88%	0.54%	1.05%	1.24%	0.19%	0.00%	0.80%	0.00%	0.33%	0.45%	1.81%	1.43%	0.84%									
19	Титов Борис Юрьевич	48	0	0	0	1	1	0	0	3	2	0	1	0	2	1	0	2	1	1	5	3	2	1	0	1	3	5	3	2	0	1	1	2	1	2	1									
		0.52%	0.00%	0.00%	0.00%	0.50%	0.51%	0.00%	0.00%	0.82%	1.94%	0.00%	0.25%	0.00%	1.04%	0.36%	0.00%	0.45%	0.30%	0.85%	1.12%	2.59%	0.40%	0.34%	0.00%	0.54%	0.79%	0.89%	0.57%	0.71%	0.00%	0.78%	0.33%	0.89%	0.45%	0.48%	0.17%									
20	Явлинский Григорий Алексеевич	39	0	0	0	0	1	0	1	2	0	4	4	2	2	1	1	3	0	0	1	0	0	2	2	0	1	2	1	0	1	1	4	0	1	1	1									
		0.42%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.49%	0.55%	0.00%	1.63%	1.01%	1.68%	1.04%	0.36%	0.67%	0.68%	0.00%	0.00%	0.22%	0.00%	0.00%	0.68%	1.75%	0.00%	0.26%	0.36%	0.19%	0.00%	0.40%	0.78%	1.34%	0.00%	0.45%	0.24%	0.17%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
