Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Верхнедонская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №948	УИК №949	УИК №950	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №976					
1	"Число избирателей, внесенных в список избирателей"	16764	100	153	190	565	140	139	2710	1462	308	140	772	681	85	1176	86	515	136	883	198	149	213	1329	201	147	462	104	156	655	93	173	198	437	405	202	87	745	187	382					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17192	105	163	203	578	149	137	2806	1480	346	139	780	697	85	1194	89	522	142	914	206	155	221	1327	204	159	467	106	163	677	94	176	216	450	409	202	85	756	192	398					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10613	76	126	120	418	92	116	1589	858	206	114	475	381	79	625	71	435	102	647	129	113	148	933	164	113	258	88	125	354	74	118	117	231	230	140	65	373	109	201					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1930	11	12	29	58	24	9	90	119	74	17	122	138	1	78	8	30	16	150	37	26	53	130	26	26	165	13	0	60	7	6	30	72	39	30	17	87	47	73					
6	Число погашенных избирательных бюллетеней	4649	18	25	54	102	33	12	1127	503	66	8	183	178	5	491	10	57	24	117	40	16	20	264	14	20	44	5	38	263	13	52	69	147	140	32	3	296	36	124					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1930	11	12	29	58	24	9	90	119	74	17	122	138	1	78	8	30	16	150	37	26	53	130	26	26	165	13	0	60	7	6	30	72	39	30	17	87	47	73					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10613	76	126	120	418	92	116	1589	858	206	114	475	381	79	625	71	435	102	647	129	113	148	933	164	113	258	88	125	354	74	118	117	231	230	140	65	373	109	201					
9	Число недействительных избирательных бюллетеней	128	0	0	0	21	1	0	18	8	3	3	6	11	0	9	0	0	1	0	0	0	0	13	0	6	0	3	0	5	0	1	7	4	4	1	0	3	0	0					
10	Число действительных избирательных бюллетеней	12415	87	138	149	455	115	125	1661	969	277	128	591	508	80	694	79	465	117	797	166	139	201	1050	190	133	423	98	125	409	81	123	140	299	265	169	82	457	156	274					
