Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Кумылженская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090					
1	"Число избирателей, внесенных в списки"	17751	2284	1404	1433	1725	187	299	199	367	804	606	1034	624	133	387	332	204	544	1004	71	76	574	124	631	644	77	312	60	1047	149	112	304					
2	"Число бюллетеней, полученных участковыми комиссиями"	16700	2000	1300	1300	1500	200	300	200	350	800	600	1000	600	130	380	300	200	540	900	70	80	580	130	600	600	110	300	60	1000	150	120	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7924	1015	695	520	707	82	109	94	186	391	178	517	291	60	158	165	71	187	517	52	46	220	62	369	334	36	113	20	482	61	39	147					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1304	56	26	103	70	27	64	46	48	45	80	44	28	36	42	49	52	113	40	3	7	53	26	20	25	27	55	6	42	31	20	20					
6	Число погашенных бюллетеней	7472	929	579	677	723	91	127	60	116	364	342	439	281	34	180	86	77	240	343	15	27	307	42	211	241	47	132	34	476	58	61	133					
7	Число бюллетеней в переносных ящиках для голосования	1304	56	26	103	70	27	64	46	48	45	80	44	28	36	42	49	52	113	40	3	7	53	26	20	25	27	55	6	42	31	20	20					
8	Число бюллетеней в стационарных ящиках для голосования	7922	1015	693	520	707	82	109	94	186	391	178	517	291	60	158	165	71	187	517	52	46	220	62	369	334	36	113	20	482	61	39	147					
9	Число недействительных бюллетеней	213	47	13	4	7	2	4	0	1	3	1	16	11	1	9	6	5	9	18	2	3	5	0	10	16	0	0	0	17	0	0	3					
10	Число действительных бюллетеней	9013	1024	706	619	770	107	169	140	233	433	257	545	308	95	191	208	118	291	539	53	50	268	88	379	343	63	168	26	507	92	59	164					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	35	25	25	25	3	5	3	5	15	10	15	10	3	5	5	5	10	15	3	3	10	3	10	10	3	5	3	20	3	3	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	40	6	7	6	0	2	2	0	0	1	1	0	1	0	0	2	0	1	4	0	0	0	0	0	3	0	3	0	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	43	4	0	2	1	0	2	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	4	0	0	25					
14	Число погашенных открепительных удостоверений	255	29	18	19	25	1	3	3	5	14	9	15	9	3	5	3	5	9	11	3	3	10	3	10	7	3	2	3	20	2	3	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
