Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Белозерская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94					
1	"Число избирателей, внесенных в списки"	16007	1805	1716	1786	1789	1779	325	138	170	321	81	285	62	178	213	202	437	111	302	282	116	315	209	147	309	384	468	243	75	88	472	980	219					
2	"Число бюллетеней, полученных участковыми комиссиями"	16459	1721	1640	1700	1736	1819	354	130	197	297	76	286	62	189	218	232	508	114	314	367	146	360	176	142	309	361	800	271	70	80	585	965	234					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8593	896	852	947	1011	865	168	43	107	174	27	162	37	94	120	90	196	32	182	210	24	222	120	56	197	205	453	166	70	63	193	485	126					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1198	8	17	33	71	32	50	73	11	54	38	37	13	20	28	55	115	57	32	72	79	14	34	46	22	8	14	20	0	0	74	50	21					
6	Число погашенных бюллетеней	6668	817	771	720	654	922	136	14	79	69	11	87	12	75	70	87	197	25	100	85	43	124	22	40	90	148	333	85	0	17	318	430	87					
7	Число бюллетеней в переносных ящиках для голосования	1198	8	17	33	71	32	50	73	11	54	38	37	13	20	28	55	115	57	32	72	79	14	34	46	22	8	14	20	0	0	74	50	21					
8	Число бюллетеней в стационарных ящиках для голосования	8546	894	852	947	1011	863	168	43	107	174	27	162	37	94	120	90	196	32	182	210	24	220	120	56	197	205	412	166	70	63	193	485	126					
9	Число недействительных бюллетеней	216	56	14	0	2	14	4	6	5	3	4	6	0	3	4	8	12	1	16	1	2	6	6	0	20	3	2	1	3	0	0	6	8					
10	Число действительных бюллетеней	9528	846	855	980	1080	881	214	110	113	225	61	193	50	111	144	137	299	88	198	281	101	228	148	102	199	210	424	185	67	63	267	529	139					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	460	25	30	30	30	30	10	10	10	20	10	10	10	10	15	10	10	10	15	10	5	10	10	10	15	10	20	10	10	5	30	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	52	4	10	6	7	4	1	1	1	0	0	1	0	0	0	2	4	0	0	2	0	3	2	1	0	0	0	0	0	0	2	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	48	6	4	3	2	1	4	1	2	7	1	0	1	0	0	1	4	0	0	2	2	1	0	0	2	1	1	0	0	2	0	0	0					
14	Число погашенных открепительных удостоверений	408	21	20	24	23	26	9	9	9	20	10	9	10	10	15	8	6	10	15	8	5	7	8	9	15	10	20	10	10	5	28	10	9					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	"1. ""ЕДИНЕНИЕ"""	115	13	9	7	7	12	0	0	0	4	1	0	0	1	2	3	4	2	5	4	1	5	1	2	4	2	9	0	1	0	7	2	7					
		1.18%	1.44%	1.03%	0.71%	0.64%	1.34%	0.0%	0.0%	0.0%	1.75%	1.53%	0.0%	0.0%	0.87%	1.35%	2.06%	1.28%	2.24%	2.33%	1.41%	0.97%	2.13%	0.64%	1.96%	1.82%	0.93%	2.11%	0.0%	1.42%	0.0%	2.62%	0.37%	4.76%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	108	18	9	13	19	14	1	1	1	2	0	0	2	0	2	1	1	3	2	8	0	0	1	0	0	3	0	2	0	0	1	2	2					
		1.10%	1.99%	1.03%	1.32%	1.75%	1.56%	0.45%	0.86%	0.84%	0.87%	0.0%	0.0%	4.0%	0.0%	1.35%	0.68%	0.32%	3.37%	0.93%	2.83%	0.0%	0.0%	0.64%	0.0%	0.0%	1.40%	0.0%	1.07%	0.0%	0.0%	0.37%	0.37%	1.36%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	278	27	22	27	32	20	4	8	3	10	2	6	1	2	4	2	16	3	4	5	3	7	3	2	9	2	1	4	5	1	16	23	4					
		2.85%	2.99%	2.53%	2.75%	2.95%	2.23%	1.83%	6.89%	2.54%	4.38%	3.07%	3.01%	2.0%	1.75%	2.70%	1.37%	5.14%	3.37%	1.86%	1.77%	2.91%	2.99%	1.94%	1.96%	4.10%	0.93%	0.23%	2.15%	7.14%	1.58%	5.99%	4.29%	2.72%					
