Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Вятско-Полянская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175					
1	"Число избирателей, внесенных в список"	27986	1509	1365	1107	1174	1716	1273	1134	1435	396	598	1523	1102	1690	1278	373	316	647	225	643	246	819	204	340	645	884	1053	761	629	418	1038	378	564	503					
2	Число полученных избирательных бюллетеней	28030	1558	1354	1121	1196	1728	1268	1127	1423	398	600	1525	1102	1695	1272	379	318	640	223	651	247	821	203	340	625	883	1039	760	629	418	1050	368	563	506					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14638	827	595	498	578	859	711	465	722	267	303	720	538	855	554	230	175	396	162	357	134	443	106	199	310	413	554	513	471	312	584	151	323	313					
5	"Число избирательных бюллетеней, выданных вне помещения"	1239	54	66	13	15	39	20	96	41	0	8	15	10	37	35	20	28	39	11	58	26	138	8	28	38	32	6	37	16	21	88	131	29	36					
6	Число погашенных избирательных бюллетеней	12153	677	693	610	603	830	537	566	660	131	289	790	554	803	683	129	115	205	50	236	87	240	89	113	277	438	479	210	142	85	378	86	211	157					
7	Число избирательных бюллетеней в переносных ящиках	1239	54	66	13	15	39	20	96	41	0	8	15	10	37	35	20	28	39	11	58	26	138	8	28	38	32	6	37	16	21	88	131	29	36					
8	Число бюллетеней в стационарных ящиках для голосования	14638	827	595	498	578	859	711	465	722	267	303	720	538	855	554	230	175	396	162	357	134	443	106	199	310	413	554	513	471	312	584	151	323	313					
9	Число недействительных избирательных бюллетеней	148	11	0	0	6	14	0	6	4	2	5	5	8	8	9	5	4	2	2	5	2	2	2	3	7	2	8	13	0	5	5	1	0	2					
10	Число действительных избирательных бюллетеней	15729	870	661	511	587	884	731	555	759	265	306	730	540	884	580	245	199	433	171	410	158	579	112	224	341	443	552	537	487	328	667	281	352	347					
11	Число полученных открепительных  удостоверений	385	15	20	16	16	22	16	16	16	7	8	26	22	12	16	4	5	8	4	8	5	12	5	5	8	12	14	12	8	8	16	6	8	9					
12	Число выданных открепительных удостоверений	109	7	4	8	4	8	5	5	6	2	3	7	2	5	1	4	2	6	2	8	0	0	0	1	0	1	0	2	1	1	2	0	5	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	63	4	2	2	2	3	4	1	2	1	1	1	7	2	1	2	1	3	1	2	1	1	0	2	2	1	2	1	1	0	5	2	0	3					
14	Число неиспользованных открепительных удостоверений	276	8	16	8	12	14	11	11	10	5	5	19	20	7	15	0	3	2	2	0	5	12	5	4	8	11	14	10	7	7	14	6	3	2					
15	"Число открепительных удостоверений, выданных в ТИК"	15	1	3	0	2	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	489	42	14	14	20	42	25	25	35	11	10	18	16	39	27	4	5	6	7	3	10	6	4	2	5	11	19	16	1	16	24	6	4	2					
		3.08%	4.77%	2.12%	2.74%	3.37%	4.68%	3.42%	4.46%	4.59%	4.12%	3.22%	2.45%	2.92%	4.37%	4.58%	1.60%	2.46%	1.38%	4.05%	0.72%	6.25%	1.03%	3.51%	0.88%	1.44%	2.47%	3.39%	2.91%	0.21%	4.80%	3.57%	2.13%	1.14%	0.57%					
19	. Малышкин Олег Александрович	306	12	8	12	13	20	14	9	14	5	7	17	9	14	7	6	6	8	0	9	7	19	7	4	9	13	8	6	10	0	19	4	10	0					
		1.93%	1.36%	1.21%	2.35%	2.19%	2.23%	1.92%	1.60%	1.83%	1.87%	2.25%	2.31%	1.64%	1.57%	1.19%	2.40%	2.96%	1.84%	0.00%	2.17%	4.38%	3.27%	6.14%	1.76%	2.59%	2.92%	1.43%	1.09%	2.05%	0.00%	2.83%	1.42%	2.84%	0.00%					
20	. Миронов Сергей Михайлович	150	17	6	2	3	13	11	4	5	5	4	8	7	10	1	3	3	2	0	7	0	3	1	4	0	4	4	1	1	0	8	4	6	3					
		0.94%	1.93%	0.91%	0.39%	0.51%	1.45%	1.50%	0.71%	0.66%	1.87%	1.29%	1.09%	1.28%	1.12%	0.17%	1.20%	1.48%	0.46%	0.00%	1.69%	0.00%	0.52%	0.88%	1.76%	0.00%	0.90%	0.71%	0.18%	0.21%	0.00%	1.19%	1.42%	1.70%	0.86%					
21	. Путин Владимир Владимирович	10253	557	468	378	384	545	444	395	503	181	221	515	367	595	365	164	112	293	126	283	117	444	74	142	233	287	354	293	244	152	448	180	212	177					
		64.58%	63.22%	70.80%	73.97%	64.76%	60.69%	60.74%	70.41%	65.92%	67.79%	71.06%	70.07%	66.97%	66.70%	61.97%	65.60%	55.17%	67.36%	72.83%	68.19%	73.12%	76.42%	64.91%	62.56%	66.95%	64.49%	63.21%	53.27%	50.10%	45.65%	66.67%	63.83%	60.23%	50.72%					
22	. Хакамада Ирина Муцуовна	299	22	7	13	20	17	22	17	22	5	3	4	6	25	12	3	0	8	5	2	1	9	2	4	8	11	12	8	2	2	7	6	5	9					
		1.88%	2.50%	1.06%	2.54%	3.37%	1.89%	3.01%	3.03%	2.88%	1.87%	0.96%	0.54%	1.09%	2.80%	2.04%	1.20%	0.00%	1.84%	2.89%	0.48%	0.62%	1.55%	1.75%	1.76%	2.30%	2.47%	2.14%	1.45%	0.41%	0.60%	1.04%	2.13%	1.42%	2.58%					
23	. Харитонов Николай Михайлович	3982	207	148	82	133	230	188	102	172	56	54	156	128	189	145	62	73	112	32	99	22	90	23	64	81	110	148	207	225	154	154	80	107	149					
		25.08%	23.50%	22.39%	16.05%	22.43%	25.61%	25.72%	18.18%	22.54%	20.97%	17.36%	21.22%	23.36%	21.19%	24.62%	24.80%	35.96%	25.75%	18.50%	23.86%	13.75%	15.49%	20.18%	28.19%	23.28%	24.72%	26.43%	37.64%	46.20%	46.25%	22.92%	28.37%	30.40%	42.69%					
																																								
24	Против всех	250	13	10	10	14	17	27	3	8	2	7	12	7	12	23	3	0	4	1	7	1	8	1	4	5	7	7	6	4	4	7	1	8	7					
		1.57%	1.48%	1.51%	1.96%	2.36%	1.89%	3.69%	0.53%	1.05%	0.75%	2.25%	1.63%	1.28%	1.35%	3.90%	1.20%	0.00%	0.92%	0.58%	1.69%	0.62%	1.38%	0.88%	1.76%	1.44%	1.57%	1.25%	1.09%	0.82%	1.20%	1.04%	0.35%	2.27%	2.01%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
