Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Курская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729					
1	"Число избирателей, внесенных в список избирателей"	35530	1370	1543	1840	1891	1280	1108	569	181	243	1489	1662	680	1039	2917	1219	1384	697	1754	1266	612	833	975	1207	2303	420	204	1035	521	690	1147	166	306	979					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31900	1300	1400	1600	1700	1100	1000	500	150	200	1300	1500	600	950	2600	1100	1300	600	1600	1100	550	750	850	1150	2100	350	200	950	500	600	1000	150	250	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14268	512	498	593	678	462	397	286	41	97	620	628	330	450	874	360	545	301	997	776	362	580	642	516	926	159	85	356	251	191	342	62	98	253					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1749	44	35	97	59	27	48	16	20	0	38	58	25	29	55	32	62	99	90	57	38	50	91	54	70	16	18	108	18	65	115	28	63	124					
6	Число погашенных избирательных бюллетеней	15883	744	867	910	963	611	555	198	89	103	642	814	245	471	1671	708	693	200	513	267	150	120	117	580	1104	175	97	486	231	344	543	60	89	523					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1749	44	35	97	59	27	48	16	20	0	38	58	25	29	55	32	62	99	90	57	38	50	91	54	70	16	18	108	18	65	115	28	63	124					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14266	512	498	593	678	462	397	286	41	97	620	628	330	450	874	360	545	301	997	776	362	580	642	516	926	158	85	355	251	191	342	62	98	253					
9	Число недействительных избирательных бюллетеней	311	5	4	15	18	12	7	9	2	3	31	20	10	24	12	14	10	12	13	4	1	7	11	5	21	6	0	9	5	4	4	0	1	12					
10	Число действительных избирательных бюллетеней	15704	551	529	675	719	477	438	293	59	94	627	666	345	455	917	378	597	388	1074	829	399	623	722	565	975	168	103	454	264	252	453	90	160	365					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	324	15	17	29	23	17	15	8	0	1	5	10	2	10	20	8	11	5	7	10	5	5	5	15	24	5	4	10	5	10	10	3	3	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	250	15	17	28	23	16	15	4	0	1	4	7	0	8	18	5	9	3	2	4	5	5	3	10	18	2	1	8	0	6	6	0	0	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	248	12	16	4	4	8	3	3	8	3	3	3	7	7	0	4	5	8	3	4	2	5	24	2	59	7	4	6	6	4	7	4	5	8					
14	Число погашенных неиспользованных открепительных удостоверений	74	0	0	1	0	1	0	4	0	0	1	3	2	2	2	3	2	2	5	6	0	0	2	5	6	3	3	2	5	4	4	3	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	3	0	0	7	3	3	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2078	96	104	131	142	92	91	33	7	19	61	85	36	27	69	25	97	23	111	67	75	73	20	77	136	18	12	70	36	58	87	22	22	56					
		12.98%	17.27%	19.51%	18.99%	19.27%	18.81%	20.45%	10.93%	11.48%	19.59%	9.27%	12.39%	10.14%	5.64%	7.43%	6.38%	15.98%	5.75%	10.21%	8.04%	18.75%	11.59%	2.73%	13.51%	13.65%	10.34%	11.65%	15.12%	13.38%	22.66%	19.04%	24.44%	13.66%	14.85%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1735	112	98	107	131	75	78	50	9	24	43	153	64	88	17	12	103	28	46	29	16	31	29	65	143	23	8	49	28	17	34	0	1	24					
		10.83%	20.14%	18.39%	15.51%	17.77%	15.34%	17.53%	16.56%	14.75%	24.74%	6.53%	22.30%	18.03%	18.37%	1.83%	3.06%	16.97%	7.00%	4.23%	3.48%	4.00%	4.92%	3.96%	11.40%	14.36%	13.22%	7.77%	10.58%	10.41%	6.64%	7.44%	0.00%	0.62%	6.37%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	134	4	3	7	7	10	1	2	2	1	8	5	2	2	3	3	7	9	7	9	2	9	8	3	3	1	1	4	2	2	2	0	0	5					
