Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Вешкаймская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109					
1	"Число избирателей, внесенных в списки"	18657	558	1077	238	850	456	599	461	314	735	197	183	173	1369	1536	1637	1475	448	1305	253	178	2252	343	953	260	268	96	308	135					
2	"Число бюллетеней, полученных участковыми комиссиями"	16639	511	961	215	744	410	532	428	276	643	182	165	154	1137	1344	1463	1308	396	1181	230	166	2062	299	854	231	239	90	291	127					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9722	294	593	148	543	240	341	235	168	428	131	113	104	655	809	825	635	247	585	162	119	1103	192	452	156	148	52	164	80					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	864	14	43	33	38	22	18	38	21	30	25	40	10	101	33	50	59	17	70	1	13	61	21	28	17	13	8	25	15					
6	Число погашенных бюллетеней	6053	203	325	34	163	148	173	155	87	185	26	12	40	381	502	588	614	132	526	67	34	898	86	374	58	78	30	102	32					
7	Число бюллетеней в переносных ящиках для голосования	864	14	43	33	38	22	18	38	21	30	25	40	10	101	33	50	59	17	70	1	13	61	21	28	17	13	8	25	15					
8	Число бюллетеней в стационарных ящиках для голосования	9720	294	593	148	543	240	340	235	168	428	131	113	104	655	808	825	635	247	585	162	119	1103	192	452	156	148	52	164	80					
9	Число недействительных бюллетеней	421	23	21	7	5	21	30	27	4	20	6	10	15	11	14	15	19	7	23	3	3	64	6	32	14	11	2	3	5					
10	Число действительных бюллетеней	10163	285	615	174	576	241	328	246	185	438	150	143	99	745	827	860	675	257	632	160	129	1100	207	448	159	150	58	186	90					
