Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Топчихинская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19327	2143	1390	2211	1585	640	702	477	898	234	517	332	602	1385	381	569	268	628	218	134	296	341	485	1122	447	97	190	1035									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15850	1800	1100	1800	1050	550	600	400	750	200	400	275	500	1150	300	450	200	525	200	125	250	300	425	925	400	95	180	900									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7329	949	459	800	945	228	208	134	279	92	264	132	179	399	116	238	107	247	84	61	107	150	166	364	139	52	84	346									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	676	47	33	28	10	9	68	43	24	5	19	12	28	54	23	46	15	27	10	7	16	8	30	62	6	3	6	37									
6	Число погашенных избирательных бюллетеней	7845	804	608	972	95	313	324	223	447	103	117	131	293	697	161	166	78	251	106	57	127	142	229	499	255	40	90	517									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	676	47	33	28	10	9	68	43	24	5	19	12	28	54	23	46	15	27	10	7	16	8	30	62	6	3	6	37									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7329	949	459	800	945	228	208	134	279	92	264	132	179	399	116	238	107	247	84	61	107	150	166	364	139	52	84	346									
9	Число недействительных избирательных бюллетеней	183	20	11	13	17	8	4	3	11	4	6	2	8	12	8	10	2	7	0	2	1	7	4	12	4	0	1	6									
10	Число действительных избирательных бюллетеней	7822	976	481	815	938	229	272	174	292	93	277	142	199	441	131	274	120	267	94	66	122	151	192	414	141	55	89	377									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	183	20	5	20	13	6	6	4	9	3	5	3	6	15	4	5	2	6	2	2	6	3	6	11	4	3	3	11									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	80	17	5	6	10	5	3	1	3	0	1	0	0	4	1	1	1	6	1	0	5	2	0	1	0	0	1	6									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	82	7	6	3	4	2	1	2	8	1	0	1	3	2	2	19	2	4	2	2	1	2	1	3	1	1	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	103	3	0	14	3	1	3	3	6	3	4	3	6	11	3	4	1	0	1	2	1	1	6	10	4	3	2	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	2	0	3	6	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	74	3	2	8	10	1	6	1	1	0	3	3	3	4	3	2	3	2	0	0	3	2	1	3	4	1	0	5									
		0.92%	0.30%	0.41%	0.97%	1.05%	0.42%	2.17%	0.56%	0.33%	0.00%	1.06%	2.08%	1.45%	0.88%	2.16%	0.70%	2.46%	0.73%	0.00%	0.00%	2.44%	1.27%	0.51%	0.70%	2.76%	1.82%	0.00%	1.31%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	344	26	26	39	36	11	21	5	9	6	8	6	10	17	5	5	3	11	1	2	2	17	17	24	10	3	2	22									
		4.30%	2.61%	5.28%	4.71%	3.77%	4.64%	7.61%	2.82%	2.97%	6.19%	2.83%	4.17%	4.83%	3.75%	3.60%	1.76%	2.46%	4.01%	1.06%	2.94%	1.63%	10.76%	8.67%	5.63%	6.90%	5.45%	2.22%	5.74%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	155	21	14	11	14	11	6	2	6	3	3	1	3	2	3	12	1	6	1	0	2	1	9	14	4	0	1	4									
		1.94%	2.11%	2.85%	1.33%	1.47%	4.64%	2.17%	1.13%	1.98%	3.09%	1.06%	0.69%	1.45%	0.44%	2.16%	4.23%	0.82%	2.19%	1.06%	0.00%	1.63%	0.63%	4.59%	3.29%	2.76%	0.00%	1.11%	1.04%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3097	368	146	242	386	84	117	80	137	48	149	82	58	182	60	103	54	123	67	28	62	53	58	140	51	28	35	156									
		38.69%	36.95%	29.67%	29.23%	40.42%	35.44%	42.39%	45.20%	45.21%	49.48%	52.65%	56.94%	28.02%	40.18%	43.17%	36.27%	44.26%	44.89%	71.28%	41.18%	50.41%	33.54%	29.59%	32.86%	35.17%	50.91%	38.89%	40.73%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	40	5	0	1	10	2	3	3	1	0	1	1	0	0	1	2	0	4	0	1	3	1	1	0	0	0	0	0									
