Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Кольская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №504	УИК №505					
1	"Число избирателей, внесенных в списки избирателей"	37157	49	777	201	237	137	860	2200	1308	2486	1892	78	2739	2628	2053	1184	1962	1380	1879	1569	1784	1069	1669	146	1563	467	1242	871	373	326	689	263	870	94	36	37	39					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	32653	53	733	168	217	122	725	1975	1185	2267	1734	71	2374	2284	1769	1020	1692	1230	1492	1308	1517	913	1438	139	1314	439	1063	778	328	293	618	242	773	200	100	40	39					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	65	0	0	0	0	0	0	0	95	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20114	12	440	127	138	79	482	1134	719	1248	897	16	1510	1553	1104	530	1067	666	1024	865	970	502	919	52	862	272	948	471	158	168	399	155	435	85	36	37	34					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	461	8	7	7	0	0	11	93	15	7	18	0	20	16	23	10	2	45	17	6	14	11	13	1	23	5	27	9	6	10	4	6	18	9	0	0	0					
6	Число погашенных избирательных бюллетеней	11904	33	286	34	79	43	232	748	451	1012	819	55	844	715	642	480	623	519	451	437	533	400	506	72	364	162	88	298	164	115	215	81	225	106	64	3	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	635	8	7	7	0	0	11	93	15	7	18	0	20	16	23	10	2	45	17	6	14	11	13	15	88	5	27	9	6	10	4	6	113	9	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20103	12	440	127	138	79	482	1134	719	1248	897	16	1510	1549	1104	530	1067	666	1022	862	970	501	918	52	862	272	948	471	158	168	399	155	435	85	36	37	34					
9	Число недействительных избирательных бюллетеней	186	0	6	1	0	1	9	16	13	13	7	0	20	15	7	3	10	7	16	0	9	2	6	0	7	4	5	2	1	1	0	1	1	0	0	1	2					
10	Число действительных избирательных бюллетеней	20552	20	441	133	138	78	484	1211	721	1242	908	16	1510	1550	1120	537	1059	704	1023	868	975	510	925	67	943	273	970	478	163	177	403	160	547	94	36	36	32					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1150	10	20	10	10	10	20	60	50	60	50	10	30	50	50	50	50	50	50	50	50	50	50	20	50	20	50	40	20	20	20	20	50	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	257	1	6	2	4	0	4	7	47	16	6	0	18	13	8	2	6	7	11	11	5	4	6	0	6	0	32	1	16	4	2	4	8	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	157	2	2	4	1	3	1	11	9	5	5	0	9	6	12	7	5	3	5	5	11	2	6	0	7	2	4	2	7	4	4	0	4	2	7	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	893	9	14	8	6	10	16	53	3	44	44	10	12	37	42	48	44	43	39	39	45	46	44	20	44	20	18	39	4	16	18	16	42	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	0	0	0	0	0	0	8	0	0	0	1	0	3	0	1	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
