Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Кольская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №501					
1	"Число избирателей, внесенных в список избирателей"	35188	805	136	327	801	305	442	2635	2890	1771	1159	2711	3013	1216	2758	1802	1373	2063	830	115	801	166	223	537	229	794	420	1417	1039	870	1370	84	72	14					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31710	700	130	310	700	290	500	2300	2600	1600	1000	2400	2700	1100	2400	1600	1300	1800	800	110	700	170	230	500	230	700	400	1300	900	800	1200	150	74	16					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	143	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	52	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16433	356	46	128	374	158	242	1310	1433	806	415	1257	1301	461	1216	823	700	1026	410	49	423	113	104	315	118	366	243	515	408	395	760	77	71	14					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	449	7	0	5	8	2	3	17	24	17	6	19	7	17	14	5	23	106	14	0	19	5	0	7	7	12	2	68	8	6	21	0	0	0					
6	Число погашенных избирательных бюллетеней	14685	337	73	177	318	130	255	973	1143	777	579	1124	1392	622	1170	772	577	668	376	61	258	52	126	178	105	242	155	717	484	399	367	73	3	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	592	7	11	5	8	2	3	17	24	17	6	19	7	17	14	5	23	106	14	0	19	5	0	7	7	92	2	68	8	6	73	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16418	356	46	128	374	158	242	1310	1430	806	415	1255	1296	461	1215	823	700	1024	410	49	422	113	103	315	118	366	243	515	408	395	760	77	71	14					
9	Число недействительных избирательных бюллетеней	309	4	0	4	7	7	4	18	21	15	4	24	19	14	23	19	14	24	9	1	16	3	0	2	2	9	4	8	10	5	17	2	0	0					
10	Число действительных избирательных бюллетеней	16701	359	57	129	375	153	241	1309	1433	808	417	1250	1284	464	1206	809	709	1106	415	48	425	115	103	320	123	449	241	575	406	396	816	75	71	14					
