Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Инжавинская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147					
1	"Число избирателей, внесенных в списки избирателей"	19431	1231	1211	1162	1059	1171	721	505	1025	374	386	217	524	513	228	118	407	132	479	187	76	142	88	996	584	416	315	451	406	265	275	267	351	331	210	172	569	224	622	363	302	187	169					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19051	1165	1200	1110	990	1140	705	499	990	362	383	201	522	484	223	119	415	131	473	200	78	150	89	969	571	422	304	438	402	261	273	268	400	320	207	171	574	209	611	357	307	195	163					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9146	583	531	570	484	526	341	234	483	164	171	96	206	298	102	48	244	81	184	51	51	99	45	488	221	135	149	287	203	119	136	152	188	190	97	73	244	103	288	147	147	106	81					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2435	80	69	45	51	20	28	11	49	45	44	96	79	23	66	39	73	37	82	60	16	25	23	96	112	87	78	46	85	66	57	27	78	64	76	13	99	49	126	65	56	43	51					
6	Число погашенных избирательных бюллетеней	7470	502	600	495	455	594	336	254	458	153	168	9	237	163	55	32	98	13	207	89	11	26	21	385	238	200	77	105	114	76	80	89	134	66	34	85	231	57	197	145	104	46	31					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2435	80	69	45	51	20	28	11	49	45	44	96	79	23	66	39	73	37	82	60	16	25	23	96	112	87	78	46	85	66	57	27	78	64	76	13	99	49	126	65	56	43	51					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9146	583	531	570	484	526	341	234	483	164	171	96	206	298	102	48	244	81	184	51	51	99	45	488	221	135	149	287	203	119	136	152	188	190	97	73	244	103	288	147	147	106	81					
9	Число недействительных избирательных бюллетеней	94	6	4	7	8	7	3	2	3	3	0	0	3	6	0	0	8	0	2	0	0	0	0	7	6	4	0	6	1	0	0	2	2	0	2	0	1	0	0	1	0	0	0					
10	Число действительных избирательных бюллетеней	11487	657	596	608	527	539	366	243	529	206	215	192	282	315	168	87	309	118	264	111	67	124	68	577	327	218	227	327	287	185	193	177	264	254	171	86	342	152	414	211	203	149	132					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	322	23	25	15	22	12	10	10	23	4	4	3	5	14	3	3	8	3	17	2	0	6	5	14	6	6	4	10	3	7	6	3	3	2	2	4	5	4	7	4	2	8	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	215	16	18	14	8	8	7	5	20	0	3	1	4	14	0	1	8	2	10	1	0	6	0	9	4	5	2	8	2	5	6	2	1	2	2	2	4	1	4	3	0	4	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	128	70	1	10	3	3	2	2	2	1	0	0	0	1	1	1	0	2	3	1	2	2	0	4	0	2	1	1	1	0	1	1	0	1	0	0	0	1	2	1	2	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	107	7	7	1	14	4	3	5	3	4	1	2	1	0	3	2	0	1	7	1	0	0	5	5	2	1	2	2	1	2	0	1	2	0	0	2	1	3	3	1	2	4	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	354	12	13	16	23	14	18	6	27	4	6	4	10	15	6	1	11	3	11	3	0	1	0	20	7	10	3	7	17	15	9	7	9	3	5	0	7	8	10	4	4	3	2					
		3.06%	1.81%	2.17%	2.60%	4.30%	2.56%	4.88%	2.45%	5.08%	1.91%	2.79%	2.08%	3.51%	4.67%	3.57%	1.15%	3.47%	2.54%	4.14%	2.70%	0.00%	0.81%	0.00%	3.42%	2.10%	4.50%	1.32%	2.10%	5.90%	8.11%	4.66%	3.91%	3.38%	1.18%	2.89%	0.00%	2.04%	5.26%	2.42%	1.89%	1.97%	2.01%	1.52%					
19	2.Всероссийская политическая партия «Гражданская Сила»	38	7	4	0	3	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	2	1	3	0	1	1	0	1	1	0	0	0	1	0	0	1	0	3	1	1	0	0					
		0.33%	1.06%	0.67%	0.00%	0.56%	0.00%	0.27%	0.41%	0.19%	0.00%	0.47%	0.00%	0.35%	0.31%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	1.61%	1.47%	0.51%	0.00%	0.45%	0.44%	0.00%	0.35%	0.54%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.29%	0.00%	0.72%	0.47%	0.49%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	14	1	1	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	1	0	0					
		0.12%	0.15%	0.17%	0.00%	0.00%	0.55%	0.27%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.48%	0.00%	0.49%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2003	117	175	129	83	116	82	52	65	23	45	17	28	69	20	2	49	13	31	11	21	13	6	139	50	37	41	74	43	14	16	37	50	44	29	14	65	12	60	40	48	12	11					
		17.30%	17.65%	29.17%	20.98%	15.51%	21.25%	22.22%	21.22%	12.22%	11.00%	20.93%	8.85%	9.82%	21.50%	11.90%	2.30%	15.46%	11.02%	11.65%	9.91%	31.34%	10.48%	8.82%	23.80%	15.02%	16.67%	18.06%	22.22%	14.93%	7.57%	8.29%	20.67%	18.80%	17.32%	16.76%	16.28%	18.95%	7.89%	14.49%	18.87%	23.65%	8.05%	8.33%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	34	5	1	0	3	7	1	0	7	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	1					
