Выборы Президента Российской Федерации																																																																									
Дата голосования: 04.03.2012																																																																									
																																																																									
Наименование Избирательной комиссии:    Копейская городская																																																																									
																																																																									
Сводная таблица итогов голосования																																																																									
																																																																									
	Число участковых избирательных комиссий	62																																																																							
	Число участковых избирательных комиссий, приступивших к передаче сведений	62																																																																							
																																																																									
		Сумма	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949									
1	Число избирателей, включенных в список избирателей	107976	2305	1053	951	1163	2730	2261	2435	775	1573	2238	2754	2049	1934	2504	2412	1649	1468	1081	1673	900	1305	1819	1208	623	1320	1048	2190	2297	2305	2400	2070	2577	1467	2608	2136	939	1633	2283	1505	2244	1849	532	2863	1067	1874	1339	2350	2258	1505	2439	1013	609	2768	1479	1403	2389	2017	1807	306	2727	265	1232									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	105200	2300	1000	900	1000	2700	2200	2400	700	1500	2200	2700	2000	1900	2400	2400	1600	1400	1000	1600	900	1300	1800	900	500	1200	1000	2200	2300	2300	2400	2000	2600	1400	2600	2100	900	1600	2300	1500	2200	1800	500	2800	1000	1800	1300	2300	2200	1500	2400	1000	600	2700	1400	1400	2400	2000	1800	300	2700	200	1200									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	58232	1030	538	351	635	1418	1095	1234	340	640	1177	1492	983	883	1609	1466	928	768	583	799	425	683	932	487	335	769	601	1387	1358	1330	1449	1144	1437	842	1562	1156	592	908	1371	888	1070	821	255	1554	585	925	686	1149	1157	718	1268	482	298	1619	899	784	1468	1102	1163	164	1638	140	662									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	7573	217	156	270	233	219	345	169	102	178	80	358	229	149	177	45	69	114	64	186	73	48	53	349	47	95	59	90	94	69	78	127	106	32	59	59	37	68	52	55	169	303	76	88	36	73	121	100	87	117	157	60	104	365	138	112	106	88	34	48	42	25	114									
6	Число погашенных избирательных бюллетеней	39395	1053	306	279	132	1063	760	997	258	682	943	850	788	868	614	889	603	518	353	615	402	569	815	64	118	336	340	723	848	901	873	729	1057	526	979	885	271	624	877	557	961	676	169	1158	379	802	493	1051	956	665	975	458	198	716	363	504	826	810	603	88	1020	35	424									
7	Число избирательных бюллетеней в переносных ящиках для голосования	7573	217	156	270	233	219	345	169	102	178	80	358	229	149	177	45	69	114	64	186	73	48	53	349	47	95	59	90	94	69	78	127	106	32	59	59	37	68	52	55	169	303	76	88	36	73	121	100	87	117	157	60	104	365	138	112	106	88	34	48	42	25	114									
8	Число бюллетеней в стационарных ящиках для голосования	58226	1030	538	351	635	1418	1095	1234	340	640	1177	1492	983	883	1609	1466	928	768	583	799	425	683	932	487	335	769	600	1387	1358	1330	1449	1144	1436	842	1562	1156	592	908	1371	888	1070	821	255	1553	585	925	686	1149	1157	718	1268	482	298	1619	898	784	1468	1102	1163	164	1636	140	662									
9	Число недействительных избирательных бюллетеней	902	16	10	8	12	28	15	19	4	14	23	28	12	9	23	30	14	14	12	18	5	9	16	10	4	13	6	8	37	17	18	15	13	9	33	23	8	10	18	14	15	14	2	20	7	18	12	22	16	8	17	9	7	19	8	15	25	17	25	1	19	3	8									
10	Число действительных избирательных бюллетеней	64897	1231	684	613	856	1609	1425	1384	438	804	1234	1822	1200	1023	1763	1481	983	868	635	967	493	722	969	826	378	851	653	1469	1415	1382	1509	1256	1529	865	1588	1192	621	966	1405	929	1224	1110	329	1621	614	980	795	1227	1228	827	1408	533	395	1965	1028	881	1549	1173	1172	211	1659	162	768									
11	Число полученных открепительных  удостоверений	1470	80	35	30	25	30	26	28	5	5	22	40	40	19	25	28	15	29	10	17	5	17	20	13	8	15	13	30	35	30	20	25	40	18	35	33	14	12	30	28	19	15	13	62	11	25	10	20	25	20	32	5	5	34	17	30	35	25	33	5	42	13	24									
