Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Кирилловская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13035	1083	1970	1558	1568	267	243	378	559	312	161	374	204	682	115	530	1061	281	703	301	431	254									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12300	1000	1900	1500	1500	250	220	350	470	300	150	370	190	650	110	480	1000	260	670	280	410	240									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4719	415	715	583	524	136	82	135	293	139	59	153	84	169	47	201	329	107	248	76	146	78									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	859	22	10	8	8	16	30	81	22	34	26	38	25	82	19	94	124	38	97	39	36	10									
6	Число погашенных избирательных бюллетеней	6722	563	1175	909	968	98	108	134	155	127	65	179	81	399	44	185	547	115	325	165	228	152									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	859	22	10	8	8	16	30	81	22	34	26	38	25	82	19	94	124	38	97	39	36	10									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4719	415	715	583	524	136	82	135	293	139	59	153	84	169	47	201	329	107	248	76	146	78									
9	Число недействительных избирательных бюллетеней	105	12	11	9	11	5	1	0	5	3	2	0	2	5	0	9	13	2	3	3	5	4									
10	Число действительных избирательных бюллетеней	5473	425	714	582	521	147	111	216	310	170	83	191	107	246	66	286	440	143	342	112	177	84									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	365	20	45	45	45	10	5	5	10	5	5	25	10	15	10	15	15	15	25	10	20	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	118	9	20	13	9	6	1	1	5	3	0	19	3	3	6	0	5	2	5	2	2	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	174	6	26	9	12	6	10	13	8	2	5	5	3	6	2	19	9	5	15	8	3	2									
14	Число погашенных неиспользованных открепительных удостоверений	247	11	25	32	36	4	4	4	5	2	5	6	7	12	4	15	10	13	20	8	18	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	2	3	2	5	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
