Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Калтасинская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №2438	УИК №2439	УИК №2440	УИК №2441	УИК №2442	УИК №2443	УИК №2444	УИК №2445	УИК №2446	УИК №2447	УИК №2448	УИК №2449	УИК №2450	УИК №2451	УИК №2452	УИК №2453	УИК №2454	УИК №2455	УИК №2456	УИК №2457	УИК №2458	УИК №2459	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465	УИК №2466	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474					
1	"Число избирателей, внесенных в списки"	20057	1407	1649	472	603	312	508	86	136	585	84	878	413	358	310	425	213	410	243	190	246	229	348	191	443	711	373	247	319	348	339	781	182	255	1257	1647	1206	1653					
2	"Число бюллетеней, полученных участковыми комиссиями"	20400	1315	1744	465	610	305	513	86	136	610	85	890	455	360	310	430	210	470	245	195	250	225	350	190	450	720	375	245	325	340	335	790	185	250	1590	1548	1208	1590					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15579	1081	1245	344	419	239	370	60	117	434	58	705	274	285	237	341	166	391	207	136	189	196	231	141	334	522	279	189	248	255	272	621	162	186	1257	1219	934	1235					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	745	17	47	21	40	11	23	23	0	28	6	24	65	9	19	10	7	19	15	9	0	6	39	8	32	37	25	22	37	22	16	0	5	30	0	31	25	17					
6	Число погашенных бюллетеней	4076	217	452	100	151	55	120	3	19	148	21	161	116	66	54	79	37	60	23	50	61	23	80	41	84	161	71	34	40	63	47	169	18	34	333	298	249	338					
7	Число бюллетеней в переносных ящиках для голосования	745	17	47	21	40	11	23	23	0	28	6	24	65	9	19	10	7	19	15	9	0	6	39	8	32	37	25	22	37	22	16	0	5	30	0	31	25	17					
8	Число бюллетеней в стационарных ящиках для голосования	15579	1081	1245	344	419	239	370	60	117	434	58	705	274	285	237	341	166	391	207	136	189	196	231	141	334	522	279	189	248	255	272	621	162	186	1257	1219	934	1235					
9	Число недействительных бюллетеней	905	36	65	16	31	9	32	3	9	39	2	21	15	24	27	28	16	41	10	32	19	11	17	9	16	15	21	4	25	40	27	32	17	43	33	42	39	39					
10	Число действительных бюллетеней	15419	1062	1227	349	428	241	361	80	108	423	62	708	324	270	229	323	157	369	212	113	170	191	253	140	350	544	283	207	260	237	261	589	150	173	1224	1208	920	1213					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	295	60	24	6	0	6	6	5	5	6	4	9	5	5	5	4	4	3	4	0	6	0	0	5	0	5	0	4	4	4	6	1	4	6	23	23	23	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	137	17	20	2	0	4	0	0	0	1	0	6	1	0	2	2	1	1	1	0	0	0	0	1	0	3	0	1	2	2	2	1	0	0	18	23	19	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	131	14	16	2	1	0	3	1	1	4	2	5	4	3	4	2	2	1	0	3	3	2	5	0	5	2	1	6	2	5	3	0	2	4	6	8	7	2					
14	Число погашенных открепительных удостоверений	158	43	4	4	0	2	6	5	5	5	4	3	4	5	3	2	3	2	3	0	6	0	0	4	0	2	0	3	2	2	4	0	4	6	5	0	4	13					
15	Число открепительных удостоверений выданных ТИК	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	"1. ""ЕДИНЕНИЕ"""	524	30	37	22	26	4	12	0	3	10	5	11	12	14	12	13	3	13	15	4	1	6	14	5	15	21	11	14	14	0	16	16	8	8	41	32	20	36					
		3.20%	2.73%	2.86%	6.02%	5.66%	1.6%	3.05%	0.0%	2.56%	2.16%	7.81%	1.50%	3.53%	4.76%	4.68%	3.70%	1.73%	3.17%	6.75%	2.75%	0.52%	2.97%	5.18%	3.35%	4.09%	3.75%	3.61%	6.63%	4.91%	0.0%	5.55%	2.57%	4.79%	3.70%	3.26%	2.56%	2.08%	2.87%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	221	19	21	5	5	1	4	0	0	12	0	21	7	1	3	3	1	6	5	0	2	0	4	3	1	7	5	2	5	5	2	9	0	1	23	3	18	17					
