Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Ясненская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816					
1	"Число избирателей, внесенных в списки"	24910	389	489	81	36	144	468	125	647	89	188	180	759	203	182	648	103	2207	2047	1928	1896	2259	1336	2471	1089	1702	1708	1536					
2	"Число бюллетеней, полученных участковыми комиссиями"	24120	341	462	82	37	142	454	121	645	88	175	178	762	196	182	642	101	2087	2023	1844	1761	2232	1301	2380	1087	1651	1641	1505					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	72	65	60					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14395	220	353	62	36	88	309	79	422	74	134	126	355	122	106	358	65	1051	1060	1045	1117	1279	819	1430	769	946	1047	923					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	477	47	28	1	0	6	4	0	13	0	0	0	28	0	0	52	0	25	27	19	33	19	22	36	93	8	9	7					
6	Число погашенных бюллетеней	8871	74	81	19	1	48	141	42	210	14	41	52	379	74	76	232	36	1011	936	780	611	934	460	914	45	625	520	515					
7	Число бюллетеней в переносных ящиках для голосования	854	47	28	1	0	6	4	0	13	0	0	0	28	0	0	52	0	25	27	19	33	19	22	36	273	80	74	67					
8	Число бюллетеней в стационарных ящиках для голосования	14390	219	353	62	36	88	309	79	422	74	134	126	355	122	106	358	65	1051	1060	1045	1117	1279	819	1430	769	946	1045	921					
9	Число недействительных бюллетеней	180	7	0	1	0	1	4	1	15	0	2	1	9	3	0	7	1	11	14	5	10	15	8	21	11	9	13	11					
10	Число действительных бюллетеней	15064	259	381	62	36	93	309	78	420	74	132	125	374	119	106	403	64	1065	1073	1059	1140	1283	833	1445	1031	1017	1106	977					
