Выборы Президента Российской Федерации																																																																							
Дата голосования: 04.03.2012																																																																							
																																																																							
Наименование Избирательной комиссии:    Егорьевская																																																																							
																																																																							
Сводная таблица итогов голосования																																																																							
																																																																							
	Число участковых избирательных комиссий	60																																																																					
	Число участковых избирательных комиссий, приступивших к передаче сведений	60																																																																					
																																																																							
		Сумма	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515									
1	Число избирателей, включенных в список избирателей	81930	1692	965	1068	1670	2099	1592	1111	2573	1286	2356	2776	954	1161	1385	2632	2110	2846	1471	2184	2239	1424	1500	2401	1653	2002	1493	2099	2171	2365	1918	929	297	435	696	2565	262	2405	249	454	338	1446	1707	541	782	503	600	1022	1453	715	259	2313	789	1128	1066	340	981	419	1685	110	245									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	77829	1616	887	994	1534	2007	1418	1057	2349	1231	2207	2652	913	1106	1315	2531	2047	2726	1359	2076	2105	1354	1432	2288	1586	1934	1445	2011	2068	2302	1839	876	273	442	664	2468	245	2299	237	436	326	1393	1632	517	779	484	572	981	1373	688	241	2224	643	1104	919	323	941	403	1624	106	227									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	39365	801	467	471	625	931	819	525	1269	590	1287	1390	435	622	718	1320	1122	1603	634	1115	1056	702	730	1256	836	971	703	1082	1197	1278	1041	470	253	435	261	1149	75	1162	100	230	157	661	626	219	275	209	297	548	485	277	114	1186	207	470	442	147	412	139	675	33	55									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	7546	74	83	109	122	93	74	69	186	123	64	78	93	34	63	60	93	43	165	98	91	92	97	40	81	101	101	182	222	273	117	27	0	0	91	304	75	130	43	46	46	236	227	81	203	110	73	108	352	73	50	326	433	283	358	81	203	102	216	37	111									
6	Число погашенных избирательных бюллетеней	30918	741	337	414	787	983	525	463	894	518	856	1184	385	450	534	1151	832	1080	560	863	958	560	605	992	669	862	641	747	649	751	681	379	20	7	312	1015	95	1007	94	160	123	496	779	217	301	165	202	325	536	338	77	712	3	351	119	95	326	162	733	36	61									
