Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Пестравская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	12854	835	810	270	90	270	61	303	332	285	389	583	296	153	510	635	757	365	326	403	654	496	571	904	980	869	295	412									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13430	870	860	270	90	330	60	310	355	320	410	590	300	160	550	670	770	380	350	420	680	555	580	940	990	885	295	440									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10115	628	664	244	81	187	47	224	286	194	232	459	249	132	431	472	668	228	209	308	525	443	467	719	771	720	243	284									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1646	142	105	16	5	83	12	26	32	66	81	80	36	18	60	100	70	75	82	61	48	53	50	85	97	64	24	75									
6	Число погашенных избирательных бюллетеней	1669	100	91	10	4	60	1	60	37	60	97	51	15	10	59	98	32	77	59	51	107	59	63	136	122	101	28	81									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1646	142	105	16	5	83	12	26	32	66	81	80	36	18	60	100	70	75	82	61	48	53	50	85	97	64	24	75									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10110	628	664	244	81	187	47	224	286	194	232	459	249	132	431	472	668	228	209	308	525	443	467	719	766	720	243	284									
9	Число недействительных избирательных бюллетеней	232	12	1	0	0	9	0	4	10	7	11	7	2	0	4	5	5	15	8	8	9	4	81	6	7	0	1	16									
10	Число действительных избирательных бюллетеней	11524	758	768	260	86	261	59	246	308	253	302	532	283	150	487	567	733	288	283	361	564	492	436	798	856	784	266	343									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	219	21	25	5	0	0	1	13	22	25	20	1	0	0	0	5	5	5	11	8	6	5	5	10	11	10	0	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	219	21	25	5	0	0	1	13	22	25	20	1	0	0	0	5	5	5	11	8	6	5	5	10	11	10	0	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	53	3	0	5	0	0	0	3	2	0	2	3	2	0	5	0	8	1	2	0	1	4	6	1	2	3	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	51	3	1	1	0	2	0	0	2	2	0	2	1	0	0	2	0	0	0	0	3	2	10	12	2	4	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	56	3	3	0	0	1	0	1	4	0	7	1	2	0	1	5	3	3	0	0	3	1	2	7	3	4	1	1									
		0.48%	0.39%	0.39%	0.00%	0.00%	0.37%	0.00%	0.40%	1.26%	0.00%	2.24%	0.19%	0.70%	0.00%	0.20%	0.87%	0.41%	0.99%	0.00%	0.00%	0.52%	0.20%	0.39%	0.87%	0.35%	0.51%	0.37%	0.28%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	262	15	16	9	1	6	1	8	7	9	8	19	2	0	8	10	14	8	11	12	14	7	4	15	17	25	7	9									
		2.23%	1.95%	2.08%	3.46%	1.16%	2.22%	1.69%	3.20%	2.20%	3.46%	2.56%	3.53%	0.70%	0.00%	1.63%	1.75%	1.90%	2.64%	3.78%	3.25%	2.44%	1.41%	0.77%	1.87%	1.97%	3.19%	2.62%	2.51%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	75	7	6	0	0	5	0	0	0	2	1	2	0	0	3	7	10	0	4	3	7	0	4	5	9	0	0	0									
		0.64%	0.91%	0.78%	0.00%	0.00%	1.85%	0.00%	0.00%	0.00%	0.77%	0.32%	0.37%	0.00%	0.00%	0.61%	1.22%	1.36%	0.00%	1.37%	0.81%	1.22%	0.00%	0.77%	0.62%	1.04%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8583	523	649	158	65	190	53	134	201	154	188	436	238	133	414	438	613	194	212	219	320	372	351	658	561	650	220	239									
		73.01%	67.92%	84.40%	60.77%	75.58%	70.37%	89.83%	53.60%	63.21%	59.23%	60.06%	80.89%	83.51%	88.67%	84.32%	76.57%	83.06%	64.03%	72.85%	59.35%	55.85%	75.00%	67.89%	81.84%	65.01%	82.91%	82.40%	66.57%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	47	2	3	0	0	1	0	0	0	1	0	1	0	0	3	0	2	3	0	2	8	4	2	7	4	0	0	4									
		0.40%	0.26%	0.39%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.38%	0.00%	0.19%	0.00%	0.00%	0.61%	0.00%	0.27%	0.99%	0.00%	0.54%	1.40%	0.81%	0.39%	0.87%	0.46%	0.00%	0.00%	1.11%									
