Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Северная																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534					
1	"Число избирателей, внесенных в списки избирателей"	13018	557	168	632	169	327	393	292	106	117	173	190	500	87	129	255	272	216	135	164	276	301	135	341	219	578	169	159	2460	1136	555	492	121	166	69	451	244	264					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12859	560	165	620	170	320	400	290	110	115	170	180	500	85	130	250	270	215	140	160	270	300	130	335	215	580	170	155	2420	1100	545	470	120	165	70	450	244	270					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8963	385	132	515	153	269	290	224	85	101	145	147	360	62	93	200	206	180	96	109	151	198	109	251	177	405	164	141	1415	678	306	268	77	131	50	328	168	194					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	758	0	0	12	2	23	34	10	4	6	10	19	50	0	0	6	24	9	19	30	20	37	0	16	0	32	0	0	120	25	28	71	22	23	11	39	28	28					
6	Число погашенных избирательных бюллетеней	3138	175	33	93	15	28	76	56	21	8	15	14	90	23	37	44	40	26	25	21	99	65	21	68	38	143	6	14	885	397	211	131	21	11	9	83	48	48					
7	Число избирательных бюллетеней в переносных ящиках для голосования	758	0	0	12	2	23	34	10	4	6	10	19	50	0	0	6	24	9	19	30	20	37	0	16	0	32	0	0	120	25	28	71	22	23	11	39	28	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8963	385	132	515	153	269	290	224	85	101	145	147	360	62	93	200	206	180	96	109	151	198	109	251	177	405	164	141	1415	678	306	268	77	131	50	328	168	194					
9	Число недействительных избирательных бюллетеней	95	10	3	6	2	2	6	0	0	1	0	2	4	1	0	7	5	3	0	1	3	0	1	0	0	6	0	1	13	5	1	4	2	2	0	3	1	0					
10	Число действительных избирательных бюллетеней	9626	375	129	521	153	290	318	234	89	106	155	164	406	61	93	199	225	186	115	138	168	235	108	267	177	431	164	140	1522	698	333	335	97	152	61	364	195	222					
