Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Северная																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1507	УИК №1508	УИК №1509	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1532	УИК №1533	УИК №1534					
1	"Число избирателей, внесенных в список избирателей"	12855	492	173	637	170	293	373	281	94	297	194	480	195	218	251	205	137	155	275	256	133	308	216	567	152	171	2466	1354	578	493	115	144	490	241	251					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13108	520	170	640	175	300	380	290	100	305	200	500	205	220	260	220	140	160	280	270	140	310	230	580	160	173	2460	1370	580	495	120	150	500	250	255					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7895	293	103	390	125	208	185	197	75	245	154	369	114	159	133	135	76	102	149	142	108	162	106	458	119	128	1217	802	273	265	71	112	373	159	188					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	863	33	9	20	6	42	58	11	6	14	9	52	12	10	25	10	13	27	25	34	0	45	18	28	12	0	116	22	31	72	12	13	28	25	25					
6	Число погашенных избирательных бюллетеней	4350	194	58	230	44	50	137	82	19	46	37	79	79	51	102	75	51	31	106	94	32	103	106	94	29	45	1127	546	276	158	37	25	99	66	42					
7	Число избирательных бюллетеней в переносных ящиках для голосования	863	33	9	20	6	42	58	11	6	14	9	52	12	10	25	10	13	27	25	34	0	45	18	28	12	0	116	22	31	72	12	13	28	25	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7894	293	103	390	125	208	185	197	75	245	154	369	114	159	133	135	76	102	149	142	108	162	106	458	118	128	1217	802	273	265	71	112	373	159	188					
9	Число недействительных избирательных бюллетеней	406	5	0	14	6	17	1	0	0	10	17	38	1	9	11	1	1	1	10	1	0	4	2	29	4	5	9	183	3	2	1	1	0	2	18					
10	Число действительных избирательных бюллетеней	8351	321	112	396	125	233	242	208	81	249	146	383	125	160	147	144	88	128	164	175	108	203	122	457	126	123	1324	641	301	335	82	124	401	182	195					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	97	5	2	3	2	2	5	2	2	2	2	4	2	2	2	2	2	2	1	2	2	2	3	3	2	2	12	8	3	3	2	2	3	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	44	5	0	2	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	2	0	2	3	0	0	0	12	8	1	3	0	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	20	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	7	1	1	1	0	0	0	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	53	0	2	1	2	2	4	2	2	2	2	0	2	2	2	2	2	2	1	0	2	0	0	3	2	2	0	0	2	0	2	2	2	2	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	959	49	8	70	14	14	39	35	11	25	8	19	9	16	24	13	8	18	18	25	10	24	20	63	14	4	167	61	38	44	9	17	28	26	11					
		10.95%	15.03%	7.14%	17.07%	10.69%	5.60%	16.05%	16.83%	13.58%	9.65%	4.91%	4.51%	7.14%	9.47%	15.19%	8.97%	8.99%	13.95%	10.34%	14.20%	9.26%	11.59%	16.13%	12.96%	10.77%	3.13%	12.53%	7.40%	12.50%	13.06%	10.84%	13.60%	6.98%	14.13%	5.16%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	748	24	12	15	12	12	1	31	2	12	6	26	12	2	16	10	13	20	16	26	17	22	13	42	10	18	140	76	45	15	15	15	22	17	13					
		8.54%	7.36%	10.71%	3.66%	9.16%	4.80%	0.41%	14.90%	2.47%	4.63%	3.68%	6.18%	9.52%	1.18%	10.13%	6.90%	14.61%	15.50%	9.20%	14.77%	15.74%	10.63%	10.48%	8.64%	7.69%	14.06%	10.50%	9.22%	14.80%	4.45%	18.07%	12.00%	5.49%	9.24%	6.10%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	45	2	0	2	0	2	0	3	0	1	0	2	0	0	0	0	0	0	3	0	1	3	1	0	0	0	8	5	3	1	2	1	2	0	3					
		0.51%	0.61%	0.00%	0.49%	0.00%	0.80%	0.00%	1.44%	0.00%	0.39%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.72%	0.00%	0.93%	1.45%	0.81%	0.00%	0.00%	0.00%	0.60%	0.61%	0.99%	0.30%	2.41%	0.80%	0.50%	0.00%	1.41%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1420	44	22	96	14	33	48	35	17	24	12	24	12	32	19	18	25	18	45	15	36	43	15	59	6	27	331	113	69	36	6	16	71	11	28					
		16.22%	13.50%	19.64%	23.41%	10.69%	13.20%	19.75%	16.83%	20.99%	9.27%	7.36%	5.70%	9.52%	18.93%	12.03%	12.41%	28.09%	13.95%	25.86%	8.52%	33.33%	20.77%	12.10%	12.14%	4.62%	21.09%	24.83%	13.71%	22.70%	10.68%	7.23%	12.80%	17.71%	5.98%	13.15%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	49	2	2	1	4	0	0	0	0	0	1	2	3	0	2	0	1	0	2	1	1	2	0	0	1	0	17	2	2	0	0	0	2	1	0					
		0.56%	0.61%	1.79%	0.24%	3.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.48%	2.38%	0.00%	1.27%	0.00%	1.12%	0.00%	1.15%	0.57%	0.93%	0.97%	0.00%	0.00%	0.77%	0.00%	1.28%	0.24%	0.66%	0.00%	0.00%	0.00%	0.50%	0.54%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5108	199	68	212	81	172	154	103	51	187	119	310	89	110	86	103	41	71	78	108	43	108	71	293	95	73	657	383	143	238	50	75	270	127	140					
		58.33%	61.04%	60.71%	51.71%	61.83%	68.80%	63.37%	49.52%	62.96%	72.20%	73.01%	73.63%	70.63%	65.09%	54.43%	71.03%	46.07%	55.04%	44.83%	61.36%	39.81%	52.17%	57.26%	60.29%	73.08%	57.03%	49.29%	46.48%	47.04%	70.62%	60.24%	60.00%	67.33%	69.02%	65.73%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	22	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	1	2	0	0	1	4	1	1	1	0	0	6	0	0					
		0.25%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	1.15%	0.00%	0.00%	0.48%	1.61%	0.00%	0.00%	0.78%	0.30%	0.12%	0.33%	0.30%	0.00%	0.00%	1.50%	0.00%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
