Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
"Наименование Избирательной комиссии:    Орск, Советская"																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1852					
1	"Число избирателей, внесенных в списки избирателей"	61747	253	298	649	1063	1206	923	1230	1467	1844	989	1510	633	1105	2299	2250	2094	1676	2468	2349	969	1743	1098	2313	1341	1620	2380	1885	2719	2173	980	1412	2072	1020	1747	244	2033	1655	1903	993	511	1040	1590					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	58378	250	280	730	1000	1100	900	1150	1350	1750	950	1450	600	1000	2000	2200	2000	1600	2400	2200	900	1650	1040	2200	1300	1583	2250	1800	2550	2000	950	1350	1950	950	1700	245	1900	1500	1750	950	450	1000	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	28293	187	231	649	449	517	325	492	529	761	368	752	242	501	1058	1129	1012	813	1137	1042	344	920	367	1129	533	732	1175	742	1248	1024	405	605	1035	385	805	244	895	733	661	664	168	601	684					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1724	16	16	0	37	61	68	39	57	51	42	21	11	12	29	38	13	29	37	21	24	71	83	56	45	58	31	30	79	52	15	46	19	113	20	0	45	36	29	36	50	162	26					
6	Число погашенных избирательных бюллетеней	28360	47	33	81	514	522	507	619	764	938	540	677	347	487	913	1033	975	758	1226	1137	532	658	590	1015	722	793	1044	1028	1223	924	530	699	896	452	875	1	960	731	1060	250	232	237	790					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1724	16	16	0	37	61	68	39	57	51	42	21	11	12	29	38	13	29	37	21	24	71	83	56	45	58	31	30	79	52	15	46	19	113	20	0	45	36	29	36	50	162	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28293	187	231	649	449	517	325	492	529	761	368	752	242	501	1058	1129	1012	813	1137	1042	344	920	367	1129	533	732	1175	742	1248	1024	405	605	1035	385	805	244	895	733	661	664	168	601	684					
9	Число недействительных избирательных бюллетеней	303	4	2	10	3	2	1	3	7	5	5	1	2	1	9	6	11	18	11	6	3	7	2	13	8	3	12	2	9	12	3	8	11	1	9	2	6	6	6	5	2	53	13					
10	Число действительных избирательных бюллетеней	29714	199	245	639	483	576	392	528	579	807	405	772	251	512	1078	1161	1014	824	1163	1057	365	984	448	1172	570	787	1194	770	1318	1064	417	643	1043	497	816	242	934	763	684	695	216	710	697					
