Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
Наименование Избирательной комиссии:    Дюртюлинская																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837					
1	"Число избирателей, внесенных в списки"	45829	2365	2109	2209	2256	2370	2330	2150	1681	1860	2758	24	369	1501	1475	763	402	594	405	402	131	538	250	294	454	556	282	484	293	532	313	1430	440	443	494	952	287	205	398	332	416	70	1544	194	91	612	706	671	373	351	635	461	434	266	351	1218	305					
2	"Число бюллетеней, полученных участковыми комиссиями"	45568	2350	2069	2191	2285	2404	2311	2116	1475	1891	2592	25	380	1524	1447	771	405	606	404	404	125	548	244	292	444	546	278	485	292	533	322	1405	441	452	503	913	278	194	374	332	413	72	1552	192	104	616	721	634	428	417	643	474	513	258	344	1232	304					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	37099	1911	1646	1727	1811	1936	1923	1624	1409	1440	1989	24	369	1250	1190	665	307	522	346	357	102	455	219	257	377	404	222	423	266	424	240	1044	357	351	440	818	232	189	335	290	361	61	1150	165	87	519	558	612	349	321	493	388	403	220	294	963	264					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1225	10	26	20	15	38	11	38	5	10	30	0	0	15	18	29	9	24	33	0	13	35	12	15	27	42	19	32	16	32	18	46	27	30	16	20	20	0	12	9	27	2	47	11	0	28	71	12	24	30	48	32	31	27	18	26	19					
6	Число погашенных бюллетеней	7238	429	397	444	457	430	377	454	61	441	573	1	11	256	239	77	89	60	25	47	10	58	13	20	40	100	37	30	10	77	64	315	57	71	47	75	26	5	27	33	25	9	355	16	17	69	92	10	55	66	102	54	79	11	31	243	21					
7	Число бюллетеней в переносных ящиках для голосования	1225	10	26	20	15	38	11	38	5	10	30	0	0	15	18	29	9	24	33	0	13	35	12	15	27	42	19	32	16	32	18	46	27	30	16	20	20	0	12	9	27	2	47	11	0	28	71	12	24	30	48	32	31	27	18	26	19					
8	Число бюллетеней в стационарных ящиках для голосования	37018	1911	1646	1727	1811	1929	1923	1612	1365	1440	1989	24	369	1250	1172	665	307	522	346	357	102	455	219	257	377	404	222	423	266	424	240	1044	357	351	440	818	232	189	335	290	361	61	1150	165	87	519	558	612	349	321	493	388	403	220	294	963	264					
9	Число недействительных бюллетеней	1644	30	33	58	36	29	65	50	49	43	34	0	13	56	49	29	43	29	27	9	14	33	9	24	24	21	15	26	12	47	33	66	32	33	21	32	8	23	23	16	27	9	59	8	10	37	19	29	19	16	38	37	12	20	36	53	21					
10	Число действительных бюллетеней	36599	1891	1639	1689	1790	1938	1869	1600	1321	1407	1985	24	356	1209	1141	665	273	517	352	348	101	457	222	248	380	425	226	429	270	409	225	1024	352	348	435	806	244	166	324	283	361	54	1138	168	77	510	610	595	354	335	503	383	422	227	276	936	262					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	885	40	60	45	70	65	60	52	40	40	50	0	0	35	30	10	1	10	10	6	1	1	10	0	10	10	10	10	10	10	10	10	10	0	10	11	10	0	5	10	3	0	20	0	0	5	10	6	10	4	5	0	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	713	40	58	44	66	64	58	50	32	40	50	0	0	35	16	10	1	3	8	6	1	1	2	0	3	3	0	6	1	4	3	0	3	0	10	11	0	0	0	10	2	0	16	0	0	4	9	4	10	4	5	0	10	1	2	4	3					
