Выборы Президента Российской Федерации																																																																								
Дата голосования: 04.03.2012																																																																								
																																																																								
Наименование Избирательной комиссии:    Вязниковская																																																																								
																																																																								
Сводная таблица итогов голосования																																																																								
																																																																								
	Число участковых избирательных комиссий	61																																																																						
	Число участковых избирательных комиссий, приступивших к передаче сведений	61																																																																						
																																																																								
		Сумма	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819									
1	Число избирателей, включенных в список избирателей	70714	2069	2061	1996	1488	2038	1958	1563	2109	1847	2153	1483	422	1825	2092	2111	2043	1990	590	220	1398	1276	956	1354	1151	579	283	948	186	513	508	527	1487	1622	1644	721	1097	484	490	478	1936	371	596	636	300	510	323	681	2365	1423	1707	1784	500	435	1042	1771	670	1090	968	490	438	918									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	64730	1900	1900	1800	1300	1800	1800	1400	1900	1700	2000	1300	400	1600	2000	1900	1900	1800	550	200	1200	1200	900	1200	1100	550	300	900	180	500	450	500	1400	1400	1500	700	1000	450	450	400	1800	350	600	600	300	500	300	650	2200	1300	1400	1600	500	400	850	1750	600	1000	900	450	400	850									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	29608	901	937	843	609	801	824	629	921	914	1101	680	266	760	946	907	1068	1014	301	66	602	430	395	507	565	248	74	324	54	163	218	183	560	716	752	327	465	213	185	177	688	109	268	262	119	167	103	309	1002	530	602	675	225	132	362	652	246	445	413	103	126	424									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	5305	70	82	120	49	96	65	103	54	56	34	93	4	45	38	47	47	45	33	57	124	118	86	77	48	125	90	140	75	125	53	60	123	58	107	63	116	61	74	90	206	74	103	88	32	69	57	53	187	105	163	148	49	123	221	130	128	117	57	120	71	53									
6	Число погашенных избирательных бюллетеней	29817	929	881	837	642	903	911	668	925	730	865	527	130	795	1016	946	785	741	216	77	474	652	419	616	487	177	136	436	51	212	179	257	717	626	641	310	419	176	191	133	906	167	229	250	149	264	140	288	1011	665	635	777	226	145	267	968	226	438	430	227	203	373									
7	Число избирательных бюллетеней в переносных ящиках для голосования	5305	70	82	120	49	96	65	103	54	56	34	93	4	45	38	47	47	45	33	57	124	118	86	77	48	125	90	140	75	125	53	60	123	58	107	63	116	61	74	90	206	74	103	88	32	69	57	53	187	105	163	148	49	123	221	130	128	117	57	120	71	53									
8	Число бюллетеней в стационарных ящиках для голосования	29604	901	937	843	609	801	824	629	920	913	1101	680	266	760	946	907	1068	1014	301	66	602	430	395	507	563	248	74	324	54	163	218	183	560	716	752	327	465	213	185	177	688	109	268	262	119	167	103	309	1002	530	602	675	225	132	362	652	246	445	413	103	126	424									
9	Число недействительных избирательных бюллетеней	396	8	15	6	12	13	7	12	14	7	13	9	2	16	8	10	13	43	4	2	7	3	2	5	9	2	0	6	0	3	2	0	5	4	4	5	5	4	0	0	9	7	4	8	3	4	1	1	7	9	6	4	1	3	5	12	10	7	7	0	2	6									
10	Число действительных избирательных бюллетеней	34513	963	1004	957	646	884	882	720	960	962	1122	764	268	789	976	944	1102	1016	330	121	719	545	479	579	602	371	164	458	129	285	269	243	678	770	855	385	576	270	259	267	885	176	367	342	148	232	159	361	1182	626	759	819	273	252	578	770	364	555	463	223	195	471									
11	Число полученных открепительных  удостоверений	1174	20	30	30	20	20	20	30	21	30	40	20	10	20	30	20	30	20	9	10	30	20	20	20	20	30	20	10	10	10	20	10	20	14	10	15	20	10	10	10	40	20	30	10	20	20	10	20	30	30	15	10	20	30	40	10	10	10	10	10	10	10									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	960	20	30	30	20	17	19	22	21	24	40	20	3	13	30	15	25	20	3	3	23	11	12	15	14	26	20	7	0	9	15	5	20	14	10	15	20	2	4	3	29	10	23	8	18	17	6	18	30	30	12	10	17	28	40	9	10	10	4	1	4	6									
13	Число избирателей, проголосовавших по открепительным удостоверениям	543	15	16	30	16	20	16	16	13	18	18	12	4	13	12	11	17	16	10	6	8	8	11	11	8	5	3	7	5	4	3	7	3	16	8	8	12	1	7	4	3	0	4	0	6	6	5	6	14	13	17	5	4	6	7	4	5	6	5	3	1	5									
14	Число неиспользованных открепительных удостоверений	214	0	0	0	0	3	1	8	0	6	0	0	7	7	0	5	5	0	6	7	7	9	8	5	6	4	0	3	10	1	5	5	0	0	0	0	0	8	6	7	11	10	7	2	2	3	4	2	0	0	3	0	3	2	0	1	0	0	6	9	6	4									
15	Число открепительных удостоверений, выданных избирателям ТИК	25	0	0	1	0	4	0	1	0	1	3	0	0	0	1	2	0	0	0	0	0	0	0	0	2	1	3	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																								
19	Жириновский Владимир Вольфович	2911	85	85	86	74	85	78	74	84	67	82	68	18	61	80	85	80	91	31	7	56	52	43	49	50	44	10	40	9	18	28	19	53	40	46	28	52	21	21	13	74	14	35	35	15	15	17	38	111	47	66	77	20	25	50	76	31	51	25	16	15	45									
