Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																		
Дата голосования: 02.12.2007																		
																		
Наименование Избирательной комиссии:    Территориальная избирательная комиссия г. Льгова																		
																		
Сводная таблица результатов выборов																		
																		
		Сумма	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736					
1	"Число избирателей, внесенных в списки избирателей"	17412	1504	1456	1601	2468	2173	1448	1367	1246	1444	1318	1387					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15250	1300	1250	1300	2200	2000	1250	1200	1050	1300	1200	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8712	796	770	769	1345	1058	692	716	568	761	599	638					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	827	94	70	147	41	82	65	65	70	55	62	76					
6	Число погашенных избирательных бюллетеней	5711	410	410	384	814	860	493	419	412	484	539	486					
7	Число избирательных бюллетеней в переносных ящиках для голосования	827	94	70	147	41	82	65	65	70	55	62	76					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8712	796	770	769	1345	1058	692	716	568	761	599	638					
9	Число недействительных избирательных бюллетеней	63	5	1	10	6	6	10	4	7	8	4	2					
10	Число действительных избирательных бюллетеней	9476	885	839	906	1380	1134	747	777	631	808	657	712					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	265	29	28	26	39	26	19	16	24	27	15	16					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	257	27	28	25	38	24	19	15	23	27	15	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	113	12	5	68	5	5	2	3	4	5	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	8	2	0	1	1	2	0	1	1	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	1	1	3	1	4	2	3	1	0	0	4					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
																		
18	1.Политическая партия «Аграрная партия России»	146	17	13	10	21	11	9	10	6	13	11	25					
		1.53%	1.91%	1.55%	1.09%	1.52%	0.96%	1.19%	1.28%	0.94%	1.59%	1.66%	3.50%					
19	2.Всероссийская политическая партия «Гражданская Сила»	35	3	6	4	5	6	1	1	2	2	1	4					
		0.37%	0.34%	0.71%	0.44%	0.36%	0.53%	0.13%	0.13%	0.31%	0.25%	0.15%	0.56%					
20	3.Политическая партия «Демократическая партия России»	16	3	3	3	1	1	1	2	0	0	1	1					
		0.17%	0.34%	0.36%	0.33%	0.07%	0.09%	0.13%	0.26%	0.00%	0.00%	0.15%	0.14%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1126	114	119	103	191	120	83	100	99	74	58	65					
		11.80%	12.81%	14.17%	11.24%	13.78%	10.53%	10.96%	12.80%	15.52%	9.07%	8.77%	9.10%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	28	4	6	0	1	3	3	2	2	2	1	4					
		0.29%	0.45%	0.71%	0.00%	0.07%	0.26%	0.40%	0.26%	0.31%	0.25%	0.15%	0.56%					
23	6.Политическая партия «Партия социальной справедливости»	15	0	4	0	3	1	1	0	2	1	2	1					
		0.16%	0.00%	0.48%	0.00%	0.22%	0.09%	0.13%	0.00%	0.31%	0.12%	0.30%	0.14%					
24	7.Политическая партия «Либерально-демократическая партия России»	874	90	73	90	118	100	70	75	55	66	68	69					
		9.16%	10.11%	8.69%	9.83%	8.51%	8.77%	9.25%	9.60%	8.62%	8.09%	10.29%	9.66%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1477	112	155	97	218	174	174	115	101	150	83	98					
		15.48%	12.58%	18.45%	10.59%	15.73%	15.26%	22.99%	14.72%	15.83%	18.38%	12.56%	13.73%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	69	13	5	3	13	8	4	8	2	8	2	3					
		0.72%	1.46%	0.60%	0.33%	0.94%	0.70%	0.53%	1.02%	0.31%	0.98%	0.30%	0.42%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5639	520	450	589	803	706	399	461	360	487	429	435					
		59.12%	58.43%	53.57%	64.30%	57.94%	61.93%	52.71%	59.03%	56.43%	59.68%	64.90%	60.92%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	51	9	5	7	6	4	2	3	2	5	1	7					
		0.53%	1.01%	0.60%	0.76%	0.43%	0.35%	0.26%	0.38%	0.31%	0.61%	0.15%	0.98%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
