Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Саянская городская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041					
1	"Число избирателей, внесенных в списки"	32389	512	1677	1121	1229	1169	1458	1744	1960	1198	1445	1458	1513	919	1590	1082	1084	1041	1197	974	1171	1108	1046	1839	2293	561					
2	"Число бюллетеней, полученных участковыми комиссиями"	32850	500	1650	1150	1200	1200	1450	1750	1950	1200	1500	1500	1500	900	1600	1100	1100	1050	1200	1000	1150	1150	1050	1950	2400	650					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17957	286	782	617	634	675	785	918	1151	723	816	881	899	561	922	554	601	614	609	548	603	654	582	994	1346	202					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	484	52	12	13	17	28	11	28	11	13	23	13	23	8	10	19	15	11	29	15	72	10	10	23	16	2					
6	Число погашенных бюллетеней	14409	162	856	520	549	497	654	804	788	464	661	606	578	331	668	527	484	425	562	437	475	486	458	933	1038	446					
7	Число бюллетеней в переносных ящиках для голосования	484	52	12	13	17	28	11	28	11	13	23	13	23	8	10	19	15	11	29	15	72	10	10	23	16	2					
8	Число бюллетеней в стационарных ящиках для голосования	17952	286	782	617	634	674	785	918	1151	721	816	881	899	561	921	554	601	614	608	548	603	654	582	994	1346	202					
9	Число недействительных бюллетеней	216	9	16	9	6	12	7	7	5	3	11	6	26	10	10	3	8	8	7	4	4	7	4	6	17	11					
10	Число действительных бюллетеней	18220	329	778	621	645	690	789	939	1157	731	828	888	896	559	921	570	608	617	630	559	671	657	588	1011	1345	193					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	495	8	24	17	18	18	21	26	29	18	22	21	22	14	25	18	18	18	19	16	18	18	18	30	30	9					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	158	1	4	8	7	9	4	5	3	3	11	7	11	1	12	3	4	5	6	8	6	8	6	9	16	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	62	5	7	2	1	1	2	5	0	1	0	0	4	19	1	2	1	0	0	1	3	0	4	1	2	0					
14	Число погашенных открепительных удостоверений	337	7	20	9	11	9	17	21	26	15	11	14	11	13	13	15	14	13	13	8	12	10	12	21	14	8					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	266	3	11	14	10	9	12	10	14	10	15	12	13	5	18	3	8	8	17	5	12	13	9	14	19	2					
		1.44%	0.88%	1.38%	2.22%	1.53%	1.28%	1.50%	1.05%	1.20%	1.36%	1.78%	1.34%	1.40%	0.87%	1.93%	0.52%	1.29%	1.28%	2.66%	0.88%	1.77%	1.95%	1.52%	1.37%	1.39%	0.98%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	311	1	16	12	13	18	5	9	25	11	8	20	15	8	19	17	12	6	16	4	9	10	12	21	21	3					
