Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Исетская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	20119	631	549	257	104	567	86	431	349	381	1611	2060	2271	788	1112	362	461	230	61	263	588	121	106	849	913	110	156	80	967	1012	275	179	101	143	1733	100	112									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19950	641	556	259	103	579	88	435	349	392	1500	2000	2200	806	1127	367	470	228	63	269	593	124	114	857	919	117	154	81	975	936	277	184	105	144	1700	113	125									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	17530	584	495	222	94	496	80	395	317	339	1403	1757	2032	697	914	306	426	208	61	246	539	115	106	766	807	96	150	80	797	768	249	158	80	128	1457	79	83									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1207	10	17	10	7	26	4	27	12	17	97	200	83	30	103	30	14	8	0	4	17	0	0	17	30	8	2	0	83	168	17	12	13	14	111	4	12									
6	Число погашенных избирательных бюллетеней	1213	47	44	27	2	57	4	13	20	36	0	43	85	79	110	31	30	12	2	19	37	9	8	74	82	13	2	1	95	0	11	14	12	2	132	30	30									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1207	10	17	10	7	26	4	27	12	17	97	200	83	30	103	30	14	8	0	4	17	0	0	17	30	8	2	0	83	168	17	12	13	14	111	4	12									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	17530	584	495	222	94	496	80	395	317	339	1403	1757	2032	697	914	306	426	208	61	246	539	115	106	766	807	96	150	80	797	768	249	158	80	128	1457	79	83									
9	Число недействительных избирательных бюллетеней	42	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	5	2									
10	Число действительных избирательных бюллетеней	18695	594	512	232	101	522	84	422	329	356	1500	1957	2087	727	1017	336	440	216	61	250	556	115	106	783	830	104	152	80	880	936	266	170	93	142	1568	78	93									
